title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
QMR: Q-learning based Multi-objective optimization Routing protocol for Flying Ad Hoc Networks,https://dl.acm.org/doi/10.1016/j.comcom.2019.11.011,17,research-article,ACM,2020,"A network with reliable and rapid communication is critical for Unmanned Aerial Vehicles (UAVs). Flying Ad Hoc Networks (FANETs) consisting of UAVs is a new paradigm of wireless communication. However, the highly dynamic topology of FANETs and limited energy of UAVs have brought great challenges to the routing design of FANETs. It is difficult for existing routing protocols for Mobile Ad Hoc Networks (MANETs) and Vehicular Ad Hoc Networks (VANETs) to adapt the high dynamics of FANETs. Moreover, few of existing routing protocols simultaneously meet the requirement of low delay and low energy consumption of FANETs. This paper proposes a novel Q-learning based Multi-objective optimization Routing protocol for FANETs to provide low-delay and low-energy service guarantees. Most of existing Q-learning based protocols use a fixed value for the Q-learning parameters. In contrast, Q-learning parameters can be adaptively adjusted in the proposed protocol to adapt to the high dynamics of FANETs. In addition, a new exploration and exploitation mechanism is also proposed to explore some undiscovered potential optimal routing path while exploiting the acquired knowledge. Instead of using past neighbor relationships, the proposed method re-estimates neighbor relationships in the routing decision process to select the more reliable next hop. Simulation results show that the proposed method can provide higher packet arrival ratio, lower delay and energy consumption than existing good performing Q-learning based routing method.",none
Localization algorithm in wireless sensor networks based on semi-supervised manifold learning and its application,https://dl.acm.org/doi/10.1007/s10586-009-0118-7,4,article,ACM,2010,"Localization of mobile nodes in wireless sensor network gets more and more important, because many applications need to locate the source of incoming measurements as precise as possible. Many previous approaches to the location-estimation problem need know the theories and experiential signal propagation model and collect a large number of labeled samples. So, these approaches are coarse localization because of the inaccurate model, and to obtain such data requires great effort. In this paper, a semi-supervised manifold learning is used to estimate the locations of mobile nodes in a wireless sensor network. The algorithm is used to compute a subspace mapping function between the signal space and the physical space by using a small amount of labeled data and a large amount of unlabeled data. This mapping function can be used online to determine the location of mobile nodes in a sensor network based on the signals received. We use independent development nodes to setup the network in metallurgical industry environment, outdoor and indoor. Experimental results show that we can achieve a higher accuracy with much less calibration effort as compared with RADAR localization systems.",none
A Secure Distributed Algorithm for Network Lifetime Maximization and Video Distortion Minimization in Wireless Multimedia Sensor Networks,https://dl.acm.org/doi/10.5555/3021385.3021403,0,tutorial,ACM,2016,"In this paper, we investigate a joint performance optimization on network lifetime and video distortion for wireless multimedia sensor network (WMSN). Considering the tradeoff between minimum video distortion and maximum network lifetime, a multi-objective cross-layer optimization framework is proposed, which not only optimizes network lifetime but also achieves optimal video quality, where the source encoding rate and link rate are jointly optimized. In addition, a secret scheme that couples secret sharing and multipath routing is developed to provide reliable security. Finally, a video distortion model, including source rate and link rate is specially studied. Decentralized algorithms are realized using a subgradient method to solve the multi-objective optimization problem. Experimental results demonstrate the optimal tradeoff performance. We also illustrated that the proposed scheme can achieve greater network lifetime and much less video distortion compared to existing distributed algorithms.",none
QoS Routing enhancement using metaheuristic approach in mobile ad-hoc network,https://dl.acm.org/doi/10.1016/j.comnet.2016.09.023,12,research-article,ACM,2016,"The Quality of Service Routing (QoSR) is always a tricky problem, due to dynamic nature of network, which is always Non-deterministic Polynomial-time (NP) hard. To resolve the problem, multi-constrained QoSR in Mobile Ad-hoc Network (MANET), an intelligent algorithm have been proposed to find the feasible path. This paper focuses on, satisfying the constraint of QoS in MANET inspiring Cuckoo Search(CS) algorithm, based on enhancing conventional CS technique using on-demand protocol. This approach select QoS path based on computation of best fitness value instead of shortest path for Route Replay (RRPLY) packet of Ad-hoc On-Demand Distance Vector (AODV) protocol. The fitness value is computed using three different parameters namely, routing load, residual energy and hop count. The algorithm is applied on AODV protocol for RRPLY, where multiple routes are available. The Cuckoo Search Optimization AODV (CSO-AODV) protocol gives better QoS routing metrics, satisfying QoS constraint. The obtained results of proposed CSO-AODV protocol are compared with, Ant Colony Optimization (ACO), Particle Swarm Optimization (PSO) and basic AODV protocol, tested for three different condition i.e. mobility, scalability and congestion. The simulation results of the proposed algorithm is superior compared to ACO, PSO, and AODV algorithms.",none
Data Congestion Control Using Offloading in IoT Network,https://dl.acm.org/doi/10.1007/s11277-022-09649-3,1,research-article,ACM,2022,"Internet of Things (IoT) is being used by a large number of applications and transmitting huge amounts of data. IPv6 routing protocol for low power and lossy networks (RPL) is being standardized for routing in IoT networks. However, it is difficult to handle such huge transmission as it is initially designed for Low power and lossy networks. In this paper, we present the mechanism for the reduction of overhead from the congested parent node by offloading its partial load. For offloading the packet, a suitable neighbor is selected based on its status of energy, buffer, link quality, number of child nodes, and distance. This approach focuses on the enhancement of RPL by including the mechanism for congestion control. The approach reduces the delay and packet loss rate while avoiding congestion in a suitable manner. The proposed approach is beneficial in terms of throughput and packet receiving ratio as compared to the comparative approaches.",none
Convergecast scheduling and cost optimization for industrial wireless sensor networks with multiple radio interfaces,https://dl.acm.org/doi/10.5555/3287990.3288051,0,article,ACM,2018,"Industrial wireless sensor networks have been widely deployed in many industrial systems. The main communication paradigm of such systems, known as convergecast, is to converge sensing data to a centralized manager. The rapid and reliable data convergecast is essential to the industrial production. Multiple radio interfaces on a network device and convergecast scheduling algorithms can effectively reduce convergecast delay. Existing works confine to the convergecast based on linear- and tree-based routing. Compared to the two routing schemes, graph routing is more reliable. Although the graph routing gains more popularity in industrial networks due to its better reliability, few works have addressed its temporality performance. On the other hand, the number of radio interfaces also impacts on the convergecast delay. In this paper, we present a holistic framework to solve how to use multiple radio interfaces to converge data. First, we propose a convergecast scheduling algorithm for industrial wireless sensor networks with multiple radio interfaces. Second, based on our proposed scheduling algorithm, we propose an optimal algorithm and a fast heuristic algorithm to minimize the number of radio interfaces under the temporality constraint of industrial production. Evaluations show that all our algorithms perform closely to the optimal solution.",none
Physical layer security for beyond 5G/6G networks: Emerging technologies and future directions,https://dl.acm.org/doi/10.1016/j.jnca.2022.103431,1,review-article,ACM,2022,"Physical layer security (PLS) has proven to be a potential solution for enhancing the security performance of future 5G networks, which promises to fulfill the demands of increasing user traffic. Preventing eavesdroppers from overhearing and stealing useful information in such high traffic environments is as challenging as eliminating them from the network. The goal of this survey is to present a comprehensive study of the latest PLS works proposed to enhance the security performance in different 5G technologies. The survey starts by first giving a detailed introduction and overview of existing surveys that explicitly or partially discuss PLS in 5G and its emerging technologies. Many researchers have presented a number of PLS schemes, using either a separate technology such as Multiple-input–multiple-output (MIMO), Millimeter Wave (mmWave), Radio frequency (RF), Non-orthogonal multiple access (NOMA), Visible light communication (VLC), etc., or a combination of two or more technologies, for securing each field of future 5G networks such as Heterogeneous networks (HetNets), Device-to-Device (D2D), Internet-of-Things (IoT), Cognitive radio network (CRN), Unmanned Aerial Network (UAV), etc. After summarizing the existing surveys, we present a detailed overview on the PLS research works performed till now in HetNets, with respect to its different underlaying technologies, as well as in other emerging 5G technologies. Then, optimization ontology is presented that discusses different security metrics used for measuring PLS performance. Different from rest of the surveys, our survey includes a comprehensive discussion regarding the proposed PLS techniques based on artificial intelligence and machine learning techniques, especially highlighting the works performed using reinforcement learning and deep learning algorithms, allowing us to understand how artificial intelligence can help to achieve better PLS. Towards the end, we discuss numerous challenges being encountered in practical implementation of PLS techniques, and propose different interesting areas that can be opted as future research direction.",none
Multiobjectives for Optimal Geographic Routing in IoT Health Care System,https://dl.acm.org/doi/10.1155/2022/7568804,0,research-article,ACM,2022,"In numerous internet of things (IoT) appliances, messages might require to be distributed to certain specified nodes or objects with the multicast transmission. “The multicast routing protocol can be divided into nongeographic based and geographic based.” As locations of device are roughly extracted by GPS devices, geographic-oriented multicast routing schemes were chosen, because it induces lesser overheads. Nevertheless, the extant geographic-oriented routing models are found to have particular disadvantages. After the advent of the IoT systems for remote healthcare, medical services can be rapidly provided to patients in rural areas. The IoT network encapsulates flexible sensors in the environment to collect environmental information. This gathered sensor information is sent to the nursing stations for timely medical assistance. The IoT network is wireless, which leads to security breaches. Therefore, there is a necessity to have a secured data transmission in the context of healthcare. Hence, this study intends to propose a novel optimal route selection model in IoT healthcare by deploying optimized ANFIS. Here, the optimal routes for medical data are selected using a new self-adaptive jellyfish search optimizer (SA-JSO) that is the enhanced edition of the extant JSO model. Accordingly, the optimal route selection for medical data is performed under the consideration of “energy, distance, delay, overhead, trust, quality of service (QoS), and security (high risk, low risk, and medium risk).” In the end, the performances of adopted work are compared and proved over other extant schemes.",none
Artificial Intelligence for Web 3.0: A Comprehensive Survey,https://dl.acm.org/doi/10.1145/3657284,0,survey,ACM,2024,"Web 3.0 is the next generation of the Internet built on decentralized technologies such as blockchain and cryptography. It is born to solve the problems faced by the previous generation of the Internet such as imbalanced distribution of interests, monopoly of platform resources, and leakage of personal privacy. In this survey, we discuss the latest development status of Web 3.0 and the application of emerging AI technologies in it. First, we investigate the current successful practices of Web 3.0 and various components in the current Web 3.0 ecosystem and thus propose the hierarchical architecture of the Web 3.0 ecosystem from the perspective of application scenarios. The architecture we proposed contains four layers: data management, value circulation, ecological governance, and application scenarios. We dive into the current state of development and the main challenges and issues present in each layer. In this context, we find that AI technology will have great potential. We first briefly introduce the role that artificial intelligence technology may play in the development of Web 3.0. Then, we conduct an in-depth analysis of the current application status of artificial intelligence technology in the four layers of Web 3.0 and provide some insights into its potential future development directions.",none
A temporal ontology guided clustering methodology with a case study on detection and tracking of artificial intelligence topics▪,https://dl.acm.org/doi/10.1016/j.eswa.2024.123279,0,research-article,ACM,2024,"Detection and tracking of topics from publicly available academic data can benefit the scientific community and other stakeholders throughout their investment and other decisions, by informing the decisions regarding the field of science, its evolution, and its dynamics. In this study, we introduce a novel temporal clustering method for topic detection, using document abstracts, keywords, and their corresponding textual representations. In this method, the temporal dimension is employed to parameterise the effect of older data on the clusters, while ontology guidance is utilised to guide their evolution. Ontology is used for both enhancing the representations, and decision-making for the evolutionary steps of split and merging of the clusters. We show the effectiveness of the representations of documents in a single time slice, before demonstrating the evolution of topics in a case study of AI-related publications. Finally, the resulting topic evolutionary map is evaluated after automatically labelling the clusters using ranked author keywords, facilitating the assessment of the topics and observing their evolution.Highlights•A temporal clustering method for topic detection and tracking of publications.•Document representation learning from abstracts and concepts via ontology matching.•Using ontology guidance for the detection of evolutionary events in topic tracking.",none
