title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Development and trends of chicken farming robots in chicken farming tasks: A review,https://dl.acm.org/doi/10.1016/j.compag.2024.108916,0,review-article,ACM,2024,"ts•Navigation and interaction technology of chicken farming robots are discussed.•Chicken farming robots for four types of poultry farming tasks are discussed.•Application challenges of robots in chicken houses and solutions are proposed.•Future research focus and development trend of chicken farming robots are proposed.AbstractChicken farming plays a crucial role in the chicken industry. As the market demand for chicken products continues to grow, chicken farming is expanding on a larger scale to meet production needs. To address the challenges posed by the increased workload and labor shortages in chicken farming, chicken farming is transitioning towards standardization, automation, and intelligence. The rapid development of mobile robot technology offers solutions for the automated and intelligent execution of tasks in various scenarios. The automated and intelligent execution of farming tasks by robots holds significant importance in terms of liberating labor, implementing standardization and stable production, ensuring animal welfare, and enhancing production efficiency. In this review, the current situation in the chicken industry and the challenges encountered in implementing automation and intelligence in chicken farming tasks have been summarized to fully illustrate the important role of robots in the automation and intelligence of chicken farming. Based on the proposed categorization that considers the generality of robot technology, we review the application of general-purpose robotic technologies in chicken farming, such as localization, mapping, path planning, control, and interaction technology. Additionally, we explore the development of task-specific robotic technologies for various chicken farming tasks, including inspection, dead chicken picking, chicken house cleaning, and floor egg picking. Some tables are used to record and summarize certain technologies. We have identified that there are still many challenges to overcome in order to achieve mature and stable operation of robots in chicken farming. These challenges include significant technology homogeneity and a lack of attention to the characteristics of scenes and objects in chicken farming environments. To ultimately achieve the goal of an intelligent unmanned chicken farming system, future research priorities and development trends have been highlighted.",none
Stochastic data acquisition for answering queries as time goes by,https://dl.acm.org/doi/10.14778/3021924.3021942,3,research-article,ACM,2016,"Data and actions are tightly coupled. On one hand, data analysis results trigger decision making and actions. On the other hand, the action of acquiring data is the very first step in the whole data processing pipeline. Data acquisition almost always has some costs, which could be either monetary costs or computing resource costs such as sensor battery power, network transfers, or I/O costs. Using out-dated data to answer queries can avoid the data acquisition costs, but there is a penalty of potentially inaccurate results. Given a sequence of incoming queries over time, we study the problem of sequential decision making on when to acquire data and when to use existing versions to answer each query. We propose two approaches to solve this problem using reinforcement learning and tailored locality-sensitive hashing. A systematic empirical study using two real-world datasets shows that our approaches are effective and efficient.",none
Copyright Protection of Music Multimedia Works Fused With Digital Audio Watermarking Algorithm,https://dl.acm.org/doi/10.4018/IJGHPC.318406,1,article,ACM,2023,"Copyright law is important in the media sector since an original creative work owner has the exclusive right to consent, publish, broadcast, and even translate or modify their work. A growing number of digital copyright issues can be found behind the widespread use of multimedia technologies. Improvements must be made right away to the copyright infringement prevention approach using digital watermarking. Zero-watermarking has lately gained popularity as one of the alternatives being considered. A novel sparse representation persistent-based digital audio watermarking algorithm (SRP-DAWA) has been presented to increase zero resilience. Using the improved singular value decomposition (iSVD) technique, an optimum over-complete dictionary can be generated from the background audio signal in the suggested method. Using the orthogonal matching pursuit (OMP) method, the sparse coefficient of a fragmented sample data is calculated, and the corresponding sparse matrix is generated.",none
Multi-antenna relay based cyber-physical systems in smart-healthcare NTNs: an explainable AI approach,https://dl.acm.org/doi/10.1007/s10586-022-03632-0,0,research-article,ACM,2022,"In a generic modern multi-antenna relay system, the incremental cooperative networks use the neighbor nodes to assist the source by sending the source message to the destination for achieving spatial diversity. Therefore, the involvement of cyber-physical Systems (CPS) in smart healthcare has proportionately improved in terms of the relaying schemes. These schemes are equally implicated to terrestrial and non-terrestrial networks. For any non-terrestrial-networks (NTN), the computational intelligence in terms of artificial intelligence (AI) plays a viral role, the work have introduced a novel paradigm of NTN applications using Explainable-artificial intelligence (X-AI) approach. Initially, we propose and analyze a new cooperative relaying scheme for the incremental multi-antenna relays system; namely, incremental multi-antenna relays cooperation with a hybrid relaying scheme (IMARC-H). The IMARC-H, either Amplify-and-forward (AF) or Decode-and-forward (DF) uses relaying scheme based on the X-AI approach. Mathematical formulations have been deducted to support an optimal relationship between signal-to-noise ratio (SNR) and neighbour nodes in the physical layer. The simulations are presented to showcase the validation of the work. The analysis of the obtained simulation results shows that the proposed scheme outperforms in minimizing Bit-Error-Rate (BER) and outage probability as compared to the existing CPS-based relaying schemes such as IMARC-AF, IMARC-DF, etc.",none
IEEE 802.15.4e,https://dl.acm.org/doi/10.1016/j.comcom.2016.05.004,24,research-article,ACM,2016,"Several studies have highlighted that the IEEE 802.15.4 standard presents a number of limitations such as low reliability, unbounded packet delays and no protection against interference/fading, that prevent its adoption in applications with stringent requirements in terms of reliability and latency. Recently, the IEEE has released the 802.15.4e amendment that introduces a number of enhancements/modifications to the MAC layer of the original standard in order to overcome such limitations. In this paper we provide a clear and structured overview of all the new 802.15.4e mechanisms. After a general introduction to the 802.15.4e standard, we describe the details of the main 802.15.4e MAC behavior modes, namely Time Slotted Channel Hopping (TSCH), Deterministic and Synchronous Multi-channel Extension (DSME), and Low Latency Deterministic Network (LLDN). For each of them, we provide a detailed description and highlight the main features and possible application domains. Also, we survey the current literature and summarize open research issues.",none
Energy efficient clustering protocol based on improved metaheuristic in wireless sensor networks,https://dl.acm.org/doi/10.1016/j.jnca.2017.01.031,19,research-article,ACM,2017,"Energy efficient clustering is a well accepted NP-hard optimization problem in Wireless sensor networks (WSNs). Diverse paradigm of Computational intelligence (CI) including Evolutionary algorithms (EAs), Reinforcement learning (RL), Artificial immune systems (AIS), and more recently, Artificial bee colony (ABC) metaheuristic have been used for energy efficient clustering in WSNs. Due to ease of use and adaptive nature, ABC arose much interest over other population-based metaheuristics for solving optimization problems in WSNs. However, its search equation, which is comparably poor at exploitation and require storage of certain control parameters, contributes to its insufficiency. Thus, we present an improved Artificial bee colony (iABC) metaheuristic with an improved solution search equation to improve its exploitation capabilities. Additionally, in order to increase the global convergence of the proposed metaheuristic, an improved population sampling technique is introduced through Studentst distribution, which require only one control parameter to compute and store, hence increase efficiency of proposed metaheuristic. The proposed metaheuristic maintain a good balance between exploration and exploitation search abilities with least memory requirements, moreover the use of first of its kind compact Studentst distribution, make it suitable for limited hardware requirements of WSNs. Further, an energy efficient clustering protocol based on iABC metaheuristic is introduced, which inherit the capabilities of the proposed metaheuristic to obtain optimal cluster heads (CHs) and improve energy efficiency in WSNs. Simulation results shows that the proposed clustering protocol outperforms other well known protocols on the basis of packet delivery, throughput, energy consumption, network lifetime and latency as performance metric.",none
Routing algorithms for wireless sensor networks using ant colony optimization,https://dl.acm.org/doi/10.5555/1927099.1927133,2,Article,ACM,2010,"Wireless Sensor Networks have become an active research topic in the last years. The routing problem is a very important part in this kind of networks that need to be considered in order to maximize the network life time. As the size of the network increases, routing becomes more complex due the amount of sensor nodes in the network. Sensor nodes in Wireless Sensor Networks are very constrained in memory capabilities, processing power and batteries. Ant Colony Optimization based routing algorithms have been proposed to solve the routing problem trying to deal with these constrains. We present a comparison of two Ant Colony-based routing algorithms, taking into account current amounts of energy consumption under different scenarios and reporting the usual metrics for routing in wireless sensor networks.",none
A packet scheduler for real-time 6LoWPAN wireless networks in manufacturing systems,https://dl.acm.org/doi/10.1007/s10845-014-0977-5,1,article,ACM,2017,"Modern manufacturing processes rely on industrial Wireless Sensor Networks (WSN) for the monitoring of parameters critical for a broad range of applications. One of the most important standards used for the implementation of industrial WSN is the IPv6 over Low power Wireless Personal Area Networks (6LoWPAN). This standard provides wireless internet connectivity, warranting interoperability with already existing infrastructures. Due to the increasing importance of the process monitoring in the manufacturing domain, it is required that the 6LoWPAN transmission control mechanisms are efficient, robust and that they guarantee real-time responses with low data losses. This paper presents a packet scheduler for real-time 6LoWPAN wireless networks in manufacturing systems that adapts wireless scheduling mechanisms and decision algorithms to the IEEE 802.15.4 beacon-enabled mode. In previous works, the scheduling algorithm does not change during the packet scheduling process. The work described in this paper proposes a new approach to the design of scheduling mechanisms by presenting a scheduling system that can adapt to the dynamic wireless traffic of industrial WSN. The system implemented manages the channel access by allocating Guaranteed Time Slots to sensor nodes according to the priority given by scheduling algorithms that are selected according to the traffic condition of the network.",none
An Improved Particle Swarm Optimization Algorithm for UAV Base Station Placement,https://dl.acm.org/doi/10.1007/s11277-023-10334-2,2,research-article,ACM,2023,"In cellular networks, a set of Base Stations (BSs) might be out of service and failed in the aftermath of natural disasters. One of the promising solutions to fix this situation is to send low altitude drones equipped with a small cellular BS (DBSs) to the target locations. This can provide cellular networks with vital communication links and make available temporary coverage for the users in unexpected circumstances. However, finding the minimum number of DBSs and their optimal locations are highly challenging issues. In this paper, a Mixed-Integer Non-Linear Programming formulation is provided, in which the DBSs’ location and the proper number of DBSs are jointly determined. An improved PSO-based algorithm is proposed to jointly optimize DBSs’ locations and find the minimum number of DBSs. As in the original PSO algorithm, the particles are randomly distributed in the initialization phase and a K-means-based clustering method is employed to generate the positions of the first-generation particles (DBSs). In addition, a custom communication protocol is presented for data exchange between the users’ equipment (UE) and the network controller. The proposed approach is evaluated through four simulation experiments implemented using Mininet-Wifi integrated with CopelliaSim. The acquired results show that the proposed solution based on the integration of PSO and K-means algorithms provides a low packet loss and latency. Moreover, it indicates that most of the users in the considered scenarios are covered by the DBSs.",none
Joint Assignment and Scheduling for Minimizing Age of Correlated Information,https://dl.acm.org/doi/10.1109/TNET.2019.2936759,6,research-article,ACM,2019,"Age of information has been recently proposed to quantify the freshness of information, e.g., in cyber-physical systems, where it is of critical importance. Motivated by wireless camera networks where multi-view image processing is required, in this paper we propose to extend the concept of age of information to capture packets carrying correlated data. We consider a system consisting of wireless camera nodes with overlapping fields of view and a set of processing nodes, and address the problem of the joint optimization of processing node assignment and camera transmission scheduling, so as to minimize the maximum peak age of information from all sources. We formulate the multi-view age minimization MVAM problem, and prove its NP-hardness under the two widely used interference models as well as with given candidate transmitting groups. We provide fundamental results including tractable cases and optimality conditions of the MVAM problem for two baseline scenarios. To solve MVAM efficiently, we develop an optimization algorithm based on a decomposition approach. Numerical results show that by employing our approach the maximum peak age is significantly reduced in comparison to a traditional centralized solution with minimum-time scheduling.",none
Energy-Efficient Compressed Sensing in Cognitive Radio Network for Telemedicine Services,https://dl.acm.org/doi/10.1155/2023/5415616,0,research-article,ACM,2023,"Wireless body area networks (WBAN) are becoming a promising solution for health care applications. WBAN allows monitoring of patients continuously in their own comfort zone. These devices use the industrial, scientific, and medical band (ISM) for communication. This band is overcrowded due to the increasing number of wireless medical devices and other wireless devices occupying this band. This causes interference, which can be damaging and could result in a change in received power. However, WBAN also needs minimum and reliable energy communication for a longer lifetime and improved quality of service. This work addresses both problems and proposes solutions for the same. A cognitive radio controller is employed as a centralized controller with dynamic spectrum allocation properties to mitigate the interference. The sensing of the spectrum is based on compressed sensing with a nonreconstruction model to save energy. To quantify interference measurement, the interference mitigation factor is introduced. Further, to increase energy efficiency, the K-means algorithm is used to cluster WBANs. However, critical emergency data and normal data are categorized as priority data and normal data, respectively, by the proposed priority scheduling algorithm. The performance of this cognitive radio-based system for telemedicine applications is analyzed through simulations. The simulations are performed using MATLAB 2019.",none
SDMA: A SDN-based Architecture of Multi-modal AUVs Network,https://dl.acm.org/doi/10.1145/3393527.3393558,1,research-article,ACM,2020,"Underwater sensor networks would reap multiple benefits by extending the principles of software-defined networking (SDN) to it, such as programmable and reconfigurable network, enhanced network management and efficiency. However, there are several challenges need to be tackled in the SDN-enabled underwater network design process, especially for underwater mobile networks. Different from the terrestrial wireless sensor networks (WSNs), it is difficult to implement reliable centralized control as underwater wireless sensor networks (UWSNs) typically operate in the harsh ocean environment via band-limited acoustic channels. To cope with the problem, in this paper, we explore hybrid solutions and try to reap advantages of both centralized and distributed control. We proposed a semi-centralized control model for multi-modal mobile autonomous underwater vehicle (AUV) networks which are equipped with multiple communication systems (e.g., optical and acoustic). We present the initial research of the network model and the intelligent control architecture, and hope to inspire more research in the SDN-based mobile multi-modal AUV networks.",none
Private key agreement and secure communication for heterogeneous sensor networks,https://dl.acm.org/doi/10.1016/j.jpdc.2010.03.009,10,article,ACM,2010,"Key management is an important building block for all security operations in sensor networks. Most existing key management schemes try to establish shared keys for all pairs of neighbor sensors; hence, a large number of keys need to be preloaded on each sensor, which necessitates a large key space for the nodes in the network. The recent trend in research is to mainly consider homogeneous sensor networks, and to a lesser degree heterogeneous sensor networks, for key management. In this paper, we propose a novel key agreement protocol which is based on pairing-based cryptography over an elliptic curve. Using this protocol, any two nodes that need to communicate can independently compute the same secret key by using pairing and identity-based encryption properties. The proposed protocol significantly reduces the key space of a node. Additionally, the security analysis of the proposed protocol shows that it is robust against a number of attacks including wormhole attack, masquerade attacks, reply attacks, and message manipulation attacks.",none
An exploration of aggregation convergecast scheduling,https://dl.acm.org/doi/10.1016/j.adhoc.2013.06.004,6,article,ACM,2013,"We consider the problem of aggregation convergecast scheduling as it applies to wireless networks. The solution to aggregation convergecast satisfies the aggregation process, expressed as precedence constraints, combined with the impact of the shared wireless medium, expressed as resource constraints. Both sets of constraints influence the routing and scheduling. We propose an aggregation tree construction suitable for aggregation convergecast that is a synthesis of a tree tailored to precedence constraints and another tree tailored to resource constraints. Additionally, we show that the scheduling component can be modeled as a mixed graph coloring problem. Specifically, the extended conflict graph is introduced, and through it, a mapping from aggregation convergecast to mixed graphs is described. In the mixed graph, arcs represent the precedence constraints and edges represent the resource constraints. The mixed graph chromatic number corresponds to the optimal schedule length. Bounds for the graph coloring are provided and a branch-and-bound strategy is subsequently developed from which we derive numerical results that allow a comparison against the current state-of-the-art heuristic.",none
A Survey on Unmanned Aerial Vehicles-Assisted Internet of Things: A Service-Oriented Classification,https://dl.acm.org/doi/10.1007/s11277-021-08294-6,4,research-article,ACM,2021,"Unmanned Aerial Vehicles (UAVs) are well-developed technologies that were first utilized for military applications such as border monitoring and reconnaissance in hostile territories. With the advancement of the Internet of Things (IoT) systems and smart mobile devices, several applications in various industrial, agricultural, smart homes, smart cities, smart transportation, etc. domains have emerged. These applications usually require broad coverage, high energy consumption, computation-intensive processing, and access to rich data gathered by sensor devices. UAVs’ inherent features such as high dynamicity, low deployment and operational costs, quick deployment, and line of sight communication have motivated researchers in the IoT domain to consider UAVs integration into IoT systems toward the notion of UAV-assisted IoT systems. In this paper, recent literature on UAV-assisted services in IoT environments is studied. A service-oriented classification is applied in order to categorize the presented schemes into four broad domains of UAV-assisted data-related services, UAV-assisted battery charging, UAV-assisted communications, and UAV-assisted Mobile Edge Computing (MEC). The literature belonging to each category is summarized with respect to their main points. Finally, some possible future directions are discussed to highlight the challenges associated with designing UAV-assisted IoT systems.",none
Multi-echelon Vehicle Routing Problem in Sensor-Cloud Architecture with Mobile Sinks,https://dl.acm.org/doi/10.1007/978-3-030-68884-4_20,0,Article,ACM,2020,"The sensor-cloud architecture rises the opportunity to overcome intrinsic shortages of wireless sensors, such as computing capacity, storage space and communication range. However, before realizing these complementary effects of cloud computing, there is a challenge of how to plan efficient routes for mobile sinks to gather distributedly sensed data to centralized computing resources on cloud, especially where practical environment limits the travelling range of mobile sinks. This paper models the route planning problem into multi-echelon vehicle routing problem, and formulates it into integer linear programming. To solve this problem, a GPU-based parallel algorithm is proposed. The experimental results verify the accuracy and efficiency of the algorithm.",none
