title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Learning-Based spectrum selection in cognitive radio ad hoc networks,https://dl.acm.org/doi/10.1007/978-3-642-13315-2_11,1,Article,ACM,2010,"Cognitive Radio Ad Hoc Networks (CRAHNs) must identify the best operational characteristics based on the local spectrum availability, reachability with other nodes, choice of spectrum, while maintaining an acceptable end-to-end performance. The distributed nature of the operation forces each node to act autonomously, and yet has a goal of optimizing the overall network performance. These unique characteristics of CRAHNs make reinforcement learning (RL) techniques an attractive choice as a tool for protocol design. In this paper, we survey the state-of-the-art in the existing RL schemes that can be applied to CRAHNs, and propose modifications from the viewpoint of routing, and link layer spectrum-aware operations. We provide a framework of applying RL techniques for joint power and spectrum allocation as an example of Q-learning. Finally, through simulation study, we demonstrate the benefits of using RL schemes in dynamic spectrum conditions.",none
State scheduling method of redundant nodes in power communication network based on least square method,https://dl.acm.org/doi/10.1504/ijaacs.2022.125418,0,research-article,ACM,2022,"In order to overcome the problem of large energy consumption in traditional scheduling methods, a state scheduling method based on least square method is proposed for redundant nodes in power communication network. This method can identify and mark redundant nodes and obtain the location information of adjacent nodes in power system environment. Using the least square method and iterative method to find the location coordinates of redundant nodes in the power communication network, building the basic power communication network model, according to the work requirements of redundant nodes in the power communication network, to achieve the scheduling of redundant nodes. The experimental results show that the average energy consumption is 0.16kj less than that of the traditional method, which has better performance of coverage quality in the monitoring process and can extend the network monitoring time in the later stage of operation.",none
Computational intelligence-based energy efficient routing protocols with QoS assurance for wireless sensor networks: a survey,https://dl.acm.org/doi/10.5555/3337655.3337665,1,article,ACM,2019,"Over the decades, Wireless Sensor Networks WSNs have reached greatest heights and started to emerge into various applications, ranging from health care to multimedia transmission. In these application domains, energy efficiency and Quality of Service QoS assurance remains a challenging issue due to dynamic network conditions and resource-constrained nature of sensor nodes. This challenging issue has received considerable research attention at the network layer, which requires efficient routing protocols to meet the application-specific requirements. Therefore, WSN researchers have turned to different Computational Intelligence CI techniques in an attempt to address various routing issues in WSN. This paper presents a systematic survey on CI techniques-based routing protocols in WSN. Moreover, a comparative analysis of reviewed protocols with their strengths and limitations is also included in the survey. Finally, this paper discusses various potential directions which guide the researcher to design efficient routing protocols by combining WSN with CI techniques.",none
SECURE and energy-efficient routing protocol based on micro-segmentation and batch authentication,https://dl.acm.org/doi/10.1016/j.comnet.2024.110293,0,research-article,ACM,2024,"An effective technique in designing routing algorithms for Wireless Sensor Networks (WSNs) is named clustering nodes, which augments the network lifespan. More tasks are performed by the Cluster Heads (CHs) of the clustered WSNs, thereby consuming more energy. Hence, a secure energy-efficient Routing Protocol (RP) centered on micro-segmentation and batch authentication is proposed here. The proposed method begins by initializing the WSN nodes. After that, a random key is engendered for every node centered on their Node ID. The nodes undergo a Micro-segmentation process; in addition, they are securely grouped utilizing the Supremum Distance based K-Prototype (SD-KP) algorithm. Now, a fog layer with a number of fog nodes is initialized; also, every single micro-segmented group is assigned with an optimal fog node. Then, by using the Quasi Deterministic Sequence-Black Widow Optimization (QDS-BWO) algorithm, the optimal fog nodes are selected. By using the Root Squared- Diffie Hellman (R2-DH) technique, a key agreement is created for each group centered on their Node IDs. By using the Bitwise Cyclic Shift –BLAKE 512 (BCS-BLAKE-512) algorithm, the created keys are converted into hashcode. Now, for the purpose of performing batch authentication, the hashcode of each group is sent to the trusted authority. Subsequent to verification, data sensing occurs. Lastly, by using the Elliptic Curve Cryptography (ECC) algorithm, the data is securely encrypted and it is transmitted via the routes selected utilizing the Learned Gradient Weight Initialization-based Geography and Energy Aware Routing (LGWI-GEAR) algorithm. The proposed framework's efficacy is proved by the experimental outcomes.",none
Dynamic mobile charger scheduling with partial charging strategy for WSNs using deep-Q-networks,https://dl.acm.org/doi/10.1007/s00521-021-06146-9,6,research-article,ACM,2021,"Wireless sensor networks are a group of spatially distributed nodes deployed to sense, gather, and transmit data to the sink for further analytics. Due to continuous operations, the battery-equipped sensor nodes (SNs) drain energy rapidly, and replacing them is a hectic task. Wireless energy transfer (WET) is evolved as a promising innovation to recharge the SNs battery wirelessly to address the challenges. A WET is embedded in a vehicle called a mobile charger (MC) and traveled in the network to recharge the SNs. However, scheduling the mobile charger over the network before a sensor node dies is challenging. In this work, we introduced a partial charging strategy to avoid the long waiting time for MC because full recharging of a single node takes a long time. The partial charging strategy preempts the current charging node and moves to the newly requested node to minimize the network’s dead nodes. However, it will increase the traveling distance. Hence, adequate charging time and MC traveling path are required. In this context, this paper proposes a deep reinforcement learning-based mobile charger scheduling strategy called dynamic partial mobile charger scheduling using deep-Q-networks (DPMCS). The proposed DPMCS learns from the environment and decides each sensor’s charging duration in an identified tour. Experimental results reveal that the proposed DPMCS outperforms well compared to the existing studies, enhance the lifetime and diminish the dead nodes count.",none
A new unequal clustering protocol with local re-clustering mechanism for wireless sensor networks,https://dl.acm.org/doi/10.1504/IJCSE.2016.076935,2,article,ACM,2016,"A new unequal clustering protocol with local re-clustering mechanism is proposed to mitigate the 'hot spot' problem and thereby prolong the network lifetime of a wireless sensor network WSN. In the setup phase, the network is partitioned into several unequal-size layers based on the minimum hop count of each node to the base station BS. Then each layer is further partitioned into several layer-dependent-size clusters by a weight-based cluster head CH competition, where candidate nodes participating in CH election are selected by the BS with a new exploration approach. In addition, we propose a local re-clustering mechanism to further mitigate the uneven energy load during the data transmission phase, that is, different layers reselect their CHs at different frequencies according to their relative distances to the BS. Furthermore, for local re-clustering, a simplified CH rotation approach is proposed to lessen the communication and computation overhead. The simulation results demonstrate that our proposed protocol is effective in prolonging the network lifetime and in balancing the energy consumption.",none
QoS-based routing in Wireless Body Area Networks: a survey and taxonomy,https://dl.acm.org/doi/10.1007/s00607-017-0575-4,8,article,ACM,2018,"Wireless Body Area Network (WBAN) constitutes a set of sensor nodes responsible for monitoring human physiological activities and actions. The increasing demand for real time applications in such networks stimulates many research activities in quality-of-service (QoS) based routing for data delivery. Designing such scheme of critical events while preserving the energy efficiency is a challenging task due to the dynamic of the network topology, severe constraints on power supply and limited in computation power and communication bandwidth. The design of QoS-based routing protocols becomes an essential part of WBANs and plays an important role in the communication stacks and has significant impact on the network performance. In this paper, we classify, survey, model and compare the most relevant and recent QoS-based routing protocols proposed in the framework of WBAN. A novel taxonomy of solutions is proposed, in which the comparison is performed with respect to relevant criteria. An analytical model is proposed in order to compare the performances of all the solutions. Furthermore, we provide a study of adaptability of the surveyed protocols related to the healthcare sector.",none
A Review on Routing in Internet of Things,https://dl.acm.org/doi/10.1007/s11277-019-06853-6,8,review-article,ACM,2020,"Recently, internet of things has drawn attention among the academicians, governments and engineers from various sectors. There are many critical issues in IoT such as security, scalability, big data analytics. Availability, interoperability, performance, mobility. This paper focus on providing optimal routing among the various networking environment such as wired wireless and sensors in the IoT. In this paper the major research issues involved in the existing routing protocols to meet the requirements of internet of things are reviewed the major issues involved in the design of a routing protocol and the different classification of routing protocols are studied. The major challenges of the internet of things, must address the problem of dynamic topology, scalability, mobility of nodes and limited bandwidth. The review covers different kinds of routing protocols such as reactive, proactive, hybrid, location aware, hybrid, multicast, multipath, Geocast, power aware and hierarchical existing geometric routing protocols have been sensibly studied which involves discussion on routing techniques, the advantages and disadvantages of the existing work area analysed in order to help the future researchers. The analysis of existing routing protocols is carried out based on shortest path, least transmission time. Finally, a research open challenge in routing which needs to be addressed by the research and academic community are discussed.",none
A time-efficient convergecast scheduling on star-linear IWSN for narrow process industries,https://dl.acm.org/doi/10.1155/2015/123062,0,article,ACM,2015,"The wireless technology is regarded as a paradigm shifter in the process industry. A star-linear industry wireless sensor network (IWSN) for narrow process industries is proposed in this paper. Based on the proposed IWSN, we focus on time-efficient convergecast solutions. We present algorithms to achieve optimal convergecast performance in terms of time slots use. In the proposed IWSN, the field devices (FDs) constitute a set of TDMA (time division multiple access) based star topology clusters, and the cluster heads present a multihop linear backbone. Time slots are scarce communication resource for convergecast in a narrow IWSN. Aiming to use slots efficiently, we design optimal algorithms to improve the polling scheduling in the cluster and the packets forwarding over the backbone. In a cluster, we design a multicycle scheduling algorithm and a fair polling algorithm to improve slots utility of the communication reliability and integrity. Over the backbone, an optimal slots allocating algorithm is designed to maximize the slots performance in terms of the end-to-end communication reliability, based on which a slot-efficient multisuperframe scheduling algorithm is presented. Performance analysis and simulations show that our solution outperforms traditional ones in terms of communication reliability and real-time.",none
Reformed timeslot allocation for data intensive clustered industrial wireless sensor networks using virtual grid structure with UWB,https://dl.acm.org/doi/10.1504/ijaip.2021.116359,0,research-article,ACM,2021,"The data intensive industrial sensor networks produce excessive communication collision and introduce significant deficits. Further, a defined, appropriate scheduling methodology for transmission is desirable for mitigating the scarcity of such networks. With this declaration, here inclined a method for allocating conflict-free timeslots for transmitting the data in clustered sensor networks securing it from collision. This is lightened by partitioning the monitoring cluster regions into equal sized virtual grids and Latin square characteristics support scheduling in individual grids on ultra-wide band. This decentralised protocol follows an AODV routing and thereby each sensor is aware of the neighbouring nodes location and accepts the inherent topology changes. Moreover, the nodes that are participating in transmission remains in active state and the others become idle, thus conserving less energy. This distributed MAC scheduling method is particularly helpful in spatial usage of the communication channel for achieving scalability and efficiency and hence performance.",none
