title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
A survey on wireless sensor network (applications and architecture),https://dl.acm.org/doi/10.1504/ijcnds.2024.137085,0,research-article,ACM,2024,"Proliferation of the wireless sensor network is due to the advancement in wireless networks, information technologies, miniaturisation of sensors as well as convergence of MEMS technology, wireless communication and digital electronics. These wireless networks interface the physical world to the computing (virtual) world. In recent years, the availability of smaller, cheaper and intelligent sensors on a large scale has motivated the deployment of sensors in various applications such as smart city, smart home, smart grid, automated vehicles, etc. The sensor plays an important role in internet of things. This survey reports current research activities, applications, characteristics, architecture and case study of WSNs. In addition to this open research issues/problems are discussed. The aim is to present a comprehensive study of the literature on several aspects of wireless sensor network such as application and architecture.",none
Software-Defined Wireless Sensor Network: A Comprehensive Survey,https://dl.acm.org/doi/10.1016/j.jnca.2023.103636,0,review-article,ACM,2023,"Software-Defined Networks (SDN), a trending networking technology, offers promising solutions to address the inherent problems of wireless networks, particularly Wireless Sensor Networks (WSN). The integration of SDN into WSN ushers in a new networking paradigm known as Software-Defined Wireless Sensor Network (SDWSN). This unification enables WSN to be programmable, configurable, multi-functional, and flexible at run-time. However, it is still in its infancy and encounters a series of challenges, including network management, energy efficiency, controller implementation, placement, and security. This article aims to investigate the state-of-the-art of SDWSN to introduce the reader to its research domains, issues, and open challenges. It first introduces the essential components and their inherent problems, along with various practical applications of SDWSN. The comprehension of SDWSN is centered on three major categories to focus on the issues connected with the controller, network, and energy, which are further classified and compared to grasp their benefits, drawbacks, impact, and importance in SDWSN. The article concludes by discussing the challenges acquired during the development of this survey and the open issues and future research directions that need to be examined in greater depth.",none
Distributed Cooperative Reinforcement Learning for Wireless Sensor Network Routing,https://dl.acm.org/doi/10.1109/WCNC51071.2022.9771591,0,research-article,ACM,2022,"In this work we examine a specific case of wireless sensor networks (WSN) we call peer-to-peer WSN where source and destination are both dynamic and each is subject to constraints of low bandwidth, limited energy storage, and limited computational resources. Peer-to-peer WSN require the consideration of data computation time as a limiting constraint on information availability unlike a standard WSN that can rely on the unconstrained sink to perform the necessary computation of the raw sensor data into usable information. To effectively manage and improve upon peer-to-peer WSN routing, and WSN routing in general, we present a deep reinforcement learning algorithm known as distributed cooperative reinforcement for routing (DCRL-R) which uses a neural network and expanded state space parameters to learn routing policies for WSN. DCRL-R also incorporates an increased action space for determining when and where to perform in-network computation of the raw sensor data. We perform tests of DCRL-R on a physical network utilizing measured node state parametric data and show its viability in future WSN applications compared to a baseline routing algorithm using shortest path decisions with no computational offloading.",none
Fuzzy clustering and optimal routing in wireless sensor network,https://dl.acm.org/doi/10.3233/JIFS-221370,0,research-article,ACM,2023,"A wireless sensor network (WSN) is a collection of numerous independent sensor nodes that can sense, process, and manipulate data. WSN is grouped into clusters for energy-efficient data collection. A clustering and aggregation technique automatically extends the lifetime of a WSN by collecting data within the cluster to the cluster head, reduces the amount of data through processing, and transmitting. WSN routing protocols are also required for completing all types of operations in a Internet of things (IOT) environment, such as sensing, controlling, and transmitting packets. In this paper, a novel Fuzzy Clustering and Optimal Routing (FCOR) method is proposed in order to lessen the energy consumption, delay, and improve network lifetime and node density. The proposed FCOR method is executed in two stages. The initial stage consists of clustering and cluster head selection using modified Fuzzy c-means algorithm (MFCM). This algorithm will efficiently cluster the nodes and select the optimal cluster head. The second phase consists of optimal routing using a normalized whale optimization algorithm (NWOA), that select the optimal route and thus improve the lifetime of the nodes. The efficiency of the proposed FCOR approach has been determined using the evaluation metrics such as energy efficiency, packet delivery, and network lifetime. The experimental results reveals that the proposed FCOR model achieves less energy consumption of 67.8%, 54.4%, 60% and 6.67% than existing FRNSEER, E-ALWO, ACI-GSO and CRSH respectively.",none
Vector Based Genetic Lavrentyev Paraboloid Network Wireless Sensor Network Lifetime Improvement,https://dl.acm.org/doi/10.1007/s11277-024-10906-w,0,research-article,ACM,2024,"In dynamic situations, limited processing power in Wireless Sensor Networks (WSN) makes it difficult to handle network lifetime and coverage. This work proposes a Genetic Lavrentyev Paraboloid Lagrange Support Vector Machine-based (GLPL-SVM) multiclass classification method to optimize WSN performance. The approach involves Genetic Lavrentyev Regularized Machine Learning-based Node Deployment for sensor node placement, Quadrant Count Event-based Data Aggregation for efficient data collection, and Paraboloid Lagrange Multiplier SVM-based Multiclass Classification for dynamic network coverage. The GLPL-SVM method is implemented in a Python simulator and compared with existing methods, demonstrating improvements in scheduling time, network lifetime, energy consumption, and classification accuracy.",none
Improved Adaptive Spiral Seagull Optimizer for Intrusion Detection and Mitigation in Wireless Sensor Network,https://dl.acm.org/doi/10.1007/s42979-024-02725-4,0,research-article,ACM,2024,"A system that leverages blockchain technology to protect network data and provide tamper-proof administration, privacy, and intrusion detection for sensor networks. This blockchain technology takes advantage of the decentralised and open nature of blockchain technology to address the issues of security risks and data privacy concerns in sensor networks. This research put out a cutting-edge method for sensor network intrusion detection and mitigation combining deep reinforcement learning (DRL) and blockchain technology. There are several stages to the suggested method for wireless sensor network intrusion detection. First, using data cleaning and transformation techniques, the datasets (NSL-KDD, CSE-CIC-IDS2018) are gathered and pre-processed. For the intrusion detection task, pertinent characteristics are chosen, including statistical features, protocol-based features, higher-order statistical features (HOS), and Pearson Correlation Based Principal Component Analysis (PC-PCA). To prevent unauthorised access, the best features are encrypted with the latest AES. Following storage in the blockchain network, the encrypted data is guaranteed for integrity, immutability, and transparency. The chosen ideal features are input to the multi-layer perceptron’s (MLP) recurrent neural network (RNN) during the intrusion detection phase. To increase detection accuracy, the weight function of the RNN is adjusted using the Adaptive Spiral Seagull Optimisation (ASSO). The blockchain network takes the appropriate steps to mitigate the attack (BAIT) if an intrusion is discovered. The A* algorithm determines the shortest path for data transmission, and the gateway node uses that path to transfer the encrypted data to the destination node. The destination node receives the encrypted data, decrypts it using the proper decryption method, and then processes it for various applications. Python is used to implement the suggested model.",none
An intelligent fault detection approach based on reinforcement learning system in wireless sensor network,https://dl.acm.org/doi/10.1007/s11227-021-04001-1,5,research-article,ACM,2022,"The Internet of Things (IoT) has developed a well-defined infrastructure due to commercializing novel technologies. IoT networks enable smart devices to compile environmental information and transmit it to demanding users through an IoT gateway. The explosive increase of IoT users and sensors causes network bottlenecks, leading to significant energy depletion in IoT devices. The wireless network is a robust, empirically significant, and IoT layer based on progressive characteristics. The development of energy-efficient routing protocols for learning purposes is critical due to environmental volatility, unpredictability, and randomness in the wireless network’s weight distribution. To achieve this critical need, learning-based routing systems are emerging as potential candidates due to their high degree of flexibility and accuracy. However, routing becomes more challenging in dynamic IoT networks due to the time-varying characteristics of link connections and access status. Hence, modern learning-based routing systems must be capable of adapting in real-time to network changes. This research presents an intelligent fault detection, energy-efficient, quality-of-service routing technique based on reinforcement learning to find the optimum route with the least amount of end-to-end latency. However, the cluster head selection is dependent on residual energy from the cluster nodes that reduce the entire network’s existence. Consequently, it extends the network’s lifetime, overcomes the data transmission’s energy usage, and improves network robustness. The experimental results indicate that network efficiency has been successfully enhanced by fault-tolerance strategies that include highly trusted computing capabilities, thus decreasing the risk of network failure.",none
A new mobile data collection and mobile charging (MDCMC) algorithm based on reinforcement learning in rechargeable wireless sensor network,https://dl.acm.org/doi/10.3233/JIFS-224473,0,research-article,ACM,2023,"Recent research emphasized the utilization of rechargeable wireless sensor networks (RWSNs) in a variety of cutting-edge fields like drones, unmanned aerial vehicle (UAV), healthcare, and defense. Previous studies have shown mobile data collection and mobile charging should be separately. In our paper, we created an novel algorithm for mobile data collection and mobile charging (MDCMC) that can collect data as well as achieves higher charging efficiency rate based upon reinforcement learning in RWSN. In first phase of algorithm, reinforcement learning technique used to create clusters among sensor nodes, whereas, in second phase of algorithm, mobile van is used to visit cluster heads to collect data along with mobile charging. The path of mobile van is based upon the request received from cluster heads. Lastly, we made the comparison of our proposed new MDCMC algorithm with the well-known existing algorithms RLLO [32] & RL-CRC [33]. Finally, we found that, the proposed algorithm (MDCMC) is effectively better collecting data as well as charging cluster heads.",none
Secure and Energy Efficient Routing in Wireless Sensor Network using Machine Learning,https://dl.acm.org/doi/10.1145/3549206.3549299,2,research-article,ACM,2022,"Security and energy efficiency are significant issues in Wireless Sensor Network (WSN). It is a critical task to provide reliability during data transmission in routing. Due to the presence of routing attacks in the network layer, security of the network degrades. A secured and energy-efficient path is necessary to transmit information from the source node to the destination node. It motivates the authors to propose a novel solution that improve the performance of the network This paper is mainly emphasizing an energy-efficient and secure routing mechanism. An optimum cluster head helps to save energy in multi-hop communication. The selection of cluster head depends on the trust factor evaluated through machine learning. The decision tree algorithm is applied to the input variables such as degree of mobility, vulnerability index, residual battery energy and node's distance from cluster centroid. Class acts as a target variable which helps to determine the optimal cluster head. This efficient cluster head determines the shortest path across the network. Security of routing path is enhanced through intrusion detection and removal mechanism. Node mobility mechanism is used for the removal of the malicious node.",none
Distributed Communication Protocol in Wireless Sensor Network Based on Internet of Things Technology,https://dl.acm.org/doi/10.1007/s11277-021-09203-7,0,research-article,ACM,2022,"In order to increase the understanding of the development of wireless sensor networks in the Internet of Things environment, and whether the distributed space–time coding in cooperative communication technology can solve the influence of wireless sensor network nodes, this article discusses the distributed communication methods of wireless sensor networks in the Internet of Things environment were studied. In the method section, this article presents the relevant theoretical knowledge of the Internet of Things technology to the readers, and describes the wireless sensor network and distributed communication methods in detail. Finally, the simulation experiment of the wireless sensor network is successfully completed, analyzes the problems existing in the application of various frameworks, and combines the ideas of the existing automated test frameworks. A better method of integrated automated testing framework is presented. In view of the reusability of test drivers and the automatic generation of test results, the workload for testing is greatly reduced, and the setup and configuration of test environment are reduced. In the integration test phase, only one-time configuration of the framework is required, and only a few modifications are required for subsequent changes. The overall test efficiency has been significantly improved.",none
