title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Corona based node distribution scheme targeting energy balancing in wireless sensor networks for the sensors having limited sensing range,https://dl.acm.org/doi/10.1007/s11276-018-1834-9,4,research-article,ACM,2020,"Wireless sensor networks are equipped with sensor nodes having limited battery as energy source. These sensor nodes have to maintain the desirable coverage of the network to ensure the periodical communication of the sensed data to the base station. Therefore, lifetime of sensor nodes and the energy efficient network coverage are the two major issues that needs to be addressed. Effective placement of wireless sensor nodes is of paramount importance as the lifetime of the network depends upon it. In this work, a corona based energy balanced node deployment scheme for sensors with a limited sensing range is proposed in which the nodes are distributed in accordance with a probability density function (PDF). Optimal number of nodes in each corona is determined using the proposed PDF. Performance of the scheme is evaluated in terms of coverage, energy balance and network lifetime through simulation. The intrinsic characteristic of the proposed PDF has been derived. It is noticed that the node distribution through the proposed scheme not only provides better coverage in each layer but also minimizes both the energy-hole and the coverage-hole problems in the deployment field while maintaining longevity of the sensor network.",none
"Routing Protocols in Wireless Body Area Networks: Architecture, Challenges, and Classification",https://dl.acm.org/doi/10.1155/2023/9229297,2,review-article,ACM,2023,"The wireless body area network (WBAN) is a branch of the wireless sensor network (WSN) intended for tracking essential patients’ physiological signals and transferring this knowledge to the coordinator. During the routing of data, WBANs encounter critical routing problems like WSNs. Moreover, the particular constraints of WBANs make it more challenging that they need to be addressed. This survey article categorizes and briefly analyzes a range of current routing methods utilized in WBANs. The routing protocol is essential to the creation of any efficient and reliable wireless body area network due to a limited size of battery in the body sensor nodes. A comparison study of numerous routing protocols has been made in this paper, which is helpful in selecting the optimal routing protocol for the application being targeted. The article describes the WBAN architecture and addresses numerous challenges in the context of successful WBAN routing. In this paper, several existing WBAN routing methods are presented which are influenced by network structure, energy, quality of service (QoS), node temperature, human position, node transmission range, and other factors. The protocols, including cross-layered, cluster-based, QoS-aware, postural movement-based, temperature-aware, postural movement-based, and routing protocols, are given in an expressive taxonomy. Different routing protocols that have already been developed for WBANs are compared with more advanced protocols. The pros and cons of each protocol are looked at based on factors like delay, packet delivery ratio, and energy use. The researchers can utilize this survey paper as a reference for studying various routing protocols particularly in the medical and healthcare systems.",none
DBlock-RLB: An energy efficient framework for intelligent routing and trading based load balancing in SDWSN environment,https://dl.acm.org/doi/10.1016/j.adhoc.2024.103475,0,research-article,ACM,2024,"Wireless Sensor Networks (WSNs) is an emerging field that enables them to work in complex scenarios with enough flexibility. The WSN systems are improved in terms of network flexibility by integrating Software Defined Network (SDN) to obtain SDWSN environment. However, security and energy efficiency are the major issues in the SDWSN environment which leads to low network lifetime. To resolve the existing issues, we proposed DAG-based BLOCKchain-Routing and Load Balancing Model (DBLOCK-RLB). The proposed approach performs routing and load balancing in the SDWSN environment in an energy efficient manner with high security. The SDWSN environment is composed of four major planes as data plane, switch plane, control plane, and application plane. The sensor nodes in the data plane are authenticated priory to ensure legitimacy and reduce unwanted network traffics by adopting Camellia Encryption Algorithm (CAE) which provides secret key to the user by considering several metrics. The authenticated sensor nodes are clustered to reduce energy consumption using Adaptive Threshold based Network Partitioning in which the circular SDWSN environment is split into equal parts and optimal Cluster Head selection is done by considering clustering metrics. From the clustered network, the CH is responsible for intelligent routing. For intelligent routing, we utilize Dual Agent-Twin Delayed Deep Deterministic Policy Gradient (DA-TD3) in which one agent for optimal forwarder selection and another agent for optimal route selection. After routing, the load balancing is done to reduce the network overhead and scalability issues. The proposed work performs trading based load balancing by utilizing Stackelberg Game Model in which all the local controllers are considered as followers and global controller is considered as leaders. All the transactions are stored in the DAG blockchain to reduce the scalability and Proof-of Authentication (PoAH) used to verify the transactions. The proposed work is simulated using NS-3.26 simulation tool and compared with several existing works by validation metrics like throughput at 2.55(mbps), latency at 27.1(ms), packet delivery ratio at 91.5(%), network Lifetime at 546.5(s), and energy consumption at 14.5 (J). The results show that the proposed work outperforms better than the existing works.",none
Beacon scheduling for broadcast and convergecast in ZigBee wireless sensor networks,https://dl.acm.org/doi/10.1016/j.comcom.2013.10.009,6,article,ACM,2014,"Broadcast and convergecast are two fundamental operations which often happen simultaneously in a wireless sensor network. Previous works have addressed energy-efficient, low-latency scheduling but they only try to optimize the traffic in one direction (broadcast or convergecast). This work defines a low-latency two-way beacon scheduling (LTBS) problem for ZigBee tree-based networks, where beacons stand for timing for nodes to deliver broadcast and convergecast traffics. We formulate the problem as a slot assignment problem where each node needs to obtain slots for upstream and downstream transmissions while avoiding interferences. We propose two efficient slot assignment algorithms based on the concept of sequencing nodes' slots to facilitate two-way traffics. We show the advantages of these schemes through extensive simulations. The results indicate that these two slot assignment algorithms can indeed achieve low-latency in ZigBee networks.",none
Q-learning based routing for in-network aggregation in wireless sensor networks,https://dl.acm.org/doi/10.1007/s11276-021-02564-8,1,research-article,ACM,2021,"In-network data aggregation is an inherent paradigm that extends the lifetime of resource-constrained wireless sensor networks (WSNs). By aggregating sensor data at intermediate nodes, it eliminates data redundancy, minimizes the number of transmissions and saves energy. A key component of in-network data aggregation is the design of an optimal routing structure. However, when the monitoring environment is highly dynamic, the conventional in-network aggregation routing algorithms lead to unnecessary redesign, high overhead and inferior performance, and make in-network aggregation a challenging task. This paper proposes a novel adaptive routing algorithm for in-network aggregation (RINA) in wireless sensor networks. The proposed approach employs a reinforcement learning method called Q-learning to build a routing tree based on minimal information such as residual energy, distance between nodes and link strength. In addition, it finds the aggregation points in the routing structure to maximize the number of overlapping routes in order to increase the aggregation ratio. Theoretical analysis proves the feasibility of the proposed approach. Simulation results show that the aggregation tree constructed by RINA increases the network lifetime by achieving optimum data aggregation and outperform other state-of-the-art approaches in terms of different significant features under different simulation scenarios.",none
Machine Learning in Wireless Sensor Networks,https://dl.acm.org/doi/10.1007/s11277-024-11413-8,0,research-article,ACM,2024,"Wireless sensor networks (WSNs) are the future of networking. They represent one of the best technologies for automation due to their characteristics, such as cost-effectiveness and wireless nature. However, WSNs require explicit programming to perform certain tasks, lacking adaptability. To address this limitation, machine learning (ML) can be highly beneficial as it grants networks the ability to make decisions automatically. This capability can refine the accuracy and efficiency of WSNs. This paper aims to provide a detailed classification of machine learning algorithms, discussing various problems of traditional wireless sensor networks and the solutions that machine learning can offer. It also includes a brief discussion of problems associated with machine learning in WSNs. This review paper is written with the hope of being useful for researchers in a future era where the amalgamation of WSNs and machine learning algorithms will influence many aspects of human life.",none
Data Dissemination Framework for Optimizing Overhead in IoT-Enabled Systems Using Tabu-RPL,https://dl.acm.org/doi/10.1007/s42979-024-02694-8,0,research-article,ACM,2024,"The IoT devices vary in terms of processing power, storage capacity, memory, and energy capabilities. These device heterogeneities pose unique challenges for efficient data dissemination. The authors propose a data dissemination framework designed to address IoT system challenges. The framework focuses on reducing network congestion and traffic, minimising data transmission, improving overall system performance, and alleviating the burden on IoT devices with limited resources. The RPL protocol dealt with the constraints of low-power, lossy networks and objective function influences the behaviour of routing protocols. The RPL objective functions are not based on different criteria and affect the network quality of the services. Furthermore, the framework incorporates Tabu Search Routing (TSR), an adaptive routing algorithm that dynamically adjusts data dissemination paths based on network conditions and device capabilities. The algorithm adapts to network topology and traffic load changes to optimise the routing of data packets. The TSR algorithm aims to find efficient paths for data dissemination by exploring search space and evaluating various routing options. Tabu-RPL objective function is simulated cooja-3.0 simulator for a large-scale IoT network to achieve a 30% reduction of network overhead, 20% less energy consumption, 25% more packet delivery ratio, and 20% reduction of end-to-end delay compared to EPC-RPL, Enhancement of RPL and EEOPS-RPL and finally achieve the quality of services of the network.",none
Optimisation of wireless sensor networks using supervision information,https://dl.acm.org/doi/10.1504/ijsnet.2021.117963,0,research-article,ACM,2021,"Energy saving in wireless sensor networks (WSNs) is a critical problem for diversity of applications. In many scenarios using WSNs, we have incomplete and imperfect prior knowledge about the problem, if this knowledge can be incorporated into the problem-solving process, our performance can be improved. The main goal of this paper is to demonstrate the positive effect of supervision information, i.e., information such as our prior knowledge about the problem domain, on the performance of machine learning in WSNs. To achieve this goal, the routing problem in WSNs is solved with and without supervision information. First, the problem is solved using a very simple routing method, 'Gossiping'. Next, a reinforcement learning-based technique is used to find the most energy-efficient routes. Our methods are analysed theoretically and tested using a simulation. The results are highly promising and show that the utilisation of supervision information can reduce energy consumption by nearly 60%.",none
Research on Optimization Strategy Based on Improved DDPG Algorithm in WSN,https://dl.acm.org/doi/10.1145/3408127.3408181,2,research-article,ACM,2020,"Deep Deterministic Policy Gradient (DDPG) is a combination of Actor-Critic and DQN algorithms. It is one of the most classic algorithms in deep-strong chemistry and can be applied to wireless sensor networks (WSN). Aiming at the problems of low training efficiency, slow convergence rate and large synchronization error caused by the lack of tactical action filtering caused by DDPG, a DDPG algorithm based on weighted information entropy is proposed. The algorithm assigns weights to the training data in advance, trains the data according to the weight ratio, and integrates the results through neural networks. The experimental results show that compared with the DQN algorithm and the DDPG algorithm, the WIE-DDPG algorithm has significantly improved training efficiency and convergence speed, and the synchronization error is significantly reduced.",none
From Rateless to Distanceless: Enabling Sparse Sensor Network Deployment in Large Areas,https://dl.acm.org/doi/10.1109/TNET.2015.2476349,13,research-article,ACM,2016,"This paper presents a distanceless networking approach for wireless sensor networks sparsely deployed in large areas. By leveraging rateless codes, we provide distanceless transmission to expand the communication range of sensor motes and fully exploit network diversity. We address a variety of practical challenges to accommodate rateless coding on resource-constrained sensor motes and devise a communication protocol to efficiently coordinate the distanceless link transmissions. We propose a new metric expected distanceless transmission time for routing selection and further adapt the distanceless transmissions to low duty-cycled sensor networks. We implement the proposed scheme in TinyOS on the TinyNode platform and deploy the sensor network in a real-world project, in which 12 wind measurement sensors are installed around a large urban reservoir of 2.5 × 3.0 km 2 to monitor the field wind distribution. Extensive experiments show that our proposed scheme significantly outperforms the state-of-the-art approaches for data collection in sparse sensor networks.",none
