title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Multi-strategy enhanced grey wolf algorithm for obstacle-aware WSNs coverage optimization,https://dl.acm.org/doi/10.1016/j.adhoc.2023.103308,0,research-article,ACM,2024,"Moving sensor nodes can mitigate the coverage problem of random deployment in wireless sensor networks. However, the movement of nodes affects the lifetime and integrity of the network. Therefore, both energy saving and efficient coverage are crucial factors. In this paper, we propose an energy-efficient coverage optimization technique with the help of the multi-Strategy grey wolf optimization (MSGWO) algorithm. This method can reduce energy consumption and improve coverage area by mixing higher-order multinomial sensing models and a sort-driven hybrid opposition-based learning. In addition, node movement and boundary strategies are proposed to help nodes jump out of obstacles when facing obstacle-aware deployments. The MSGWO is validated and compared on several classical test functions, and the results show that the MSGWO performs well. The MSGWO algorithm is applied to optimize the WSN coverage on different obstacle scenarios, the experimental results show that the algorithm helps to increase the network coverage from 84 % to 97.86 %, extends the network lifecycle by 50 %, reduces the cost of node deployment, and the network has good connectivity and scalability.",none
Hybridization of the LEACH Protocol with Penalized Fuzzy C-Means PFCM and Self-Organization Map SOM Algorithms for Decreasing Energy in Wireless Sensor Networks,https://dl.acm.org/doi/10.5555/2903913.2903916,2,article,ACM,2014,"Wireless Sensor Networks WSNs consist of many sensor nodes, which are used for capturing the essential data from the environment and sending it to the Base Station BS. Most of the research has been focused on energy challenges in WSN. There are many notable studies on minimization of energy consumption during the process of sensing the important data from the environment where nodes are deployed. Clustering-based routing protocols are an energy-efficient protocols that improve the lifetime of a wireless sensor network. The objective of the clustering is to decrease the total transmission power by aggregating into a single path for prolonging the network lifetime. However, the problem of unbalanced energy consumption exists in some cluster nodes in the WSNs. In this paper, a hybrid algorithm is proposed for clustering and cluster head CH election. The proposed routing protocol hybridized Penalized Fuzzy C-Means PFCM and Self Organization Map SOM algorithms with LEACH protocol for the optimum numbers of the CHs and the location of them. Simulation results reveal that the proposed algorithm outperforms other existing protocols in terms of network life, number of dead sensor nodes, energy consumption of the network and convergence rate of the algorithm in comparison to the LEACH algorithm.",none
Accident aware localization mechanism for wireless sensor networks,https://dl.acm.org/doi/10.1016/j.jpdc.2014.05.006,0,article,ACM,2014,"Accurate location information is important for event reporting, coverage estimation, and location-aware routing in a Wireless Sensor Network (WSN). Recently, a number of range-free localization schemes have been proposed to provide each static sensor with location information, which is represented by a rectangular region. However, most WSN applications are applied in outdoor environments where the sensors' location regions could be incorrect due to sudden accidents. This paper proposes an Active Location Correction Protocol, called ALCP, for detecting and correcting the occurrence of location error based on the bounding box technology. Performance study reveals that applying the ALCP to improve the location accuracies can enhance the performance of the well-known GPSR routing in terms of routing length, sensing coverage, and packet arrival rate.",none
"Prominent unicast routing protocols for Mobile Ad hoc Networks: Criterion, classification, and key attributes",https://dl.acm.org/doi/10.1016/j.adhoc.2019.03.001,7,research-article,ACM,2019,"Mobile Ad hoc Networks are decentralized networks in which participating nodes are mobile, small form-factor, equipped with the wireless interface, and have forwarding capabilities. These self-organized networks extend limited wireless range by the provision of multi-hop arrangements on the fly without any central administrator. In order to facilitate communication in a dynamic multi-hop wireless environment, routing protocols are essential to discover routes between nodes that are arbitrarily located and can move dynamically. Routing protocols are intended to discover the correct and efficient route in a timely manner so that information could be delivered to the desired destination node. Routing protocols are the backbone of the Mobile Ad hoc Networks and are challenging to design. Several works have been proposed on routing, and systematic representation of these proposals is desirable. In this paper, we provide a survey of the wide range of routing proposals in the last twenty years for the mobile ad hoc network. We device many categories and classification criteria untouched in most of the surveys. This survey paper gives a key overview of the protocols, also classifies and arranges the routing protocols for logical illustration. Protocol classification in the paper assists to systematically access a large set of protocols and highlights the research trends in the domain.",none
Optimized Localization Learning Algorithm for Indoor and Outdoor Localization System in WSNs,https://dl.acm.org/doi/10.1007/s11277-023-10304-8,2,research-article,ACM,2023,"The localization problem in wireless sensor networks (WSN) has recently received justifiable interest from researchers. Various optimization/learning algorithms are used to determine the accurate node localization. The main aim of this paper is to develop a novel Optimized Localization Learning Algorithm (OLLA) and analyze it with well-noticed localization-based learning algorithms, namely Approximate Point in Triangle (APIT), Localization Algorithm using Expected hop Progress (LAEP), Randomized Approximate Nearest Neighbors (RANN) and Standard-based Particle Swarm Optimization (SPSO). The performance is investigated based on indoor and outdoor scenarios, on specific parameters: absolute localization error, relative localization error, root mean square error, and probability distribution on various anchor nodes. Simulation results show that the proposed learning algorithm OLLA performs well in both scenarios. Besides this, numerous localization-based learning algorithms are discussed, and comparative analyses of well-known learning algorithms with merits and limitations are also presented.",none
Dimensioning payload size for fast retransmission of MQTT packets in the wake of network disconnections,https://dl.acm.org/doi/10.1186/s13638-023-02327-3,0,research-article,ACM,2024,"The Internet of Things (IoT) is spreading rapidly around the world, and Message Queue Telemetry Transport (MQTT) is one of the main protocols used to explore device-to-device (D2D) communication. The industry typically requires communication systems that can transmit data continuously while optimizing both bandwidth and transmission time. Due to the vast amount of data that can be lost, companies often find that even short periods of network downtime lead to significant costs. In this paper, we propose a retransmission mechanism to allow sensor nodes to relay missing data via MQTT to a local server when it reconnects after an unexpected disconnection. To assess its performance, several tests in a digital healthcare use case scenario have been designed. Since the procedure involves transferring a considerable amount of data, our main goal is to determine the maximum payload of each message to restore the missing information, while minimizing the retransmission time without information loss.",none
Artificial Intelligence for Wireless Networks,https://dl.acm.org/doi/10.1016/j.adhoc.2022.102911,0,editorial,ACM,2023,No abstract available.,none
Random Neural Networks with Hierarchical Committees for Improved Routing in Wireless Mesh Networks with Interference,https://dl.acm.org/doi/10.1007/s42979-019-0038-4,0,research-article,ACM,2019,"We propose a hierarchical (nested) variant of a recurrent random neural network (RNN) with reinforced learning, introduced by Gelenbe. Each neuron (committee) in a top-level RNN represents a different bottom-level RNN (or sub-committee). The bottom-level RNNs choose the best routing and the top-level RNN chooses the currently best bottom-level RNN. Each of the bottom RNNs is trained in a different way. When they differ in their choice of the best path, several cognitive packets are routed according to the different decisions. In that case, a respective ACK packet trains individual bottom RNNs and not all bottom RNNs at once. An example presents an optimisation of a real-time routing in a dense mesh network of wireless sensors relaying small metering messages between each other, until the messages reach a common gateway. The network is experiencing a periodic electromagnetic interference. The hierarchical variant causes a small increase in the number of smart packets but allows a considerably better routing quality.",none
Optimal Broadcast Scheduling Algorithm for a Multi-AUV Acoustic Communication Network,https://dl.acm.org/doi/10.1109/TNET.2022.3232956,0,research-article,ACM,2023,"In systems of multiple autonomous underwater vehicles (AUVs), to achieve cooperative operation and cluster intelligence, information is often disseminated via broadcasting. However, due to the long propagation delay and slow transmission rate of underwater acoustic communication, traditional broadcast scheduling algorithms require a long broadcast period to avoid signal collision. To improve the channel utilization rate as much as possible and improve the update rate for broadcast information, we propose an optimal broadcast scheduling algorithm. This algorithm uses the location information of AUVs to adjust the broadcast sequence and broadcast schedule, to achieve the shortest possible collision-free broadcast period in the broadcast network for the current node distribution. Simulation experiments show that this algorithm can achieve a broadcast period much shorter than that of traditional TDMA and higher channel utilization without signal collision. In addition, the simulations prove the feasibility of applying the algorithm in an actual MAC protocol.",none
Enhanced mobility aware routing protocol for Low Power and Lossy Networks,https://dl.acm.org/doi/10.1007/s11276-017-1619-6,4,article,ACM,2019,"Due to the technological advancement in Low Power and Lossy Networks (LLNs), sensor node mobility becomes a basic requirement for many extensive applications. Routing protocol designed for LLNs must ensure real-time data transmission with minimum power consumption. However, the existing mobility support protocols cannot work efficiently in LLNs as they are unable to adapt to the change in the network topology quickly. Therefore, we propose an Enhanced Routing Protocol for LLNs (ERPL), which updates the Preferred Parent (PP) of the Mobile Node (MN) quickly whenever the MN moves away from the already selected PP. Further, a new objective function that takes the mobility of the node into an account while selecting a PP is proposed. Performance of the ERPL has been evaluated with the varying system and traffic parameters under different topologies similar to most of the real-life networks. The simulation results showed that the proposed ERPL reduced the power consumption, packet overhead, latency and increased the packet delivery ratio as compared to other existing works.",none
QLEC: A Machine-Learning-Based Energy-Efficient Clustering Algorithm to Prolong Network Lifespan for IoT in High-Dimensional Space,https://dl.acm.org/doi/10.1145/3337821.3337926,5,research-article,ACM,2019,"With the emergence of Internet of Things (IoT), many battery-operated sensors are deployed in different applications to collect, process, and analyze useful information. In these applications, sensors are often grouped into different clusters to support higher scalability and better data aggregation. Clustering based on energy distribution among nodes can reduce energy consumption and prolong the network lifespan. In our paper, we propose a machine-learning-based energy-efficient clustering algorithm named QLEC to select cluster heads in high-dimensional space and help non-cluster-head nodes route packets. QLEC first selects cluster heads based on their residual energy through successive rounds. Besides, we prove the optimal cluster number in a high-dimensional wireless network and adopt it in our QLEC algorithm. Furthermore, Q-learning method is utilized to maximize residual energy of the network while routing packets from sensors to the base station (BS). The energy-efficient clustering problem in high dimensional space can be formed as an NP-Complete problem and QLEC is proved to solve it in the running time O(kX), where k is the cluster number and X is the number of updates Q-learning needs to converge. Extensive simulations and experiments based on a large-scale dataset show that the proposed scheme outperforms a newly proposed FCM-based algorithm and k-means clustering in terms of network lifespan, packet delivery rate, and transmission latency. To the best of our knowledge, this is the first work adopting Q-learning method in clustering problems in high-dimensional space.",none
Energy-aware probing period dimensioning algorithms for mobile WSN-HEAP,https://dl.acm.org/doi/10.1504/IJSNET.2016.079175,0,article,ACM,2016,"This paper presents two approaches for energy management in the context of mobile sensor networks. Such networks are characterised by well-studied energy consumption models where the discovery procedure a.k.a. 'probing phase' of a majority of transmission protocols is extremely expensive, as compared to other network operations. Optimising the probing phase is, therefore, of high importance in order to maximise the network's lifetime. We propose PPM-BM and PPM-EML, two probing period modulation methods. On the first hand, PPM-BM is based on the residual energy of the node. On the other hand, PPM-EML is based on the estimation of the geolocalised encounting probabilities learning of nodes of the network. Experimental results show that PPM-BM and PPMEML enable the overall WSN to efficiently lower its energy consumption and consequently increase its sustainability. Moreover, the delay and deliverability loss due to our probing period modulation algorithms remain negligible for all the routing protocol we studied.",none
