title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
QSec-RPL: Detection of version number attacks in RPL based mobile IoT using Q-Learning,https://dl.acm.org/doi/10.1016/j.adhoc.2023.103118,2,research-article,ACM,2023,"Internet of Things (IoT) has revolutionized the networking by connecting the real world entities to the Internet. IoT connects the communication devices and has an incredible impact on perspective analytics on the massive volume of data produced every day. An attacker may exploit vulnerabilities of IoT entities and compromise users’ security and privacy. Development of solutions to address security and privacy issues of IoT is in premature stage and considered as challenge. This challenge becomes more critical when the devices in the network are resource-constrained in terms of energy, processing and memory. The IPv6 over Low-Power Wireless Personal Area Networks (6LoWPAN) has emerged in recent years as an adaptation layer to carry IPv6 packets over IEEE 802 . 15 . 4. Many IoT applications use Routing Protocol for Low Power and Lossy Networks (RPL) as a network layer protocol developed for routing in 6LoWPAN. Security is challenging in resource constrained environment where encryption may not be a viable solution. Version number attack is one of the most common network layer attacks against RPL based 6LoWPAN. The RPL specification does not address the integrity of the version number and therefore leaves version number mechanism as a weak point in terms of security. This paper investigates the impact of version number attack in RPL networks while considering mobility of the sensor nodes. We propose a solution that utilizes Q-Learning strategy to detect the malicious nodes that are performing version number attack. The proposed approach detects malicious nodes with reasonable accuracy while imposing significantly less overhead on the nodes of low power and lossy networks. There are other approaches too like Message Authentication Codes (MAC) based on symmetric keys but these techniques have memory and communication overhead. So we propose different approach Q-Learning to detect the attacker nodes.Highlights•Attacks in RPL based IoT. Why version number attack?•Detection of version number attack in RPL based IoT using Q-Learning.•Performance evaluation using different metrics like Packet Delivery Ratio, Average End-to-End Delay, Power Consumption.",none
A survey of energy efficient methods for UAV communication,https://dl.acm.org/doi/10.1016/j.vehcom.2023.100594,4,review-article,ACM,2023,"Unmanned aerial vehicles (UAVs) are characterized by high flexibility and low deployment costs. Therefore, UAVs, in recent years, have been widely used in all walks of life, such as logistics services, search and rescue, agriculture and mining. These applications are highly dependent on UAV communication technology. However, the UAVs currently in use are still powered by low-power batteries, which greatly limits the operational life of UAVs, resulting in varying degrees of communication interruptions and cost increases. Therefore, improving the energy efficiency (EE) of UAV communication has become a key problem that needs to be urgently solved. This article gives a comprehensive review of methods to improve the EE of UAVs through UAV trajectory planning and deployment, resource allocation and management, energy saving communication protocol design and UAV energy harvesting (EH) and transfer. Additionally, this paper engages with related research to put forward some promising research directions.",none
A congestion control framework for delay- and disruption tolerant networks,https://dl.acm.org/doi/10.1016/j.adhoc.2019.101880,1,research-article,ACM,2019,"Delay and Disruption Tolerant Networks (DTNs) are networks that experience frequent and long-lived connectivity disruptions. Unlike traditional networks, such as TCP/IP Internet, DTNs are often subject to high latency caused by very long propagation delays (e.g., interplanetary communication) and/or intermittent connectivity. In DTNs there is no guarantee of end-to-end connectivity between source and destination. Such distinct features pose a number of technical challenges in designing core network functions such as routing and congestion control mechanisms. Detecting and dealing with congestion in DTNs is an important problem since congestion can significantly deteriorate DTN performance. Most existing DTN congestion control mechanisms have been designed for a specific DTN application domain and have been shown to exhibit inadequate performance when used in different DTN scenarios and conditions.In this paper, we introduce Smart-DTN-CC, a novel DTN congestion control framework that adjusts its operation automatically based on the dynamics of the underlying network and its nodes. Smart-DTN-CC is an adaptive and distributed congestion aware framework that mitigates congestion using reinforcement learning, a machine learning technique known to be well suited to problems where: (1) the environment, in this case the network, plays a crucial role; and (2) yet, no prior knowledge about the target environment can be assumed, i.e., the only way to acquire information about the environment is to interact with it through continuous online learning.Smart-DTN-CC nodes receive input from the environment (e.g., buffer occupancy, neighborhood membership, etc), and, based on that information, choose an action to take from a set of possible actions. Depending on the selected action’s effectiveness in controlling congestion, a reward will be given. Smart-DTN-CC’s goal is to maximize the overall reward which translates to minimizing congestion. To our knowledge, Smart-DTN-CC is the first DTN congestion control framework that has the ability to automatically and continuously adapt to the dynamics of the target environment. As demonstrated by our experimental evaluation, Smart-DTN-CC is able to consistently outperform existing DTN congestion control mechanisms under a wide range of network conditions and characteristics.",none
An effective approach for reducing data redundancy in multi-agent system communication,https://dl.acm.org/doi/10.3233/MGS-230089,0,research-article,ACM,2024,"The redundancy of the data is an active research topic. While an agent works in a multi-agent system, the number of messages between them increases. This is due to the fact that the functionalities data depends on other agents in terms of functional requirements. Typically, only one agent in a multi-agent system is responsible for accessing a database instead of replicating the database on each agent. A database is stored on multiple agents rather than a single agent to avoid a single point of failure. In this approach, the system has a higher load because one agent is responsible for all agent queries and must send duplicate messages to multiple agents, resulting in redundant data. In this research, we present Multi-Agent System for Commodity Data (MASCD) framework, the multi-agent system based communication using the distributed hash system, to reduce data redundancy in multi-agent system communication. Our anticipated method demonstrated how we divided the database names and efficiently distributed data to each agent. The database splitting is based on manufacturer names or product names. We utilize a table based on prime numbers. Through the hash function, we ascertain the index of the agent granted access to the relevant data. Each agent is accountable for its data. We use a Distributed Hash Table for efficient querying that stores data as key-value pairs. Each agent maintains a Finger Table containing the next and previous nodes for agent communication purposes. Using FIPA messages, we demonstrated how an agent could interact optimally. In conclusion, we illustrate the application of the proposed approach through a case study of mobile phones and university information systems.",none
Inspecting VANET with Various Critical Aspects – A Systematic Review,https://dl.acm.org/doi/10.1016/j.adhoc.2023.103281,2,article,ACM,2023,"Due to its strategic significance in the area of smart transportation to facilitate Vehicle-to-Vehicle (V2V) and Vehicle-to-Infrastructure (V2I) communication, Vehicular Ad Hoc Networks (VANETs) have grown very popular in recent years. The rapid increase in the number of vehicles on the road has also led to the development of heterogeneous, large-scale, and highly dynamic VANETs, which introduce difficulty to fulfill the stringent requirements, which include low latency, high mobility, top security, and massive connectivity of the 5G network. Research works in VANETs mainly focus on message transmission within strict delay requirements based on different applications, data privacy and security. In this respect, a number of studies have been carried out by the researchers that propose models and solutions linked to the enhancement of VANET from several aspects, including applications, Quality of Service (QoS), security, physical layer fading, Artificial Intelligence (AI) techniques, Medium Access Control (MAC), and routing protocols. These factors serve as the driving force for this study's thorough examination of VANETs, which includes information on specific applications, QoS, channel fading, MAC protocols, channel access mechanisms, routing protocols, security, and difficulties. None of the surveys in existence today address all critical aspects of VANET in a single survey. In this paper, a complete taxonomy of VANETs has been provided based on various issues. First, an overview of VANET is presented with different applications. Then, QoS in VANETs and different proposed MAC protocols are discussed. Channel fading and access mechanisms are presented. After that, routing protocols, security, and clustering in VANETs are provided. AI approaches proposed in VANET are also summarized. Finally, a discussion of future research direction for all aspects is presented. This article might be used as a guide or a point of reference while designing and creating applications, networking and communication systems, and data security for VANETs.",none
Multi-objective routing optimisation for battery-powered wireless sensor mesh networks,https://dl.acm.org/doi/10.1145/2576768.2598311,6,research-article,ACM,2014,"Mesh network topologies are becoming increasingly popular in battery powered wireless sensor networks, primarily due to the extension of network range and resilience against routing failures. However, multi-hop mesh networks suffer from higher energy costs, and the routing strategy directly affects the lifetime of nodes with limited energy sources. Hence while planning routes there are trade-offs to be considered between individual and system-wide battery lifetimes. We present a novel multi-objective routing optimisation approach using evolutionary algorithms to approximate the optimal trade-off between minimum lifetime and the average lifetime of nodes in the network. In order to accomplish this combinatorial optimisation rapidly and thus permit dynamic optimisation for self-healing networks, our approach uses novel $k$-shortest paths based search space pruning in conjunction with a new edge metric, which associates the energy cost at a pair of nodes with the link between them. We demonstrate our solution on a real network, deployed in the Victoria \& Albert Museum, London. We show that this approach provides better trade-off solutions in comparison to the minimum energy option, and how a combination of solutions over the lifetime of the network can enhance the overall minimum lifetime.",none
Two-level QoS-aware frame-based downlink resources allocation for RT/NRT services fairness in LTE networks,https://dl.acm.org/doi/10.1007/s11235-017-0289-0,3,article,ACM,2017,"In LTE, bandwidth resources allocation became a huge burden to be handled, as both of RT and NRT traffic should be processed fairly to satisfy their diverse QoS requirements. To tackle this issue in particular, in this work, we propose a fairness-based resources allocation method named Frame-based Game Theory (FGT), which can be flexibly implemented as an upper level in LTE downlink MAC layer; before the PRBs allocation function. Basically, FGT aim is to allow involved classes with different QoS requirements to fairly gain a part of the available channel resources to transmit their flows. Adhere, on every LTE-frame, a cooperative game scenario is designed. Wherein, Shapley formula is used to distribute the available amount of data within RT and NRT traffic classes. Then, conforming to these assigned resources portions to each traffic class, PRBs allocation process is triggered every TTI for the selected flows. In this work, we adopted some of the recent PRBs allocation methods as a lower level scheduler in order to illustrate a complete idea of MAC layer scheduling functions, and also to effectively evaluate FGT performance. Simulation results on various scenarios show that, fairness index for flows from different classes is increased when FGT is considered. The results also conveyed outperforming QoS indices for FGT on RT and NRT service in terms of throughput, PLR, as well as cell spectrum efficiency.",none
Optimal Spectrum Allocation Based on Primary User Activity Model in Cognitive Radio Wireless Sensor Networks,https://dl.acm.org/doi/10.1007/s11277-020-08009-3,0,research-article,ACM,2021,"In Cognitive Radio Wireless Sensor Networks, the licensed spectrum bands are highly dynamic, and their status varies overtime. With the expansion of these networks, regarding the energy constraints and the fact that reallocation of the frequency spectrum is energy-consuming, the problem of controlling the behavior of secondary users in the allocation of the spectrum is of great importance. Providing a method to reduce the number of channel reallocation, which in turn results in reducing energy consumption in such a dynamical network is essential. In this paper, considering the energy constraints, an optimal method for allocating frequency spectrum resources is presented using game theory and Nash equilibrium. By analyzing the activity model of primary users on the frequency spectrum and selecting the appropriate spectrum using the Nash equilibrium, the method reaches the network to a stationary equilibrium point. In these conditions, in addition to reducing interference between primary and secondary users, the number of channel reallocations by cognitive radio users is reduced and thus reduces overall energy consumption in the network and increases its life span.",none
Multi-characteristics based data scheduling over the smart grid,https://dl.acm.org/doi/10.1007/s11633-016-0959-5,0,article,ACM,2016,"In this paper, we propose multi-characteristics based data scheduling over smart grid. Three different pricing strategies are presented based on user priority and load rate. Then the corresponding novel scheduling algorithms are introduced by the proposed data priority and pricing strategies. The simulation experiments are carried out to evaluate the proposed algorithms based on trace data. And the results show that our methods can outperform the conventional method.",none
A survey of cyber security threats and solutions for UAV communications and flying ad-hoc networks,https://dl.acm.org/doi/10.1016/j.adhoc.2022.102894,13,article,ACM,2022,"Unmanned aerial vehicles (UAVs) are a rapidly evolving technology, and being highly mobile, UAV systems are able to cooperate with each other to accomplish a wide range of different tasks. UAVs can be used in commercial applications, such as goods delivery, as well as in military surveillance. They can also operate in civil domains like search-and-rescue missions, that require multiple UAVs to collect location data as well as transmit video streams. However, the malicious use of UAVs began to emerge in recent years. The frequency of such attacks has been significantly increasing and their impact can have devastating effects. Hence, the relevant industries and standardisation bodies are exploring possibilities for securing UAV systems and networks.Our survey focuses on UAV security and privacy issues whilst establishing flying ad-hoc networks (FANETs) as well as on threats to the Internet of drones (IoD) infrastructure used to provide control and access over the Internet between UAVs and users. The goal of this survey is to categorise the versatile aspects of the UAV threat landscape and develop a classification approach based on different types of connections and nodes in FANETs and IoD. In particular, we categorise security and privacy threats on connections between UAVs, ground control stations, and personal pilot devices. All the most relevant threats and their corresponding defence mechanisms are classified using characteristics of the first four layers of the OSI model. We then analyse the conventional and novel UAV routing protocols, indicating their advantages and disadvantages from the cyber security perspective. To provide a deeper insight, the reviewed defence mechanisms have undergone a thorough examination of their security requirements and objectives such as availability, authentication, authorisation, confidentiality, integrity, privacy, and non-repudiation. Finally, we discuss the open research challenges, the limitations of current UAV standards, and provide possible future directions for research.",none
