title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Effects of vertex insertion on local rescheduling in wireless sensor networks,https://dl.acm.org/doi/10.1504/IJAHUC.2018.089824,0,article,ACM,2018,"Rescheduling has abundant issues yet to be explored. The local rescheduling problem in wireless sensor networks WSNs have been firstly addressed and investigated in this paper. The algorithms of local rescheduling have been proposed and evaluates the performance of reschedule solutions with different metrics. The solutions have to be under the limitation that the network should stay connected after the process of rescheduling. This paper introduces a theoretical bound of maximum degree after node insertion. Along with empirical results in real world settings, the results motivate the design of algorithms and give possible reasons why existing rescheduling algorithms do not work efficiently. Two local link rescheduling algorithms and one local broadcast rescheduling algorithm are developed as improvements. With different node densities and other critical parameters, simulations show that the developed algorithms greatly improve the ratio of finding proper solutions successfully in both types of scheduling compared with other existing simple algorithms.",none
A grid-based cooperative QoS routing protocol with fading memory optimization for navigation carrier ad hoc networks,https://dl.acm.org/doi/10.1016/j.comnet.2014.11.017,1,research-article,ACM,2015,"Cooperative QoS routing (CQR) protocols have the potential to provide scalable information delivery in multi-service network application. However, CQR approach in harsh environments, in terms of long-range transmission, high dynamic topology, and three-dimensional monitor region, is still an open issue. In this paper, we propose a novel grid-based routing approach, namely FMCQR protocol, to guarantee QoS-aware routing for heterogeneous services in above harsh environments. Our approach is explored by the synthesis of three kernel features. First, a grid-based route model is developed on the basis of two key points, i.e., Three-dimensional Geographic Grid (TGG) space and Controlled Virtual Node (CVN). Hereinto, TGG provides a refined virtual addressing space; CVN, basically a distributed cooperative strategy within TGG border, forms the intra-TGG nodes into a virtual MIMO agent, thus the three-dimensional high dynamic topology can be transferred into a CVN-based stationary topology in TGG space. Second, a QoS routing mechanism, namely CQR, is introduced to guarantee QoS-aware route for heterogeneous requests with the assist from CVN-based metrics, and achieve the route discovery in unknown environments by switching between relay-destination (RD) and source-relay (SR) searching algorithms. Third, a novel Fading Memory Optimization (FMO) algorithm, based on Ebbinghaus memory principle, is designed to further enhance the route efficiency. Finally, extensive simulations are conducted to assess the effectiveness of the above features, compared to related typical routing protocols, our approach has better convergence and better QoS in terms of successful delivery ratio, average delay, average link overhead, and normalized routing distance.",none
A systematic review of data fusion techniques for optimized structural health monitoring,https://dl.acm.org/doi/10.1016/j.inffus.2023.102136,0,research-article,ACM,2024,"Advancements in structural health monitoring (SHM) techniques have spiked in the past few decades due to the rapid evolution of novel sensing and data transfer technologies. This development has facilitated the simultaneous recording of a wide range of data, which could contain abundant damage-related features. Concurrently, the age of omnipresent data started with massive amounts of SHM data collected from large-size heterogeneous sensor networks. The abundance of information from diverse sources needs to be aggregated to enable robust decision-making strategies. Data fusion is the process of integrating various data from heterogeneous sources to produce more useful, accurate, and reliable information about system behavior. This paper reviews recent developments in data fusion techniques applied to SHM systems. The theoretical concepts, applications, benefits, and limitations of current methods and challenges in SHM are presented, and future trends in data fusion methods are discussed. Furthermore, a set of criteria is proposed to evaluate contents and information from original and review papers in this field, and a road map is provided discussing possible future work.Highlights•Comprehensive review of state-of-the-art data fusion methods for optimized SHM.•Traditional and AI-based fusion strategies with advantages and disadvantages.•Extensive comparative analysis of 475 highly significant papers.•Deep learning models for data fusion and combined fusion techniques for SHM.•Future research trends in data aggregation for robust decision-making in SHM.",none
EESSMT: An Energy Efficient Hybrid Scheme for Securing Mobile Ad hoc Networks Using IoT,https://dl.acm.org/doi/10.1007/s11277-021-08764-x,3,research-article,ACM,2022,"Mobile ad hoc networks are attaining popularity to its highest currently, as the users need wireless connectivity regardless of their geographical location. Threats of security attacks are growing on the Mobile Ad-hoc Networks (MANETs). MANETs must require a secure mode for communication and transmission which is rather challenging and vigorous issue. With the aim of providing secure transmission and communication, researcher worked explicitly on the security concerns in MANETs. Several secure protocols and security methods within the networks were projected but utmost of the security measures in their designs are not ruminated. Hence, a novel scheme is proposed in this paper for the secure and reliable data transmission in MANETs under black hole attack constructed on amended Ad hoc On-demand Multipath Distance Vector (AOMDV) protocol of our base scheme. This paper comprises AOMDV protocol for the multiple route discoveries along with K-Nearest Neighbor (KNN) for nearest neighbor node selection and use False key-build Advanced Encryption Standard (FAES) encryption scheme for cryptography method. FAES algorithm is used with the aim of securing the IoT devices and data from the hardware and network attacks. Also, the interaction of the scheme with the IoT based concepts making our work even smarter to the users. The proposed scheme performance is stable with higher throughput while that of base scheme. The quality of the proposed scheme is measured in terms of energy consumption, EE-delay and throughput. The results of simulation show that the Variance, EE-delay, energy consumption and throughput of proposed FAES-AOMDV protocol is lower than the original AOMDV protocol. FAES-AOMDV protocol ensures the secure transmission of data with least energy consumption in the presence of malicious nodes.",none
A new algorithm of clustering AODV based on edge computing strategy in IOV,https://dl.acm.org/doi/10.1007/s11276-021-02624-z,12,research-article,ACM,2021,"In the vehicular ad hoc network (VANET), due to the particularity of high-speed movement of vehicle nodes, there are higher challenges in link stability and network topology control overhead. In this paper, a new algorithm of clustering AODV based on edge computing strategy is proposed. Considering the vehicle node energy and speed, the AODV routing protocol based on the minimum hop number is optimized, which divided the communication mode into vehicle to vehicle (V2V) and vehicle to road (V2R) mode. Adding edge server in the road side unit (RSU) and using the idea of clustering, that is, the nodes in the cluster use V2V communication mode, and the nodes between clusters use V2V and V2R combined communication mode to select routes. The algorithm improves the routing efficiency in the high-speed mobile. Experiments show that the algorithm is feasible, reducing the network topology control overhead, lowering the end-to-end delay and improving the packet delivery rate comparing with others in different environment.",none
Applied artificial intelligence framework for smart evacuation in industrial disasters,https://dl.acm.org/doi/10.1007/s10489-024-05550-7,0,research-article,ACM,2024,"Human evacuation is a critical process during disasters, whether arising from natural events, intentional acts of aggression, or other calamities. The incorporation of diverse computational approaches such as the Internet of Things (IoT) technology and Edge-empowered Cloud platforms has the capability to improve the effectiveness of route recommendation procedures significantly. Conspicuously, this research (i) proposes a sophisticated evacuation framework that integrates the IoT-Edge-Cloud (IEC) computing platform for human evacuation during a disaster; (ii) employs an Artificial Intelligence-based Support Vector Machine (SVM) to detect emergencies in real-time; (iii) facilitates the cloud-based evacuation by computing a safe and swift route using the proposed Markov Decision process. A simulated environment comprising 120,002 data segments is utilized to evaluate the proposed framework. Compared to existing state-of-the-art techniques, improvements in terms of Overall Temporal Delay (37.80 seconds), Energy Efficiency (0.13% per minute), Event Determination Analysis (Accuracy (94.32%)), Route Recommendation Performance (Precision (96.26%), Sensitivity (90.86%), Coverage (96.66%), and Specificity (93.00%)), and Reliability (94.46%) are registered.",none
To overhear or not to overhear: a dilemma between network coding gain and energy consumption in multi-hop wireless networks,https://dl.acm.org/doi/10.1007/s11276-018-1733-0,0,research-article,ACM,2019,"Any properly designed network coding technique can result in increased throughput and reliability of multi-hop wireless networks by taking advantage of the broadcast nature of wireless medium. In many inter-flow network coding schemes nodes are encouraged to overhear neighbour’s traffic in order to improve coding opportunities at the transmitter nodes. A study of these schemes reveal that some of the overheard packets are not useful for coding operation and thus this forced overhearing increases energy consumption dramatically. In this paper, we formulate network coding aware sleep/wakeup scheduling as a semi Markov decision process (SMDP) that leads to an optimal node operation. In the proposed solution for SMDP, the network nodes learn when to switch off their transceiver in order to conserve energy and when to stay awake to overhear some useful packets. One of the main challenges here is the delay in obtaining reward signals by nodes. We employ a modified reinforcement learning method based on continuous-time Q-learning to overcome this challenge in the learning process. Our simulation results confirm the optimality of the new methodology.",none
A new model of vehicular ad hoc networks based on artificial immune theory,https://dl.acm.org/doi/10.1504/IJCSE.2018.090475,0,article,ACM,2018,"Vehicular ad hoc networks VANETs are highly mobile and wireless networks intended to aid vehicular safety and traffic monitoring. To achieve these goals, we propose a VANET model based on immune network theory. Our model outperforms the delay tolerant mobility sensor network DTMSN model over a range of node numbers in terms of data packet arrival delay, arrival ratio, and throughput. These findings held true for the on-demand distance vector and connection-based restricted forwarding routing protocols. The model performed satisfactorily on a real road network.",none
Application of Intelligent Sensor in Mining Electrical Equipment Collection,https://dl.acm.org/doi/10.1155/2022/2633019,1,research-article,ACM,2022,"In order to meet the informatization requirements of coal mine safety monitoring, the author proposes a method for the application of smart sensors in the acquisition of mine electrical equipment. The system uses a variety of sensor fusion methods, with the help of Zigbee wireless network nodes, and passes the data collected by the sensor to the MCU core processor; thus, the collected data are processed, and then, the RS-485 communication protocol is used to upload the data to the upper station; finally, the monitoring of coal mine safety is realized through the background monitoring interface. Experimental results show that, among the five randomly selected nodes, most of the errors between the actual measured results and the collected results are concentrated within the 2% error range. Conclusion. The effect of the abovementioned acquisition scheme in coal mine application is verified, so as to realize the scientific monitoring of coal mine safety.",none
Feasible HCCA Polling Mechanism for Video Transmission in IEEE 802.11e WLANs,https://dl.acm.org/doi/10.1007/s11277-015-2816-1,2,article,ACM,2015,"IEEE 802.11e standard defines two Medium Access Control functions to support Quality of Service (QoS) for wireless local area networks: Enhanced Distributed Channel Access (EDCA) and HCF Controlled Channel Access (HCCA). EDCA provides fair prioritized QoS support while HCCA guarantees parameterized QoS for the traffics with rigid QoS requirements. The latter shows higher QoS provisioning with Constant Bit Rate traffics. However, it does not efficiently cope with the fluctuation of the Variable Bit Rate (VBR) video streams since its reference scheduler generates a schedule based on the mean characteristics of the traffic. Scheduling based on theses characteristics is not always accurate as these traffics show high irregularity over the time. In this paper, we propose an enhancement on the HCCA polling mechanism to address the problem of scheduling pre-recorded VBR video streams. Our approach enhances the polling mechanism by feed-backing the arrival time of the subsequent video frame of the uplink traffic obtained through cross-layering approach. Simulation experiments have been conducted on several publicly available video traces in order to show the efficiency of our mechanism. The simulation results reveal the efficiency of the proposed mechanism in providing less delay and high throughput with conserving medium channel through minimizing the number of Null-Frames caused by wasted polls.",none
