title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
An improved data aggregation for fog computing devices in internet of things,https://dl.acm.org/doi/10.1504/ijnvo.2024.137550,0,research-article,ACM,2024,"Diverse data that have private information are stored in the cloud by institutions and users. Fog computing has progressed with regard to service latency and has also been comprehensively studied. A proposal has been made in this work to secure IoT data, a clustering algorithm that utilises backup cluster head (CH) for network performance enhancement, and also utilises a multi-route protocol for data transmission towards the fog system. Comparisons are made between the proposed algorithm and the energy efficient heterogeneous clustering algorithm (EEHCA). A novel particle swarm optimisation (PSO) and river formation dynamics (RFDs) algorithm was proposed in this work for effective CH election in wireless sensor network (WSN) to efficiently transmit data towards the base station (BS) with minimised energy. This technique bypasses local optima during the solution search, leading to significantly improved results. RFD-EEHCA outperforms EEHCA by 8.53% and PSO by 8.09% in terms.",none
Power modelling of sensors for IoT using reinforcement learning,https://dl.acm.org/doi/10.5555/3192120.3192121,1,article,ACM,2018,"Internet of things IoT is a technology where all things like household equipments, industrial elements, etc. are monitored by sensors and controlled by actuators. For a large scale IoT application, sensors are needed in huge numbers and all these sensors are powered by small battery. Hence, these miniature devices' lifetime can be improved by means of optimising the power and hence modelling of these sensors is a must for such application. This paper models the sensors for IoT application in the multi-layered IoT network. Reinforcement learning is used for modelling the sensors that model in the physical, routing and network layer. EEIT framework is used to model the nodes that optimise energy consumption in physical, routing and network layer. Physical layer modelling deals with the hardware aspects like transmission power, radio, etc. of the sensors. Routing and networking layer deals with the communication transmitting and receiving data, dissemination, routing, etc. capabilities of the sensors. We conduct numerical simulations and emulations using EEIT framework for IoT systems that are helpful for the design for complex IoT systems. Our results are quantified empirically based on the facts lifetime of the sensors, energy usage and communication costs.",none
Application of reinforcement learning to routing in distributed wireless networks: a review,https://dl.acm.org/doi/10.1007/s10462-012-9383-6,11,article,ACM,2015,"The dynamicity of distributed wireless networks caused by node mobility, dynamic network topology, and others has been a major challenge to routing in such networks. In the traditional routing schemes, routing decisions of a wireless node may solely depend on a predefined set of routing policies, which may only be suitable for a certain network circumstances. Reinforcement Learning (RL) has been shown to address this routing challenge by enabling wireless nodes to observe and gather information from their dynamic local operating environment, learn, and make efficient routing decisions on the fly. In this article, we focus on the application of the traditional, as well as the enhanced, RL models, to routing in wireless networks. The routing challenges associated with different types of distributed wireless networks, and the advantages brought about by the application of RL to routing are identified. In general, three types of RL models have been applied to routing schemes in order to improve network performance, namely Q-routing, multi-agent reinforcement learning, and partially observable Markov decision process. We provide an extensive review on new features in RL-based routing, and how various routing challenges and problems have been approached using RL. We also present a real hardware implementation of a RL-based routing scheme. Subsequently, we present performance enhancements achieved by the RL-based routing schemes. Finally, we discuss various open issues related to RL-based routing schemes in distributed wireless networks, which help to explore new research directions in this area. Discussions in this article are presented in a tutorial manner in order to establish a foundation for further research in this field.",none
A Tabu search based routing algorithm for wireless sensor networks,https://dl.acm.org/doi/10.1007/s11276-015-1060-7,8,article,ACM,2016,"In this paper, a Tabu search based routing algorithm is proposed to efficiently determine an optimal path from a source to a destination in wireless sensor networks (WSNs). There have been several methods proposed for routing algorithms in wireless sensor networks. In this paper, the Tabu search method is exploited for routing in WSNs from a new point of view. In this algorithm (TSRA), a new move and neighborhood search method is designed to integrate energy consumption and hop counts into routing choice. The proposed algorithm is compared with some of the ant colony optimization based routing algorithms, such as traditional ant colony algorithm, ant colony optimization-based location-aware routing for wireless sensor networks, and energy and path aware ant colony algorithm for routing of wireless sensor networks, in term of routing cost, energy consumption and network lifetime. Simulation results, for various random generated networks, demonstrate that the TSRA, obtains more balanced transmission among the node, reduces the energy consumption and cost of the routing, and extends the network lifetime.",none
Improving Router Cooperation in Mobile Wireless Sensor Networks Using Reinforcement Learning,https://dl.acm.org/doi/10.1109/EUC.2011.45,0,Article,ACM,2011,"This paper proposes to promote cooperative routing for homogeneous mobile wireless sensor networks (mWSNs) using a scalable, distributed incentive-based mechanism with reasonable resource requirements using reinforcement learning (RL). In particular, Q-learning which is a well-known RL method was integrated an existing Continuous Value Cooperation Protocol (CVCP). We also studied their effects on the efficiency in non-cooperative mWSNs and propose a good routing strategy under constrained conditions such as network traffic load, degree of mobility and path loss exponent.",none
Application of reinforcement learning for security enhancement in cognitive radio networks,https://dl.acm.org/doi/10.1016/j.asoc.2015.09.017,9,research-article,ACM,2015,"Cognitive radio leverages on reinforcement learning (RL) to enhance network security.There is lack of reviews on the application of RL to based security schemes.We cover the challenges, characteristics, performance enhancements, and others. Cognitive radio network (CRN) enables unlicensed users (or secondary users, SUs) to sense for and opportunistically operate in underutilized licensed channels, which are owned by the licensed users (or primary users, PUs). Cognitive radio network (CRN) has been regarded as the next-generation wireless network centered on the application of artificial intelligence, which helps the SUs to learn about, as well as to adaptively and dynamically reconfigure its operating parameters, including the sensing and transmission channels, for network performance enhancement. This motivates the use of artificial intelligence to enhance security schemes for CRNs. Provisioning security in CRNs is challenging since existing techniques, such as entity authentication, are not feasible in the dynamic environment that CRN presents since they require pre-registration. In addition these techniques cannot prevent an authenticated node from acting maliciously. In this article, we advocate the use of reinforcement learning (RL) to achieve optimal or near-optimal solutions for security enhancement through the detection of various malicious nodes and their attacks in CRNs. RL, which is an artificial intelligence technique, has the ability to learn new attacks and to detect previously learned ones. RL has been perceived as a promising approach to enhance the overall security aspect of CRNs. RL, which has been applied to address the dynamic aspect of security schemes in other wireless networks, such as wireless sensor networks and wireless mesh networks can be leveraged to design security schemes in CRNs. We believe that these RL solutions will complement and enhance existing security solutions applied to CRN To the best of our knowledge, this is the first survey article that focuses on the use of RL-based techniques for security enhancement in CRNs.",none
Transmission-Efficient Grid-Based Synchronized Model for Routing in Wireless Sensor Networks Using Bayesian Compressive Sensing,https://dl.acm.org/doi/10.1007/s42979-023-02410-y,0,research-article,ACM,2023,"The concept of compressed sensing in wireless sensor networks (WSNs) involves the existence of only a small number of compressible signals that possess adequate information for the retrieval of the initial sensed data. While compressed sensing (CS) has been recognized as a valuable framework for enhancing the performance of wireless sensor networks (WSNs), further enhancements are still required to improve the effectiveness of data aggregation at the sink node. This work presents a framework named grid-based synchronized routing using Bayesian compressive sensing (GSR-BCS) for the purpose of enhancing transmission efficiency. The field of grid-based synchronized routing investigates the correlation between various forms of sensed data, such as pressure, fluid, and temperature, within a network. In addition, it explores the impact of different grid sizes on this relationship. The identification of an ideal grid size based on sensed data plays a crucial role in enhancing transmission efficiency in terms of data size or transmission rate. This, in turn, leads to an extension of the lifespan of the network. The application of grid-based synchronized route Bayesian compressive sensing is utilized to achieve efficient data aggregation at the sink. The primary objective is to enhance the data aggregation rate, also known as accuracy, by mitigating ambiguity through the implementation of Bayesian compressed data aggregation. In this work, the Bayesian compressive grid approximation method is introduced as a promising approach for reducing the number of transmissions and minimizing transmission time. Simulations are additionally performed to corroborate the theoretical findings across several scenarios utilizing the MATLAB/SIMULINK software. Based on the simulated results produced, it can be observed that the suggested framework exhibits a noteworthy enhancement in transmission efficiency across diverse scenarios, as evidenced by improvements in data size, accuracy, and transmission time. Upon experimental analysis, it has been determined that the GSR-BCS framework has the capability to enhance data aggregation accuracy by 16.93% and extend network lifetime by 22.9% when compared to existing state-of-the-art methodologies.",none
ReLeC: A Reinforcement Learning-Based Clustering-Enhanced Protocol for Efficient Energy Optimization in Wireless Sensor Networks,https://dl.acm.org/doi/10.1155/2022/3337831,0,research-article,ACM,2022,"Wireless sensor networks (WSNs) are a widely studied area in the field of networked embedded computing. They are made up of several sensor nodes, which keep track of a variety of physical and environmental parameters, like temperature and humidity. The nodes are autonomous, self-configuring, and wireless. A significant problem in WSNs is that sensors in these networks consume a lot of energy. Energy consumption is a big issue when it comes to the deployment of sensor networks. The reason for this is the cost of operating a sensor node and the cost incurred due to energy consumption. Energy optimization is based on intelligent energy management. This paper presents a reinforcement learning-based and clustering-enhanced method. Reinforcement learning is a set of algorithms inspired by operant conditioning in animal behavior, and clustering-based methods have been extensively used for devising energy-efficient protocols. The proposed method is able to plan and schedule the nodes to ensure an extended network lifetime. In this work, we aim to assess and increase the efficiency of power consumption and reduce sensor node energy loss. The simulation results prove that the presented protocol effectively reduces the energy consumption of sensor nodes and ensures a prolonged lifetime of the sensor network.",none
Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,https://dl.acm.org/doi/10.1007/s11276-015-1054-5,2,article,ACM,2016,"Network lifetime is the key design parameter for wireless sensor network protocols. In recent years, based on energy efficient routing techniques numerous methods have been proposed for enhancing network lifetime. These methods have mainly considered residual energy, number of hops and communication cost as route selection metrics. This paper introduces a method for further improvement in the network lifetime by considering network connectivity along with energy efficiency for the selection of data transmission routes. The network lifetime is enhanced by preserving highly connected nodes at initial rounds of data communication to ensure network connectivity during later rounds. Bassed on the above mentioned concept, a connectivity aware routing algorithm: CARA has been proposed. In the proposed algorithm, connectivity factor of a node is calculated on the basis of Betweenness centrality of a node and energy efficient routes are found by using fuzzy logic and ant colony optimization. The simulation results show that the proposed algorithm CARA performs better than other related state-of-the-art energy efficient routing algorithms viz. FML, EEABR and FACOR in terms of network lifetime, connectivity, energy dissipation, load balancing and packet delivery ratio.",none
An efficient data routing scheme for multi-patient monitoring in a biomedical sensor network through energy equalization strategy,https://dl.acm.org/doi/10.1007/s11276-020-02472-3,0,research-article,ACM,2021,"Biomedical sensor networks find wide applications in human health monitoring. In such applications, routing strategies in the sensor nodes play a key role towards energy efficiency of the overall system. In this work, we present a new data routing scheme, which is based on residual energy in a node and equalization (named EEQ) among the neighbours to achieve enhanced average node lifetime under short range monitoring scenario. The scheme was hardware implemented using 12 number of indigenous ATmega328 based static biomedical sensor nodes (BSN) arranged in a grid matrix spread over a floor area of 564 sqm. The objective was to collect short duration electrocardiogram and photoplethysmogram signals from human subjects in a local supervisory computer placed outside the grid. Under simulation platform using 100 BSNs with first order radio model, it was found that the average node lifetime was enhanced by 17% against without EEQ evaluated over 10,000 consecutive data collection sessions. The proposed scheme can be useful for providing low cost solution in healthcare settings in developing nations like India.",none
