title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
"Reinforced covariance weighted mean of vectors optimizer: insight, diversity, deep analysis and feature selection",https://dl.acm.org/doi/10.1007/s10489-023-05261-5,0,research-article,ACM,2024,"The WeIghted meaN oF vectOrs (INFO) algorithm is widely used as an efficient optimization tool due to its simple structure and superior performance. However, achieving a balance in solving complex high-dimensional problems is difficult and quickly falls into premature convergence or local optimality. To better balance the conflict between exploration and exploitation capabilities, a Q-learning Covariance weIghted meaN oF vectOrs Algorithm (QCINFOCMA) based on reinforcement learning is designed in this study to solve the global optimization problem. QCINFOCMA incorporates a covariance matrix adaptation evolution strategy and Cauchy mutation as a new exploration scheme. The Q-learning strategy in reinforcement learning is also integrated into the original INFO to achieve adaptive switching between the original local search and the new exploration scheme. This allows search agents to use rewards and penalties to select exploration methods without following established models or strategies. In this study, a comprehensive analysis is conducted, pitting QCINFOCMA against 10 heuristics and 9 state-of-the-art algorithms, utilizing the IEEE CEC 2017 test functions. The experimental results show that QCINFOCMA outperforms other advanced algorithms in terms of convergence speed and convergence accuracy. Subsequently, QCINFOCMA was subjected to a discretization process, effectively transforming it into a binary tool through the application of a specific transformation function. This binary tool was then employed to address the real-world challenge of feature selection across a cohort of 36 datasets obtained from the UCI machine learning library. Empirical findings demonstrate that QCINFOCMA attains superior classification accuracy and requires fewer features in comparison to alternative optimization algorithms. The proposed QCINFOCMA can be a novel optimization tool for implementing global optimization and wrapper-based feature selection tasks.",none
"Multi-Hop and Mesh for LoRa Networks: Recent Advancements, Issues, and Recommended Applications",https://dl.acm.org/doi/10.1145/3638241,1,survey,ACM,2024,"A comprehensive review is presented on the latest approaches to solutions focusing on multi-hop and mesh LoRa networks through the evaluation of simulations and real-world experiments, based on papers published between 2015 and 2023. The approaches are systematically classified into four (4) aspects: energy awareness, concurrent access and duty cycle regulations, routing protocols, and security. The first aspect encompasses parameter selection, distance, and clustering. The second aspect focuses on network segregation and time synchronisation. The third aspect covers proactive, reactive, and hybrid routing protocols. The aspect of security includes privacy and Denial-of-Service (DoS). Findings show a consensus that multi-hop networks and adherence to radio duty cycle are able to lower average power consumption. Concurrent access method can improve network performance, but more research is needed due to different conclusions. Reactive protocols have a slight advantage over proactive protocols in terms of node deployment scalability and lower power consumption due to less frequent routing table updates. Hybrid protocols are only beneficial in specific topology deployments. Security is still a major concern for LoRa networks, particularly on attacks such as Man-In-The-Middle (MITM), spoofing, wormholes, flooding, packet replay, and information disclosure. The upcoming trend of implementing machine learning algorithms to multi-hop and mesh LoRa networks opens up a wide range of possibilities, ranging from airspace efficiency, efficient route selection, and improving data throughput. A detailed discussion of the aspects’ issues and recommended industry applications that will benefit from multi-hop and mesh LoRa networks are also provided.",none
A Queuing Theory-Enabled Dynamic Bandwidth Allocation Algorithm for a Wired-Wireless Converged Network,https://dl.acm.org/doi/10.1007/s11277-013-1084-1,3,article,ACM,2013,"Multi-sink wireless sensor networks (WSNs) are being increasingly deployed in an ever-widening range of application scenarios, especially as they are reliable and exhibit low power consumption. Providing a backhaul for WSN traffic has become an important issue because the sensor data must usually be sent to the Internet or the core network. Passive optical networks (PONs) represent one next-generation access network technology which is appropriate for such a backhaul, however existing research appears to have concentrated on either WSN performance or PON performance, without considering the overall performance of both networks converged together. This paper proposes a new architecture which converges multi-sink WSNs and PONs, then provides a novel queuing-theory analysis of the converged network performance. Results from this analytical model are then used to motivate a new a DBA algorithm which optimizes grant size allocation. Numerical results show that this algorithm outperforms existing proposals when minimizing the system queue length in the converged network, while providing shorter end-to-end packet delay and higher throughput. We believe that this first resource allocation algorithm which considers the performance of both networks as one converged unit.",none
A multi-objective optimization framework for functional arrangement in smart floating cities,https://dl.acm.org/doi/10.1016/j.eswa.2023.121476,0,research-article,ACM,2024,"Before the terms “smart city” and “floating city” were introduced, the world's population had increased and land shortage across the world was already widely recognized. As a first challenge, the previous studies have developed the concept of a smart city as a creative answer, following that, several scientists proposed the floating city concept in the literature as a solution to the increased sea levels. Moreover, engineers, architects, and designers deal with city planning, for smart and floating settlements as a difficult design challenge, and evolutionary algorithms could be employed to address this complex problem by optimizing residents' needs. As a continuation of our previous studies on this topic, this time, we develop a multi-objective continuous genetic algorithm with differential evolution (DE) mutation strategy (MO_CGADE) and a multi-objective ensemble differential evolution algorithm (MO_EDE) to solve the problem on hand. Then, we compare the performance of the MO_CGADE and MO_EDE algorithms with the non-dominated sorting genetic algorithm (NSGAII) to maximize two conflicted objective functions, namely, scenery, and walkability in the proposed smart floating city model created in the Grasshopper Algorithmic Modeling Environment. The parametric model that we create in the Grasshopper software includes 64 decision variables, area constraints and objective functions to be optimized by MO_CGADE, MO_EDE, and NSGAII algorithms. Computational results show that MO_CGADE and MO_EDE algorithms generate better Pareto ranking results than the traditional NSGAII algorithm in terms of cardinality, distribution spacing, and coverage metrics.",none
"Security and Privacy in 5G-IIoT Smart Factories: Novel Approaches, Trends, and Challenges",https://dl.acm.org/doi/10.1007/s11036-023-02143-5,0,research-article,ACM,2023,"To implement various artificial intelligence and automation applications in smart factories, edge computing and industrial Internet of Things (IIoT) devices must be widely deployed, so as to increase the demand of coping with huge-scale and high-diversity data. Through deployment of fifth-generation (5G) networks (providing wide broadband, low latency, and massive machine type communications), industrial wireless networks, cloud, and fixed/mobile end devices in smart factories are interoperated in a harmony. However, with the huge-scale deployment of 5G networks and the IIoT in smart factories, threats and attacks against various vulnerabilities increase enormously, and cause considerable security and privacy challenges. Consequently, this article investigates crucial security and privacy issues for 5G-IIoT smart factories in three entities (i.e., physical layer, data layer and application layer), and further surveys recent approaches based on deep learning, reinforcement learning, and blockchain. In addition, this article provides future perspectives and challenges along this line of research.",none
A novel energy efficient routing approach using multipath ring routing and clustering for WSN,https://dl.acm.org/doi/10.1145/2381716.2381744,6,research-article,ACM,2012,"In this paper we have proposed a novel three phase approach for energy efficient routing using multipath routing and clustering technique. In Wireless sensor network (WSN), sensor node has limited battery supply and transmission range, so it can not directly communicate with sink node. Hence, multi-hop and multi-path communication is essential. In case of single path routing, if single node on a routing path dies then the whole communication will fail. Thus multi-path routing is more suitable to make the network fault tolerant. Here, we use multipath ring routing protocol in which multipath is available from all rings except ring R1, i.e. direct neighbour of sink node. We have used enhanced overlay scheme to provide the advantage of multipath routing to nodes of ring R1. To support scalability and remove redundancy of data, clustering is an effective technique to minimize network traffic which will ultimately improve network lifetime. We have used LEACH protocol for clustering. We have simulated proposed three phase approach using Castalia simulator. We observed that proposed approach is more energy efficient and robust in terms of data delivery than the multi-path ring routing.",none
Quality of service aware energy efficient multipath routing protocol for internet of things using hybrid optimization algorithm,https://dl.acm.org/doi/10.1007/s11042-022-14285-x,2,research-article,ACM,2023,"The Internet of Things (IoT) is evolving from a media term to a reality. We entered a new age of invention and creativity as a result of the development of IoT. Despite the fact that IoT has a lot of promise in the modern world, there are still a lot of obstacles. The main focus of this study is to improve the IoT’s resilience by resolving energy optimization, routing, and other issues to increase network lifetime. In this research, we present an IoT hybrid optimization algorithm-based QoS aware energy efficient multipath routing (QEMR) protocol. The first step is to achieve optimal clustering using a modified teaching-learning-based optimization (MTLO) method. Next, we determine the cluster head (CH) using the nonlinear regression-based pigeon optimization (NR-PO) method. For routing and determining the optimum path, we use the Deep Kronecker Neural Network (DKNN). The NS-3 simulation tool is utilised to model our proposed routing QEMR system and assess its effectiveness. The proposed QEMR scheme’s simulation findings are contrasted with existing techniques: REER, Rumor, and EOMR techniques in terms of the impacts of node density, node speed, and network traffic. In comparison of energy usage and the effect of node density, the suggested QEMR system uses less energy than the REER, Rumor, and EOMR schemes by 86.296%, 81.94%, and 75% respectively. The proposed QEMR scheme is used for studying the application of problem by enhancing the network performance and improving QoS by implementing DKNN based routing methodology to send data from source to the destination by selecting the optimal path.",none
Minimizing delay and maximizing lifetime for wireless sensor networks with anycast,https://dl.acm.org/doi/10.1109/TNET.2009.2032294,32,article,ACM,2010,"In this paper, we are interested in minimizing the delay and maximizing the lifetime of event-driven wireless sensor networks for which events occur infrequently. In such systems, most of the energy is consumed when the radios are on, waiting for a packet to arrive. Sleep-wake scheduling is an effective mechanism to prolong the lifetime of these energy-constrained wireless sensor networks. However, sleep-wake scheduling could result in substantial delays because a transmitting node needs to wait for its next-hop relay node to wake up. An interesting line of work attempts to reduce these delays by developing ""anycast""-based packet forwarding schemes, where each node opportunistically forwards a packet to the first neighboring node that wakes up among multiple candidate nodes. In this paper, we first study how to optimize the anycast forwarding schemes for minimizing the expected packet-delivery delays from the sensor nodes to the sink. Based on this result, we then provide a solution to the joint control problem of how to optimally control the system parameters of the sleep-wake scheduling protocol and the anycast packet-forwarding protocol to maximize the network lifetime, subject to a constraint on the expected end-to-end packet-delivery delay. Our numerical results indicate that the proposed solution can outperform prior heuristic solutions in the literature, especially under practical scenarios where there are obstructions, e.g., a lake or a mountain, in the coverage area of the wireless sensor network.",none
A new approach to energy-aware routing in the Internet of Things using improved Grasshopper Metaheuristic Algorithm with Chaos theory and Fuzzy Logic,https://dl.acm.org/doi/10.1007/s11042-021-11841-9,1,research-article,ACM,2022,"In most Internet of Things (IoT) applications, network nodes are limited in terms of energy source. Therefore, the need for innovative methods to eliminate energy loss which shortens the life of networks is fully felt in such networks. One of the optimization techniques of energy consumption on the Internet of things is efficient energy routing that the required energy can be reduced by choosing an optimal path. In this paper, an informed or efficient energy approach is proposed for routing on the Internet of Things in which focus is on the sleep–wake schedule of nodes; therefore, a new optimization algorithm called chaos fuzzy grasshopper optimization algorithm was used. In chaos fuzzy grasshopper algorithm, the initial population of grasshoppers is generated by Lorenz chaos theory and the input and output parameters of the algorithm are adjusted by fuzzy approach. To evaluate the efficiency of the proposed method, three criteria of evaluation of remaining energy, network life and coverage rate were used. Investigating the findings in two different scenarios (efficiency over time and efficiency per number of different nodes) showed that the proposed method always is better than the base methods in all scenarios and for all performance evaluation criteria. So that in the study of the death of 30% of nodes which indicates the life of the network, results showed that the proposed method of the paper (FLGOA) has 9% better efficiency than FGOA, 12% better than GOA and 16% better than GSO. Also, the findings about the remaining energy of the network showed that the proposed method has 16% better efficiency than FGOA method, 21% better than GOA and 22% better than GSO. Finally, studies in the coverage rate evaluation criterion showed that the proposed method has 12% coverage rate better than FGOA method, 15% better than GOA and 16% better than GSO.",none
Dynamic Model Node Scheduling Algorithm Along with OBSP Technique to Schedule the Node in the Sensitive Cluster Region in the WSN,https://dl.acm.org/doi/10.1007/s11277-020-07362-7,1,research-article,ACM,2020,"In large-scale applications in science and business space require the exchange of enormous information over high performance systems for remote tasks. In wireless sensor networks, the sensor planning is a appropriate set up for controlling the node energy utilization and expanding network coverage lifetime. The task is to decide a proper planning component for the nodes with the end goal to keep up adequate check of dynamic nodes for maximum network coverage. In this paper we demonstrate the node scheduling algorithm and discuss about the transmission scheduling technique. The node can be described in various level of simulation with described active nodes. The life time of the active node will describes in the simulation diagram. The scheduling technique of the node can be clearly defined in the proposed algorithm to communicate the information of the node within the clusters. Moreover the proposed dynamic model node scheduling algorithm to schedule the node within in the cluster region. And we propose the few techniques of OBSP to know the status of the node and its various levels. In our work we clearly demonstrate the three states of the node. The cluster connection will be done with the help of the gateway node.",none
