title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
DA-DRLS: Drift adaptive deep reinforcement learning based scheduling for IoT resource management,https://dl.acm.org/doi/10.1016/j.jnca.2019.04.010,1,research-article,ACM,2019,"In order to fulfill the tremendous resource demand by diverse IoT applications, the large-scale resource-constrained IoT ecosystem requires a robust resource management technique. An optimal resource provisioning in IoT ecosystem deals with an efficient request-resource mapping which is difficult to achieve due to the heterogeneity and dynamicity of IoT resources and IoT requests. In this paper, we investigate the scheduling and resource allocation problem for dynamic user requests with varying resource requirements. Specifically, we formulate the complete problem as an optimization problem and try to generate an optimal policy with the objectives to minimize the overall energy consumption and to achieve a long-term user satisfaction through minimum response time. We introduce the paradigm of a deep reinforcement learning (DRL) mechanism to escalate the resource management efficiency in IoT ecosystem. To maximize the numerical performance of the entire resource management activities, our method learns to select the optimal resource allocation policy among a number of possible solutions. Moreover, the proposed approach can efficiently handle a sudden hike or fall in users' demand, which we call demand drift, through adaptive learning maintaining the optimal resource utilization. Finally, our simulation analysis illustrates the effectiveness of the proposed mechanism as it achieves substantial improvements in various factors, like reducing energy consumption and response time by at least 36.7% and 59.7% respectively and increasing average resource utilization by at least 10.4%. Our approach also attains a good convergence and a trade-off between the monitoring metrics.Graphical abstractDisplay OmittedHighlights•Heterogeneous resource demand by continuously arriving Internet of Things applications' requests.•Reduction of response time and energy consumption while satisfying varying user demands.•Drift handling in request arrival patterns through adaptive learning.•Trade-off analysis between different monitoring metrics.•Early convergence with a high resource utilization.",none
Enhanced traffic-adaptive slotted MAC for IoT-based smart monitoring grid,https://dl.acm.org/doi/10.1007/s11227-020-03588-1,0,research-article,ACM,2021,"The implementation of a wireless sensor network has been utilized in many applications of urban and rural areas. One such application is smart-grid Internet of Things, (IoT)-based monitoring systems that work on real-time communication. They require an intelligent scheduling mechanism to scrap delay in dynamic traffic flows without undergoing any efficiency loss. This study presents a data-driven TDMA-based paradigm, called traffic-adaptive slot-assignment MAC (TASA-MAC) that supports IoT-channel dynamics in time-critical large-scale monitoring systems while combating the packet delay. The proposed work showcases low run-time scheduler-complexity for low-cost end nodes independent of the network’s scalability owing to TASA-MAC’s optimal fitness-function parameters under intermittent IoT-traffic scenarios, i.e., energy cost and residual energy ratio. The proposed scheduler minimizes the delay of exigency packets while also prompts the system to deliver them before their deadline expiry. The analytical and simulation model of TASA-MAC demonstrates its superiority in terms of moderated delay, packet throughput, and energy demand as compared to the existing models.",none
Deep learning-based route reconfigurability for intelligent vehicle networks to improve power-constrained using energy-efficient geographic routing protocol,https://dl.acm.org/doi/10.1007/s11276-023-03525-z,0,research-article,ACM,2023,"Transferring data in the mobile ad hoc network can be enabled to analyze data transferring and the network that manages the data and route them into the VPN-based routing. Here is the process of maintaining the gateway for the analysis. The main problem here is the routing of the data packets, and the analysis of the nodes in the form of packages is the main issue in this study. To fix this, troubleshooting problems can be enabled for the packets which reach the destinations and the echo response. The primary technique used in this study is energy efficient geographic routing protocol and reward-based intelligent Ad hoc routing is used for the analysis. The energy-efficient geographic routing protocol enables the EGRPM method to reduce the sensor nodes and the WSN. This allows gathering the data and the nodes to maintain the geographic way. Reward-based intelligent Ad hoc routing is used in automatic decision-making, and the analysis of the system to produce the selection action for the research is reinforcement learning. This results from the study of the configuration and the analysis of the data in the ad hoc network. This enables the formation of learning about the routing protocol and facilitates the current data transfer to the research done in the ad hoc networks. This data analysis in the mobile network helps analyze the system and the entire data management.",none
Energy Efficient Routing Technique for Wireless Sensor Networks Using Ant-Colony Optimization,https://dl.acm.org/doi/10.1007/s11277-020-07539-0,3,research-article,ACM,2020,"Wireless sensor networks (WSN) consists of numerous number of nodes fitted with energy reserves to collect large amount of data from the environment on which it is deployed. Energy conservation has huge importance in wsn since it is virtually impossible to recharge the nodes in their remote deployment. Forwarding the collected data from nodes to the base station requires considerable amount of energy. Hence efficient routing protocols should be used in forwarding the data to the base station in order to minimize the energy consumption thereby increasing the life-time of the network. In this proposed routing protocol, we consider a hierarchical routing architecture in which nodes in the outer-level forwards data to the inner-level nodes. Here we optimized the routing path using ant-colonies where data moves along minimal congested path. Further, when ant-colony optimization is used, certain cluster-head nodes may get overloaded with data forwarding resulting in early death due to lack of energy. To overcome this anomaly, we estimated the amount of data a neighboring Cluster-head can forward based on their residual energy. We compared the energy consumption results of this proposed Routing using Ant Colony Optimization (RACO) with other existing clustering protocols and found that this system conserves more energy thereby increasing lifetime of the network.",none
An Intelligent Recurrent Backpropagation Neural System for Energy Optimized Wireless Sensor Based Vehicle Communication,https://dl.acm.org/doi/10.1007/s11277-024-11423-6,0,research-article,ACM,2024,"Wireless sensor networks (WSN) have emerged in all digital and smart applications for providing the finest communication range. However, the main problem that often occurs in the WSN is the wide range of energy consumption. So, the present study has focused on developing a novel chimp-based back propagation recurrent neural model for optimizing energy usage. Here, the application that has been considered in this study is multi-input multi-output (MIMO) vehicle communication. Moreover, the planned procedure is executed in the NS2 environment and the performance has been validated in the dual phases that are before applying the chimp fitness and after applying the chimp optimal solution. Finally, the gained metrics have been compared with other conventional models and have earned the finest packet delivery rate and less energy consumption. This finest performance has proved the need for the designed model in the MIMO vehicle application for managing the energy resources by proper cluster-head selection and shortest route finding.",none
Energy-efficient monitoring in software defined wireless sensor networks using reinforcement learning: a prototype,https://dl.acm.org/doi/10.1155/2015/360428,10,article,ACM,2015,"Software defined wireless networks (SDWNs) present an innovative framework for virtualized network control and flexible architecture design of wireless sensor networks (WSNs). However, the decoupled control and data planes and the logically centralized control in SDWNs may cause high energy consumption and resource waste during system operation, hindering their application in WSNs. In this paper, we propose a software defined WSN (SDWSN) prototype to improve the energy efficiency and adaptability of WSNs for environmental monitoring applications, taking into account the constraints of WSNs in terms of energy, radio resources, and computational capabilities, and the value redundancy and distributed nature of data flows in periodic transmissions for monitoring applications. Particularly, we design a reinforcement learning based mechanism to perform value-redundancy filtering and load-balancing routing according to the values and distribution of data flows, respectively, in order to improve the energy efficiency and self-adaptability to environmental changes for WSNs. The optimal matching rules in flow table are designed to curb the control signaling overhead and balance the distribution of data flows for achieving in-network fusion in data plane with guaranteed quality of service (QoS). Experiment results show that the proposed SDWSN prototype can effectively improve the energy efficiency and self-adaptability of environmental monitoring WSNs with QoS.",none
Adaptive clustering routing protocol for underwater sensor networks,https://dl.acm.org/doi/10.1016/j.adhoc.2022.102953,5,research-article,ACM,2022,"In underwater sensor networks, the limited energy of sensor nodes and the difficulty of replacing the power supply means that one faulty node will severely affect the lifetime of the entire network. The design of energy-saving and efficient routing protocols is the key to prolonging the network lifetime. This paper describes an adaptive clustering routing protocol for underwater sensor networks based on multi-agent reinforcement learning. The proposed protocol models the network as a multi-agent system, and allows the nodes to select the global optimal route collaboratively through reinforcement learning. To reduce the probability of hotspots generation, an adaptive cluster head selection algorithm that does not incur any additional communication overhead and does not require consensus from surrounding nodes is proposed, which enables nodes to autonomously decide whether they can act as cluster heads using routing and environment information. Additionally, a biased reward function is designed to feedback the effect of the adaptive cluster head selection algorithm on the routing performance and to encourage the nodes to select the cluster heads as relays. Simulation results show that the proposed adaptive clustering routing protocol achieves higher routing efficiency, lower energy consumption, and longer network lifetime than existing approaches.",none
Emperor Penguin Optimized Q Learning Method for Energy Efficient Opportunistic Routing in Underwater WSN,https://dl.acm.org/doi/10.1007/s11277-022-10031-6,0,research-article,ACM,2022,"Underwater Wireless Sensor Network (UWSN) is a popular technique for monitoring marine environments. It consists of several acoustic channels, sink nodes, sensor nodes and base stations. Source nodes are deployed at different depth levels of oceans for monitoring purposes. Acoustic channels communicate between a source node and a sink node. After that, the information from the sink node is delivered to the base station using an RF signal. Limited Bandwidth, Energy Consumption and propagation delay are major challenges faced by UWSN. Battery consumption of sensor nodes leads to a great impact on the performance of the underwater wireless network. Void-hole occurrence and duplication of packets from sensor nodes to sink nodes increases energy dissipation and reduces the lifespan of the UWSN. Hence energy-efficient opportunistic routing with emperor penguin optimized Q learning method (EPO-Q) for UWSN was introduced to avoid the void-hole problem and reduce energy dissipation. The proposed work was implemented in the MATLAB platform and improved performance in terms of end-to-end delay, network overhead, energy consumption, accumulated propagation distance, battery power, packet loss ratio, absorption loss, throughput, energy efficiency and packet delivery ratio.",none
Dynamic Optimization Method of Wireless Network Routing Based on Deep Learning Strategy,https://dl.acm.org/doi/10.1155/2022/4964672,0,research-article,ACM,2022,"Wireless sensor network is a network that integrates sensor technology, computer technology, information processing technology, and communication technology. This paper aims to study how to analyze and study the routing optimization of wireless sensor network based on deep learning and describe the neural network. This paper puts forward the problem of routing optimization, which is based on the dynamic programming of wireless sensor network, and then elaborates around its concept and related algorithms and designs and analyzes the case of wireless sensor network optimization. Through the comparative analysis of the five algorithms in computer simulation, although the average network delay performance of DPER reached 0.47 s, it could effectively prolong the life cycle of the network. The DPER algorithm not only improves the network life but also improves the network energy utilization rate, shortens the average path length of the network, and reduces the standard deviation of the remaining energy of the node.",none
A slotted CSMA based reinforcement learning approach for extending the lifetime of underwater acoustic wireless sensor networks,https://dl.acm.org/doi/10.1016/j.comcom.2012.10.007,8,research-article,ACM,2013,"Underwater acoustic wireless sensor networks (UA-WSNs) are capable of supporting underwater missions. Due to the harsh environment, replacing or recharging battery for underwater sensors are difficult or costly, thus UA-WSN systems must be energy efficient. Although a large number of energy efficient schemes have been proposed for terrestrial wireless sensor networks, the fundamental differences between underwater acoustic channel and its terrestrial counterparts make those schemes perform poorly in underwater acoustic communications.In this work, we present an energy efficient architecture for UA-WSNs, which employs a reinforcement learning algorithm and a slotted Carrier Sensing Multiple Access (slotted CSMA) protocol. Due to the reinforcement learning algorithm, the proposed system is capable of optimising its parameters to adapt to the underwater environment after having been deployed. Simulation results show that the lifetime of the network is extended significantly with the proposed architecture by lowering the number of collisions and retransmissions of data packets.",none
