title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Reinforcement learning-based real time search algorithm for routing optimisation in wireless sensor networks using fuzzy link cost estimation,https://dl.acm.org/doi/10.1504/ijcnds.2019.099967,1,research-article,ACM,2019,"Internet of things is a technological advancement of wireless sensor networks (WSNs) which are characterised by highly complex, large scale, heterogeneous, dynamically changing and asymmetric networks. Such constraints make routing in WSNs a difficult task. This paper introduces fuzzy link cost estimation-based real time search routing algorithm (fuzzy RTS) in which link cost estimation is obtained from physical and MAC layer parameters like residual energy, packet drop rate and RSSI. Its performance has been evaluated with traditional reinforcement learning-based algorithms like real time search, adaptive tree, ant routing and constrained flooding algorithms on the basis of metrics like throughput, loss rate, success rate, energy consumption, energy efficiency and node battery life. The simulation results reveal that fuzzy RTS algorithm is most appropriate reinforcement learning-based routing algorithm among given algorithms for ensuring energy efficient and QoS aware routing in dynamically changing, asymmetric and unreliable environment of WSNs.",none
RLS2: An energy efficient reinforcement learning- based sleep scheduling for energy harvesting WBANs,https://dl.acm.org/doi/10.1016/j.comnet.2023.109781,1,research-article,ACM,2023,"In the Energy-Harvesting Wireless Body Area Networks (EH-WBAN), one of the fundamental challenges is preserving the self-sustainability of sensors without compromising network reliability and connectivity. Determining the sleep/wake schedule of body nodes (BNs) is an efficient way to achieve self-sustainability. Sleeping nodes should be connected to at least one active node to reduce delay and keep the network connected. There are two fundamental problems with previous methods for determining BN's sleep/wake schedule: (1) BN suffers from emergency packet loss and unnecessary frequent sleeping and waking up, and (2) They do not guarantee network connectivity. Studies that have only examined connectivity in EH-WBAN also have two main issues: (1) BNs are considered homogenous in terms of energy harvesting and its consumption, (2) These methods cannot adapt to the time-varying behavior of energy-harvesting resources. This study proposes a new method for sleep/wake scheduling called Reinforcement Learning-based Sleep Scheduling (RLS2). RLS2 has the following innovative points: (1) To avoid emergency packet loss or unnecessary frequent sleeping and waking up, each BN has its own sleep/wake schedule based on its energy level and sensed data changes, (2) Lowest possible number of BNs are determined as relay nodes in each round to increase network reliability and connectivity; these BNs remain active in each round, while the others operate according to the determined schedule. In this part of the proposed method: (1) Heterogeneous BNs are considered, (2) As a first step in solving adaptability, the problem of finding the optimal active groups is formulated as a Markov decision process (MDP), followed by a Q-learning algorithm capable of learning time-varying behavior of energy harvesting resources, (3) The unavailable action space is removed to reduce the problem's complexity, (4) To achieve good Q-learning performance, a reward function based on residual energy level and neighborhood degree of BNs is defined. It can find an active group with the lowest cardinality in the current round, which is maximum in terms of the residual energy of its sensors. The performed simulations indicate the appropriate convergence of the proposed method. The results show that, on average, the proposed method improves network connectivity and energy efficiency by 50% and 31%, respectively, and reduces network delay by 27%.Graphical abstractDisplay Omitted",none
Exploiting relay nodes for maximizing wireless underground sensor network lifetime,https://dl.acm.org/doi/10.1007/s10489-020-01735-y,2,research-article,ACM,2020,"A major challenge in wireless underground sensor networks is the signal attenuation originated from multi-environment transmission between underground sensor nodes and the above-ground base station. To overcome this issue, an efficient approach is deploying a set of relay nodes aboveground, thereby reducing transmission loss by shortening transmitting distance. However, this introduces several new challenges, including load balancing and transmission loss minimization. This paper tackles the problem of deploying relay nodes to reduce transmission loss under a load balancing constraint by proposing two approximation algorithms. The first algorithm is inspired by Beam Search, combined with a new selection scheme based on Boltzmann distribution. The second algorithm aims to further improve the solutions obtained by the former by reducing the transmission loss. We observe that we can find an optimal assignment between sensor nodes and a set of the chosen relay in polynomial time by reformulating the part of the problem as a bipartite matching problem with minimum cost. Experimental results indicate that the proposed methods perform better than the other existing ones in most of our test instances while reducing the execution time.",none
TDMA policy to optimize resource utilization in Wireless Sensor Networks using reinforcement learning for ambient environment,https://dl.acm.org/doi/10.1016/j.comcom.2022.08.013,0,research-article,ACM,2022,"Data packet reaches from the end node to sink in a multihop fashion in the internet of things (IoTs) and sensor networks. Usually, a head node (among neighboring or special purpose nodes) can collect data packets from the nodes and forward them further to sink or other head nodes. In Time-division multiple access (TDMA) driven scheduling, nodes often own slots in a time frame and are scheduled for data forwarding in the allotted time slot (owner node) in each time frame. A time frame in which the owner node does not have data to forward goes into sleep mode. Though the supposed owner node is in sleep mode, the corresponding head node is active throughout the time frame. This active period of a head node can cause an increase in energy consumption. Besides, because the head node in an active state does not receive a data packet, it is causing significantly to the throughput, ultimately leading to low channel utilization. We propose the Markov design policy (MDP) for such head nodes to reduce the number of time slots wasted in the time frame in our work. The proposal is the first such kind of MDP-based modeling for node scheduling in TDMA. The simulation results show that the proposed method outperforms existing adaptive scheduling algorithms for channel utilization, end-to-end delay, system utilization, and balance factor.",none
Event Driven Duty Cycling with Reinforcement Learning and Monte Carlo Technique for Wireless Network,https://dl.acm.org/doi/10.1155/2021/6644389,0,research-article,ACM,2021,"Reducing transmission delay and maximizing the network lifetime are important issues for wireless sensor networks (WSN). The existing approaches commonly let the nodes periodically sleep to minimize energy consumption, which adversely increases packet forwarding latency. In this study, a novel scheme is proposed, which effectively determines the duty cycle of the nodes and packet forwarding path according to the network condition by employing the event-based mechanism and reinforcement learning technique. This allows low-latency energy-efficient scheduling and reduces the transmission collision between the nodes on the path. The Monte Carlo evaluation method is also adopted to minimize the overhead of the computation of each node in making the decision. Computer simulation reveals that the proposed scheme significantly improves end-to-end latency, waiting time, packet delivery ratio, and energy efficiency compared to the existing schemes including S-MAC and event-driven adaptive duty cycling scheme.",none
UAV-assisted fair communications for multi-pair users: A multi-agent deep reinforcement learning method,https://dl.acm.org/doi/10.1016/j.comnet.2024.110277,0,research-article,ACM,2024,"Unmanned aerial vehicle (UAV) plays an important role in scenarios like search and rescue, remote communication relay, battlefield mobile networks, etc. In this paper, we investigate multiple UAV relays providing real-time transmission for multi-pair ground users (GUs) in the absence of ground-based stations (GBSs). Due to the limited load capacities and energy resources on-board, fairness between multi-pair users, throughput maximization, as well as the connectivity maintenance between UAVs are jointly considered. We formulate the energy-efficient fair throughput objective function, which turns to be non-convex with hybrid variables. To solve this intractable problem, we utilize the power of neural networks in function approximation and propose a multi-agent deep reinforcement learning (MADRL)-based algorithm. Different from traditional MADRL algorithms, we utilize the method, named independent proximal policy optimization (IPPO), which allows agents to update according to their own observations memory and encourages more explorations to some extend, as the base of our solution. Simulation results demonstrate that our algorithm outperforms some baselines in terms of fairness, throughput as well as energy consumption.",none
EER-RL: Energy-Efficient Routing Based on Reinforcement Learning,https://dl.acm.org/doi/10.1155/2021/5589145,2,research-article,ACM,2021,"Wireless sensor devices are the backbone of the Internet of things (IoT), enabling real-world objects and human beings to be connected to the Internet and interact with each other to improve citizens’ living conditions. However, IoT devices are memory and power-constrained and do not allow high computational applications, whereas the routing task is what makes an object to be part of an IoT network despite of being a high power-consuming task. Therefore, energy efficiency is a crucial factor to consider when designing a routing protocol for IoT wireless networks. In this paper, we propose EER-RL, an energy-efficient routing protocol based on reinforcement learning. Reinforcement learning (RL) allows devices to adapt to network changes, such as mobility and energy level, and improve routing decisions. The performance of the proposed protocol is compared with other existing energy-efficient routing protocols, and the results show that the proposed protocol performs better in terms of energy efficiency and network lifetime and scalability.",none
Enhanced resource allocation in mobile edge computing using reinforcement learning based MOACO algorithm for IIOT,https://dl.acm.org/doi/10.1016/j.comcom.2020.01.018,28,research-article,ACM,2020,"The Mobile networks deploy and offers a multiaspective approach for various resource allocation paradigms and the service based options in the computing segments with its implication in the Industrial Internet of Things (IIOT) and the virtual reality. The Mobile edge computing (MEC) paradigm runs the virtual source with the edge communication between data terminals and the execution in the core network with a high pressure load. The demand to meet all the customer requirements is a better way for planning the execution with the support of cognitive agent. The user data with its behavioral approach is clubbed together to fulfill the service type for IIOT. The swarm intelligence based and reinforcement learning techniques provide a neural caching for the memory within the task execution, the prediction provides the caching strategy and cache business that delay the execution. The factors affecting this delay are predicted with mobile edge computing resources and to assess the performance in the neighboring user equipment. The effectiveness builds a cognitive agent model to assess the resource allocation and the communication network is established to enhance the quality of service. The Reinforcement Learning techniques Multi Objective Ant Colony Optimization (MOACO) algorithms has been applied to deal with the accurate resource allocation between the end users in the way of creating the cost mapping tables creations and optimal allocation in MEC.",none
Application of reinforcement learning to wireless sensor networks: models and algorithms,https://dl.acm.org/doi/10.1007/s00607-014-0438-1,7,article,ACM,2015,"Wireless sensor network (WSN) consists of a large number of sensors and sink nodes which are used to monitor events or environmental parameters, such as movement, temperature, humidity, etc. Reinforcement learning (RL) has been applied in a wide range of schemes in WSNs, such as cooperative communication, routing and rate control, so that the sensors and sink nodes are able to observe and carry out optimal actions on their respective operating environment for network and application performance enhancements. This article provides an extensive review on the application of RL to WSNs. This covers many components and features of RL, such as state, action and reward. This article presents how most schemes in WSNs have been approached using the traditional and enhanced RL models and algorithms. It also presents performance enhancements brought about by the RL algorithms, and open issues associated with the application of RL in WSNs. This article aims to establish a foundation in order to spark new research interests in this area. Our discussion has been presented in a tutorial manner so that it is comprehensive and applicable to readers outside the specialty of both RL and WSNs.",none
Detection and prevention of sinkhole attacks in MANETS based routing protocol using hybrid AdaBoost-Random forest algorithm,https://dl.acm.org/doi/10.1016/j.eswa.2024.123765,0,research-article,ACM,2024,"WSN (Wireless Sensor Network) is considered as one of the promising technologies which are utilized in various fields for various applications. Along with it, MANET (Mobile Ad Hoc Network) has attracted a distinct attention, as they serve communication means across innumerable domain. In recent years, due to the development of both wired and wireless technologies, attacks are becoming more frequent and these attacks can be in various form such as worm hole, black hole, grey-hole, sinkhole and others. These attacks can cause loss of security, increase the number of drop packets, decrease packet delivery ratio which result in poor routing performance. In order to overcome these issues, the proposed study employs PBCS (Particle Bee Colony Swarm) algorithm for finding the shortest path between the nodes, which helps in reducing the routing cost and makes the model more efficient and effective. In addition to this, Hybrid AdaBoost-Random forest algorithm is utilized in proposed model. This model helps in reducing the training time which makes the model more reliable and efficient than existing models. It can be implemented in huge dataset and in Hybrid AdaBoost-Random Forest algorithm, estimator of random forest is used, which result in high accuracy and low loss. AODV (Ad-Hoc on Demand Vector) protocol helps to identify the prevention of attack as this routing protocol perform better for longer and extensive duration of traffic than other protocols. The performance of the proposed model is evaluated using different metrics which includes accuracy, recall, precision, sensitivity and specificity. Besides, energy consumption, throughput, network lifetime, delay of the proposed model is also evaluated. The proposed model is then compared with various existing models in order to determine the efficiency and effectiveness of the proposed framework.",none
An empirical study on underwater acoustic sensor networks based on localization and routing approaches,https://dl.acm.org/doi/10.1016/j.advengsoft.2022.103319,1,review-article,ACM,2023,"ts•This review article focuses on the Underwater Wireless Sensor Network (UWSNs) based on localization and routing.•The results discussed in this work are solely based on prior published research-based information obtained.•Here many of the machine learning techniques are highly focused in UWSNs.•This work provides a better understanding of Underwater Wireless Sensor Network; therefore, an effective technique can be compared and achieved in terms of better performance.•The research articles are searched and utilized from 2014 to 2021 from different resources. In the localization have several techniques and algorithm with numerous features namely accuracy, capability of resource, and deployment restriction.AbstractThis review article focuses on the Underwater Wireless Sensor Network (U0s) based on localization and routing. Moreover, this review mainly incorporates several research articles based on the date of publication, domains, journals, authors, and methodologies utilized for studies. The results discussed in this work are solely based on prior published research-based information obtained. The research articles are searched and utilized from 2014 to 2021 from different resources. In the localization have several techniques and algorithm with numerous features namely accuracy, capability of resource, and deployment restriction. then, the routing based on the various approaches and algorithm with several parameters like energy consumption, packet delivery ratio, network lifetime, and so on., are reviewed. Here many of the machine learning techniques are highly focused in UWSNs. This work provides a better understanding of Underwater Wireless Sensor Network; therefore, an effective technique can be compared and achieved in terms of better performance.",none
Multi-sensor fusion for body sensor network in medical human–robot interaction scenario,https://dl.acm.org/doi/10.1016/j.inffus.2019.11.001,8,research-article,ACM,2020,"ts•Body sensor networks collect medical and motion data for smart healthcare.•Multi-sensor fusion provides comprehensive data analysis.•Fusion decision is affected by the mode of medical human-robot interaction.AbstractWith the development of sensor and communication technologies, body sensor networks(BSNs) have become an indispensable part of smart medical services by monitoring the real-time state of users. Due to introducing of smart medical robots, BSNs are not related to users, but also responsible for data acquisition and multi-sensor fusion in medical human–robot interaction scenarios. In this paper, a hybrid body sensor network architecture based on multi-sensor fusion(HBMF) is designed to support the most advanced smart medical services, which combines various sensor, communication, robot, and data processing technologies. The infrastructure and system functions are described in detail and compared with other architectures. Especially, A multi-sensor fusion method based on interpretable neural network(MFIN) for BSNs in medical human–robot interaction scenario is designed and analyzed to improve the performance of fusion decision-making. Compared with the current multi-sensor fusion methods, our design guarantees both the flexibility and reliability of the service in the medical human–robot interaction scenario.",none
Time-critical energy minimization protocol using PQM (TCEM-PQM) for wireless body sensor network,https://dl.acm.org/doi/10.1007/s11227-019-03042-x,2,research-article,ACM,2020,"Wireless body sensor network (WBSN) provides a sophisticated monitoring environment without disturbing the daily subject activity. The WBSN increases the mobility of the subject without being restricted inside the hospital environment. However, resources like limited power and transceiver capability limit the movement of the subject. Providing an energy-efficient scheme will provide extended network lifetime and limits the frequency of recharging the battery. This subject condition modelled as a Markov model with normal and abnormal states. The transition from the normal state to abnormal state is predicted through Markov process. The sensor nodes monitoring the subject status remade to sleep state during the reasonable condition, and during the abnormal state, all the nodes awakened. This sleep–wake methodology with priority queuing model is studied in this paper and implemented in MATLAB. The priority queuing model provides a novel solution for time-critical applications. The proposed TCEM-PQM provides reduced time delay when compared to PQM routing protocol. The time delay reduced for critical applications and the policy suits monitoring environment and healthcare applications. The proposed model is simulated with Markov model.",none
