title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Compressive network coding for wireless sensor networks,https://dl.acm.org/doi/10.1016/j.comnet.2016.09.007,8,research-article,ACM,2016,"Considering the temporal and spatial correlations of sensor readings in wireless sensor networks (WSNs), this paper develops a clustered spatio-temporal compression scheme by integrating network coding (NC), compressed sensing (CS) and spatio-temporal compression for correlated data. The proper selection of NC coefficients and measurement matrix is investigated for this scheme. This design ensures successful reconstruction of original data with a considerably high probability and enables successful deployment of NC and CS in a real field. Moreover, in contrast to other spatio-temporal schemes with the same computational complexity, the proposed scheme possesses lower reconstruction error by employing independent encoding in each sensor node (including the cluster head nodes) and joint decoding in the sink node. In order to further reduce the reconstruction error, we construct a new optimization model of reconstruction error for the clustered spatio-temporal compression scheme. A distributed algorithm is developed to iteratively determine the optimal solution. Finally, simulation results verify that the clustered spatio-temporal compression scheme outperforms other two categories of compression schemes significantly in terms of recovery error and compression gain and the distributed algorithm converges to the optimal solution with a fast and stable speed.",none
An improved DECPSOHDV-Hop algorithm for node location of WSN in Cyber–Physical–Social-System,https://dl.acm.org/doi/10.1016/j.comcom.2022.05.008,1,research-article,ACM,2022,"Cyber-Physical Social System (CPSS) refers to the interaction between cyber-physical systems and social networks. The accuracy of information transmission in Cyber-Physical System is very important, and the information transmission of WSN node positioning occupies an important position. Aiming at the ubiquitous positioning accuracy and resource allocation problems in the node positioning, we propose an improved Chaotic Particle Swarm Optimization Hybrid Distance Vector Hopping Algorithm Based on Differential Evolution (DECPSOHDV-Hop) algorithm. This algorithm uses an improved algorithm parallel mechanism in the WSN node positioning, which can be more accurately positioned unknown node through dynamic optimization. In addition, when solving high-dimensional function optimization problems, particle swarm optimization (PSO) algorithms tend to converge prematurely and fall into local extremes. Therefore, based on the (DE)/current-to-best/1 operator, this paper proposes chaotic PSO algorithms of hybrid and parallel. For particle optimization in the difference operator, Gaussian/normal distribution is used for balance optimization. The hybrid method selects the basic particle swarm update strategy according to the probability, simplified the particle swarm update strategy or differential optimization to update the individual. The parallel method uses the improved model to update the Gaussian mutation operator of DE to update the entire population. In the simulation experiment results, the results of testing 20 high-dimensional benchmark functions show that compared with PSO and CPSO, the above two improved algorithms have better search accuracy and higher convergence speed, as well as the optimization results of the test function; In WSN node positioning, the positioning accuracy of the DECPSOHDV-Hop algorithm is as high as 90%, and the excellent positioning stability of the algorithm is verified from three different standards.",none
Burst-Aware Time-Triggered Flow Scheduling With Enhanced Multi-CQF in Time-Sensitive Networks,https://dl.acm.org/doi/10.1109/TNET.2023.3264583,3,research-article,ACM,2023,"Deterministic transmission guarantee in time-sensitive networks (TSN) relies on queue models (such as CQF, TAS, ATS) and resource scheduling algorithms. Thanks to its ease of use, the CQF queue model has been widely adopted. However, the existing resource scheduling algorithms of CQF model only focus on periodic time-triggered (TT) flows without consideration of bursting flows. Considering that the bursting flows often carry high-priority data in real systems, in this paper we investigate the mixed-flow (i.e., TT and bursting flows) scheduling problem in CQF-based TSN aiming to maximize the number of schedulable flows and system load balance while satisfying the deterministic demands of delay, jitter, and reliability for both TT and bursting flows. Unfortunately, it is challenging to schedule the mixed flows with the original CQF model because of the huge difference between TT and bursting flows. To resolve this problem, we firstly design an enhanced Multi-CQF model to satisfy the basic demands of bursting flows sent at any time without affecting the deterministic transmission of TT flows. Given the complexity of mixed-flow scheduling and the proposed queue model, it is difficult for traditional algorithms to fully utilize network resources. Thus, we further propose a uline time-correlated uline DRL uline resource uline scheduling (TimeDRS) algorithm to optimize the resource allocation. TimeDRS can be extended to other time-related resource scheduling scenarios, such as TDMA-based scheduling. Experimental results demonstrate that our proposed approaches can greatly reduce frame loss and end-to-end latency for bursting flows, and well balance runtime and schedulability compared with state-of-the-art benchmarks.",none
Energy Consumption Evaluation of ZigBee Routing Protocols in IOT,https://dl.acm.org/doi/10.1007/s11277-022-10114-4,0,research-article,ACM,2023,"Currently, WSN is a critical component of the IoT environment that allows reliable data collection and delivery. WSN is a fast-paced network, a productive operation that can be used in the event of an emergency along with natural hazards, military forces, fires and asset tracking. In addition, the issues and issues affecting WSN are flexible shifts in topology without any static facilities and limited energy sources. Dynamic topology changes will result in existing data packets for each node, as will the reliability of the network. In order to overcome problems in WSN, the selection of the network topology is merely an attempt to enhance the quality of the network. The QoS dimensions to be assessed seem to be the PACKAGE DELIVERY, PACKAET LOSS, THROUGHPUT, DELAY and overhead routing. This Article sets out a set of performance measures for the objective assessment of different types of protocols. Two of the most common routing protocols were selected: AODV and AOMDV network topology. Consumption of energy seems to be a key QoS function which effects the life of the network sensor. The current research continued to carry out an assessment of the QoS requirements for success, i.e. Using NS2 simulator, that is a discreet Simulation tool operated by event and is open source, packet transmission ratio, throughput, average E2ED delay and energy efficiency Studying the complex design of wireline and wireless communication networks is useful. The results of the computational model also showed that AOMDV efficiency in terms of throughput is much more acceptable than AODV, Average E2ED delay(s) fraction, E2ED delay. In ENERGY CONSUMPTION THROUGHPUT uniform routing load as opposed to AOMDV the AODV protocol did work better.",none
Employing blockchain and IPFS in WSNs for malicious node detection and efficient data storage,https://dl.acm.org/doi/10.1007/s11276-023-03648-3,0,research-article,ACM,2024,"The presence of the malicious internet of things (IoT) devices in wireless sensor networks (WSNs), in the underlying work, is identified using a private blockchain and interplanetary file system (IPFS) based system. In the proposed model, the registration of IoT devices is being done via the IoT device manager. After registration, the IoT devices send a request to get services from the IoT device manager. At this stage, authentication is performed through a machine learning technique, known as logitboost (LB), which helps in identifying the IoT devices as malicious or legitimate. A verification report is forwarded to the IoT device manager upon detection. If the IoT device is found to be acting maliciously, it is penalized and vice versa. Thus, ensuring the IoT device manager provides the required service only to the legitimate IoT device. The data used in the proposed work is taken from the WSN dataset (WSN-DS), which is balanced via the synthetic minority oversampling technique. Additionally, the miner nodes’ verification is performed via verifiable byzantine fault tolerance (VBFT). Also, IPFS is used to store the transaction data being shared between the IoT devices. The simulation results show that VBFT surpasses the proof of authority consensus mechanism by 15–20% in terms of transaction throughput. Furthermore, the LB classifier is found to surpass decision tree, nearest centroid, quadratic discriminant analysis and weighted average ensemble by 2%, 24%, 71%, 5% in terms of accuracy.",none
Data ferries based compressive data gathering for wireless sensor networks,https://dl.acm.org/doi/10.1007/s11276-017-1584-0,1,article,ACM,2019,"The latest research progress of the theory of compressive sensing (CS) over graphs makes it possible that the advantage of CS can be utilized by data ferries to gather data for wireless sensor networks. In this paper, we leverage the non-uniform distribution of the sensing data field to significantly reduce the required number of data ferries, yet ensuring the recovered data quality. Specially, we propose an intelligent compressive data gathering scheme consisting of an efficient stopping criterion and a novel learning strategy. The proposed stopping criterion is based only on the gathered data, without relying on the priori knowledge on the sparsity of unknown sensing data. Our learning strategy minimizes the number of data ferries while guaranteeing the data quality by learning the statistical distribution of the gathered data. Simulation results show that the proposed scheme improves the reconstruction accuracy and stability compared to the existing ones.",none
Wireless Holon Network for job shop isoarchic control,https://dl.acm.org/doi/10.1016/j.compind.2016.08.005,1,research-article,ACM,2016,"This paper highlights that new forms of decisional intelligence could be deployed in production system control.Wireless Holon Network is presented, combining holonic and isoarchic control with wireless sensor network technology.Behavior and decision making models of the various holons types are described through Discrete EVent System specification formalism.An application to the internal logistics of a job shop is presented.A discussion on organizational implications of the operationalization of the proposed control is conducted. This work introduces a novel perspective in the field of Holonic Manufacturing Systems, based on wireless intelligent control of production systems. The presented control approach uses isoarchic control architecture and considers wireless sensor network technology as support for its implementation. A wireless holon network (WHN) is thus proposed. WHN is an instance of CPPS (Cyber-physical production systems). This allows decision-making capacities to each physical entity of the production system constituting a set of holons. These holons are connected entities of three types (Product, Resource or Order), that interact to bring out a collective intelligence. The formal models of the various holons are described as well as their exploitation via the wireless sensor network technology. An application to the internal logistics of a job shop is presented. A discussion focuses on organizational changes resulting from the exploitation of a WHN to highlight organizational implications of the operationalization of the proposed approach.",none
Improvement of packet transmission scheduling and delivery rate in wireless Ad-Hoc networks,https://dl.acm.org/doi/10.1016/j.phycom.2022.101707,0,research-article,ACM,2022,"The principal purpose of Ad-Hoc wireless networks is to increase service efficiency in terms of transmission scheduling and packet transfer rate. The approaches that assume frame unicity to satisfy a given set of packets minimize the end-to-end delay. However, they do not guarantee a maximum packet delivery rate due to the difficulty of establishing robust paths for packet transfer across nodes deployed in the network, especially in a three-dimensional (3D) environment. The objective is to minimize the end-to-end delay by ensuring the maximum delivery of packets to their destinations. Furthermore, the signal-to-interference-and-noise-ratio (SINR) model is considered to optimize transmission scheduling. In this paper, an optimal node coordinates optimization approach is proposed to extend two recently investigated schemes in the literature (S-RDSP and I-RDSP). The developed algorithms, named S-MPDR and I-MPDR, seek to reduce the end-to-end delay by delivering a collection of inserted packets over a 3D environment while also maximizing the delivery rate of these packets. Desirability functions are used to evaluate the network’s performance in various scenarios involving two different environments, Level 0 and Level 1. Numerical results demonstrate that the developed algorithms outperform both schemes in terms of end-to-end delay and packet delivery rate. In the Level 0 environment, the overall minimum delay and packet delivery rate scores provided by S-MPDR are increased by 28% and 88% compared to S-RDSP, respectively. In comparison, those provided by I-MPDR are increased by 24% and 16% compared to I-RDSP. Similarly, in the Level 1 environment, the scores provided by S-MPDR are increased by 25% and 100% compared to S-RDSP, respectively, while those provided by I-MPDR are increased by 23% and 25% compared to I-RDSP.",none
FQ-MEC: Fuzzy-Based Q-Learning Approach for Mobility-Aware Energy-Efficient Clustering in MANET,https://dl.acm.org/doi/10.1155/2021/8874632,0,research-article,ACM,2021,"Different schemes have been proposed for increasing network lifetime in mobile ad hoc networks (MANETs) where nodes move uncertainly in any direction. Mobility awareness and energy efficiency are two inescapable optimization problems in such networks. Clustering is an important technique to improve scalability and network lifetime, as it relies on grouping mobile nodes into logical subgroups, called clusters, to facilitate network management. One of the challenging issues in this domain is to design a real-time routing protocol that efficiently prolongs the network lifetime in MANET. In this paper, a novel fuzzy-based Q-learning approach for mobility-aware energy-efficient clustering (FQMEC) is proposed that relies on deciding the behavioral pattern of the nodes based on their stability and residual energy. Also, Chebyshev’s inequality principle is applied to get node connectivity for load balancing by taking history from the monitoring phase to increase the learning accuracy. Extensive simulations are performed using the NS-2 network simulator, and the proposed scheme is compared with reinforcement learning (RL). The obtained results show the effectiveness of the proposed protocol regarding network lifetime, packet delivery ratio, average end-to-end delay, and energy consumption.",none
A learning automata based scheduling solution to the dynamic point coverage problem in wireless sensor networks,https://dl.acm.org/doi/10.1016/j.comnet.2010.03.014,15,article,ACM,2010,"The dynamic point coverage problem in wireless sensor networks is to detect some moving target points in the area of the network using as few sensor nodes as possible. One way to deal with this problem is to schedule sensor nodes in such a way that a node is activated only at the times a target point is in its sensing region. In this paper we propose SALA, a scheduling algorithm based on learning automata, to deal with the problem of dynamic point coverage. In SALA each node in the network is equipped with a set of learning automata. The learning automata residing in each node try to learn the maximum sleep duration for the node in such a way that the detection rate of target points by the node does not degrade dramatically. This is done using the information obtained about the movement patterns of target points while passing throughout the sensing region of the nodes. We consider two types of target points; events and moving objects. Events are assumed to occur periodically or based on a Poisson distribution and moving objects are assumed to have a static movement path which is repeated periodically with a randomly selected velocity. In order to show the performance of SALA, some experiments have been conducted. The experimental results show that SALA outperforms the existing methods such as LEACH, GAF, PEAS and PW in terms of energy consumption.",none
