title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Handling Coexistence of LoRa with Other Networks through Embedded Reinforcement Learning,https://dl.acm.org/doi/10.1145/3576842.3582383,2,research-article,ACM,2023,"The rapid growth of various Low-Power Wide-Area Network (LPWAN) technologies in the limited spectrum brings forth the challenge of their coexistence. Today, LPWANs are not equipped to handle this impending challenge. It is difficult to employ sophisticated media access control protocol for low-power nodes. Coexistence handling for WiFi or traditional short-range wireless network will not work for LPWANs. Due to long range, their nodes can be subject to an unprecedented number of hidden nodes, requiring highly energy-efficient techniques to handle such coexistence. In this paper, we address the coexistence problem for LoRa, a leading LPWAN technology. To improve the performance of a LoRa network under coexistence with many independent networks, we propose the design of a novel embedded learning agent based on a lightweight reinforcement learning at LoRa nodes. This is done by developing a Q-learning framework while ensuring minimal memory and computation overhead at LoRa nodes. The framework exploits transmission acknowledgments as feedback from the network based on what a node makes transmission decisions. To our knowledge, this is the first Q-learning approach for handling coexistence of low-power networks. Considering various coexistence scenarios of a LoRa network, we evaluate our approach through experiments indoors and outdoors. The outdoor results show that our Q-learning approach on average achieves an improvement of 46% in packet reception rate while reducing energy consumption by 66% in a LoRa network. In indoor experiments, we have observed some coexistence scenarios where a current LoRa network loses all the packets while our approach enables 99% packet reception rate with up to 90% improvement in energy consumption.",none
Reinforcement learning based reliability-aware routing in IoT networks,https://dl.acm.org/doi/10.1016/j.adhoc.2022.102869,0,research-article,ACM,2022,"The unprecedented scale and ubiquity of the Internet of Things (IoT) introduce a maintainability challenge. IoT networks operate in diverse and harsh environments that impose thermal stress on IoT devices. The lifetime of these networks can be limited by hardware failures resulting from exacerbated reliability degradation mechanisms at high temperatures. In this paper, we propose a novel adaptive and distributed reliability-aware routing protocol based on reinforcement learning to mitigate the reliability degradation of IoT devices and improve the network Mean Time to Failure (MTTF). Through routing, we curb the utilization of quickly degrading devices, which helps to lower the device power dissipation and temperature, thus reducing the effect of temperature-driven failure mechanisms. To quantify and optimize networking performance besides reliability, we incorporate Expected Transmission Count (ETX) in our formulations as a measure of communication link quality. Our proposed algorithm adapts routing decisions based on the current reliability status of the devices, the amount of degradation they are likely to experience due to communication activity, and network performance goals. We extend the ns-3 network simulator to support our reliability models and evaluate the routing performance by comparing with state-of-the-art approaches. Our results show up to a 73.2% improvement in reliability for various communication data rates and the number of nodes in the network while delivering comparable performance.",none
Dynamic link utilization empowered by reinforcement learning for adaptive storage allocation in MANET,https://dl.acm.org/doi/10.1007/s00500-023-09281-8,0,research-article,ACM,2023,"In modern wireless networks, mobile nodes often deal with the challenge of maintaining a sufficient number of data packets due to limited storage capacity within each cluster. It adversely impacts network performance by compromising data quality during transmissions. The ensuing delays, caused by data packets awaiting storage allocation, result in reduced throughput and increased end-to-end latency. To effectively address these issues, we present a Dynamic Link Utilization with Reinforcement Learning (DLU-RL) method, which is designed to optimize storage allocation for communication data packets, significantly enhancing network performance. Instead of static allocation, DLU-RL employs dynamic strategies guided by reinforcement learning algorithms. This innovative method not only tackles storage constraints but also proactively adapts to varying network conditions and traffic patterns. In our approach, we first perform a comprehensive analysis of storage capacities across all nodes, establishing a baseline for dynamic resource allocation. The DLU-RL framework then swiftly assigns storage space based on real-time demand and priority, optimizing storage utilization on the fly. As a result of implementing DLU-RL, substantial enhancements in throughput and concurrent minimization of end-to-end delays are achieved. This research not only contributes to efficient storage allocation techniques but also pioneers the integration of reinforcement learning for wireless communication network performance optimization. The proposed framework signifies a paradigm shift in storage management, offering adaptability, efficiency, and real-time optimization to tackle the evolving challenges of wireless communication.",none
High performance wireless sensor network localisation system,https://dl.acm.org/doi/10.1504/IJAHUC.2014.065776,4,article,ACM,2014,"In this paper we summarise the results of our research concerned with the development, implementation and evaluation of a software framework for wireless sensor networks (WSNs) localisation - high performance localisation system (HPLS). The system can be used to calculate positions of sensing devices (network nodes) in the deployment area, and to tune and verify various localisation schemes through simulation. It provides tools for data acquisition from a workspace, estimation of inter-node distances, calculation of geographical coordinates of all nodes with unknown position and results evaluation. Received Signal Strength measurements are utilised to support the localisation process. Trilateration, simulated annealing (SA) and genetic algorithm (GA) are applied to calculate the geographical coordinates of network nodes. The utility, efficiency and scalability of the proposed localisation system HPLS have been justified through simulation and testbed implementation. The calculations have been done in parallel using the map-reduce paradigm and the high performance computing (HPC) environment formed by a cluster of servers. The testbed networks were formed by sensor devices manufactured by Advantic Technology (clones of TelosB platform). A provided case study demonstrates the localisation accuracy obtained for small-, medium and large-size multihop networks.",none
Multi-user reinforcement learning based task migration in mobile edge computing,https://dl.acm.org/doi/10.1007/s11704-023-1346-3,1,research-article,ACM,2023,"Mobile Edge Computing (MEC) is a promising approach. Dynamic service migration is a key technology in MEC. In order to maintain the continuity of services in a dynamic environment, mobile users need to migrate tasks between multiple servers in real time. Due to the uncertainty of movement, frequent migration will increase delays and costs and non-migration will lead to service interruption. Therefore, it is very challenging to design an optimal migration strategy. In this paper, we investigate the multi-user task migration problem in a dynamic environment and minimizes the average service delay while meeting the migration cost. In order to optimize the service delay and migration cost, we propose an adaptive weight deep deterministic policy gradient (AWDDPG) algorithm. And distributed execution and centralized training are adopted to solve the high-dimensional problem. Experiments show that the proposed algorithm can greatly reduce the migration cost and service delay compared with the other related algorithms.",none
Deep reinforcement learning-based edge computing offloading algorithm for software-defined IoT,https://dl.acm.org/doi/10.1016/j.comnet.2023.110006,0,research-article,ACM,2023,"Edge computing offloading can effectively solve the problem of insufficient computing resources for terminal devices and improve the performance and efficiency of the system. When network states and tasks change rapidly, data-driven intelligent algorithms have difficulty obtaining comprehensive statistics for accurate prediction, resulting in degraded performance of computational offloading and difficulty in adaptive adjustment. It is a current challenge to improve the environment-aware, intelligent optimization so that the computational offloading algorithm can adapt to the dynamic changes in network state and task demands, thus achieving global multi-objective optimization. This paper presents optimized edge computing offloading algorithm for software-defined IoT. First, to provide global state for making decisions, a software defined edge computing (SDEC) architecture is proposed. The edge layer is integrated into the control layer of software-defined IoT, and multiple controllers share the global network state information via east–west message exchange. Moreover, an edge computing offloading algorithm in software-defined IoT (ECO-SDIoT) based on deep reinforcement learning is proposed. It enables the controllers to offload the computing task to the most appropriate edge server according to the global states, task requirements, and reward. Finally, the performance metrics for edge computing offloading were evaluated in terms of unit task processing latency, load balancing of edge servers, task processing energy consumption, and task completion rate, respectively. Simulation results show that ECO-SDIoT can effectively reduce task completion time and energy consumption compared with other strategies.Highlights•We proposed SDEC framework in IoT environment to provide support for DRL.•We proposed ECO-SDIoT algorithm to derive the optimal offloading policy.•We create appropriate rewards to feedback information about computing offloading.•Simulation results show that ECO-SDIoT algorithm outperforms the three related works.",none
Reinforcement learning-based multi-objective energy-efficient task scheduling in fog-cloud industrial IoT-based systems,https://dl.acm.org/doi/10.1007/s00500-023-09159-9,0,research-article,ACM,2023,"The advancement of Industrial Internet of Things (IIoT) applications has increased the demand for efficient and energy-aware task scheduling in fog-cloud environments. This paper presents a novel multi-objective energy efficient task scheduling based reinforcement learning (MEETS-RL) model for fog-cloud IIoT-based systems. The IIoT, fog, and cloud are the three layers obtained in the proposed method. Tasks are captured from various industries through industrial devices such as actuators, sensors, and control systems placed near fog nodes. The task classification stage utilizes the ID3 algorithm to classify tasks based on their priority, Quality of Service (QoS), and processing requirements. After classification, appropriate fog nodes are selected for task execution considering factors such as energy consumption, processing capabilities, and proximity to IIoT devices. The unhandled task in fog nodes is offloaded to cloud data centers using the first fit (FF) algorithm, based on available resources, QoS requirements, and fog node location. Once the suitable fog nodes or cloud data centers have been identified, the tasks are scheduled for execution using a reinforcement learning-based task scheduling algorithm. Experimental evaluations demonstrate that the proposed MEETS-RL model outperforms existing task scheduling models, including first come first serve (FCFS), greedy for energy (GfE), shortest job first (SJF), round Robin (RR), and Laxity based priority with Ant colony system (LBP-ACS). The experimental results of the proposed architecture showed an accuracy rate of 98.8%, task completion rate of 95% and energy consumption of 0.4 J. The proposed architecture offers a comprehensive solution for modern IIoT systems demanding flexibility, scalability, and efficient resource management while enhancing energy efficiency through the application of reinforcement learning in task scheduling.",none
Recent Reinforcement Learning and Blockchain Based Security Solutions for Internet of Things: Survey,https://dl.acm.org/doi/10.1007/s11277-023-10664-1,1,research-article,ACM,2023,"Users’ security is one of the most important issues in Internet of Things (IoT) due to the high number of IoT devices involved in different applications. Security threats are evolving at a rapid pace that make the current security and privacy measures unsuitable. Therefore, several researchers have been attracted by this domain with the aim of proposing either new or improved solutions to address the problem of security in IoT. Blockchain technology is a relatively new invention in modern IoT applications to solve the security issue. It is based on the use of a public immutable ledger called a blockchain. After conducting a verification process, several parts on a network encode transactions into this ledger. Moreover, Machine learning (ML) algorithms have been used as emerging solutions to improve IoT security. Reinforcement learning (RL) is the most popular machine learning technique proposed to secure IoT systems. Unlike other ML methods, RL can observe, learn and interact with the environment even if it has minimum information about the considered parameters. Various researches have been proposed to treat security problem in IoT based on either RL technique or Blockchain technology or a combination of both techniques. Therefore, we believe there is a need for a comprehensive survey on works proposed in recent years that address security issues using these techniques. In this paper, we provide a summary of research efforts made in the past few years, from 2018 to 2021, addressing security issues using RL and blockchain techniques in the IoT domain.",none
Node position estimation based on optimal clustering and detection of coverage hole in wireless sensor networks using hybrid deep reinforcement learning,https://dl.acm.org/doi/10.1007/s11227-023-05494-8,0,research-article,ACM,2023,"Sensor nodes, typically small and low-power devices, are components of wireless sensor networks (WSNs). Each node monitors its surroundings for relevant environmental changes and sends all detected events to the data collector for analysis. If the sensor nodes are not placed correctly, there may be areas that are not within the detection zone of any sensor node. Coverage holes in WSNs are usually caused by random deployment and node failure. Energy holes and dead nodes are the main problems caused by detection and recovery of coverage holes in WSNs. The size of coverage holes increases the time complexity and power of recent protocols. However, there is a high computational complexity associated with distributed methods proposed in recent years to solve the coverage hole detection problem. In this paper, we propose optimal cluster-based node position estimation and coverage hole detection in WSNs using a hybrid deep learning approach. First, a modified Lyapunov optimization (MLO) algorithm to compute the node position is presented, which ensures edge nodes in the network. Next, we design optimal clustering technique by using improved sand cat swarm optimization (ISCSO) algorithm to formulate efficient balanced clusters which computes coverage hole area in the network. Afterward, we develop a hybrid deep reinforcement learning (Hyb-DRL) technique for hole shape detection and hole size judgment within clusters, among clusters and along edges. The results show that the proposed approach achieves significant improvements compared to existing benchmark approaches. Specifically, the average energy consumption of CG-DCHD approach is 43.835%, 32.674% and 26.164% lower for node density, hole density and simulation rounds, respectively. The hole detection time is 18.4%, 16.802% and 15.462% lower, while the coverage is 16.885%, 14.977% and 12.219% higher for node density, hole density and simulation rounds, respectively. Additionally, the network lifetime of CG-DCHD approach is 15.58%, 17.702% and 20.492% higher, while the control packet overhead is 0.83%, 1.907% and 1.466% lower for node density, hole density and simulation rounds, respectively.",none
"Route Packets Uneven, Consume Energy Even: A Lifetime Expanding Routing Algorithm for WSNs",https://dl.acm.org/doi/10.1007/s11277-022-09702-1,0,research-article,ACM,2022,"Wireless Sensor Networks (WSNs) are infrastructure-free networks consisting of tiny and simple environmental sensing devices. Sensor nodes collaborate through wireless and limited-range communication links to report environmental conditions to the network base-station (BS). These features need to establish efficient routing algorithms in WSNs to optimize various parameters of WSNs, including energy consumption, end-to-end delay, network lifetime, and network congestion. This paper proposes an efficient routing algorithm to evenly consume energy over the network area that eventually expands the network lifetime. The proposed algorithm directs an event occurrence report toward the BS in a multi-hop manner. Intermediate sensor nodes decide about the next receiving node of the report using a lightweight optimization process based on the network’s mean residual energy, sensors’ distance to BS, and the positions of neighboring sensors. Evaluations show that the proposed algorithm directs traffic toward the boundaries of the network, which leads to better balance in traffic and energy consumption network-wide. The proposed algorithm reduces the standard deviation of the sensor node residual energy up to 6x and, through this, expands the network lifetime by at least 36%.",none
