title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Networked Control of Nonlinear Systems under Partial Observation Using Continuous Deep Q-Learning,https://ieeexplore.ieee.org/document/9029214/,1,Conference Paper,IEEE,2019,"In this paper, we propose a design of a model-free networked controller for a nonlinear plant whose mathematical model is unknown. In a networked control system, the controller and plant are located away from each other and exchange data over a network, which causes network delays that may fluctuate randomly due to network routing. So, in this paper, we assume that the current network delay is not known but an estimated maximum value of fluctuating network delays is known beforehand. Moreover, we also assume that the sensor cannot observe all state variables of the plant. Under these assumption, we apply continuous deep Q-learning to the design of the networked controller. Then, we introduce an extended state consisting of a sequence of past control inputs and outputs as inputs to the deep neural network. By simulation, it is shown that, using the extended state, the controller can learn a control policy robust to the fluctuation of the network delays under the partial observation.","Nonlinear Systems ,  Control Network ,  Partial Observation ,  Deep Q-learning ,  Mathematical Model ,  Deep Neural Network ,  Control Design ,  Control Input ,  Input Sequence ,  Output Sequence ,  Output Control ,  Extended State ,  Networked Control Systems ,  Network Delay ,  Model-free Control ,  Past Inputs ,  Optimal Control ,  Hidden Layer ,  Morphine ,  Control Problem ,  Deep Reinforcement Learning ,  Deep Reinforcement Learning Algorithm ,  Positive Definite Matrix ,  Q-learning Algorithm ,  Status Of Plants ,  Long-term Reward ,  Function Approximation ,  Target Network ,  Digital Control ,  Optimal Control Policy "
Cooperative Data Collection for UAV-Assisted Maritime IoT Based on Deep Reinforcement Learning,https://ieeexplore.ieee.org/document/10473119/,0,Journal Article,IEEE,2024,"In maritime data collection scenarios, achieving the rapid delivery of data from buoy sensor nodes to the shipboard station is a challenging issue. Utilizing unmanned aerial vehicles (UAVs) technology to facilitate the transfer of data from buoy sensor nodes, it becomes feasible to significantly reduce the latency generated in the transmission process. Therefore, we introduce a UAV-assisted maritime Internet of Things (MIoT) data collection mechanism based on relay cooperation. In this mechanism, through relay transmissions among UAVs, it avoids UAVs located distant from the shipboard station from having to traverse extensive distances in order to offload data to the shipboard station. Based on this, we propose a deep reinforcement learning-based cooperative data collection (DCDC) scheme. In this scheme, firstly, we select the convergence node in charge of forwarding the data from buoy sensor nodes to the passing UAVs. Next, to achieve dynamic adaptation of the task areas for UAVs, we propose an adaptive partition algorithm based on virtual moving points. Subsequently, to establish relay transmission links between UAVs, we present a routing algorithm based on matching game theory. Finally, to reduce time costs in delivering collected data to the shipboard station, we utilize a deep reinforcement learning algorithm based on multi-agent deep deterministic policy gradient (MADDPG) plan the flight paths of UAVs. Additionally, we introduce virtual waypoints in the path planning algorithm, which enables that paired UAVs can high-efficiently perform data forwarding through encounter opportunities. Extensive simulation experiments have demonstrated that the proposed scheme outperforms existing schemes in terms of system Age of Information (AoI).","Deep Learning ,  Deep Reinforcement Learning ,  Age Of Information ,  Unmanned Aerial Vehicles ,  Path Planning ,  Collection Strategy ,  Reinforcement Learning Algorithm ,  Flight Path ,  Policy Gradient ,  Deterministic Policy ,  Deep Reinforcement Learning Algorithm ,  Opportunities For Encounters ,  Optimization Algorithm ,  Changes In Position ,  Time-of-flight Mass Spectrometry ,  Data Transmission ,  Time Slot ,  Actor Network ,  Node Positions ,  Markov Decision Process ,  Number Of Sensor Nodes ,  Critic Network ,  Data Packets ,  Unmanned Ground Vehicles ,  Suitable Opportunities ,  Signaling Overhead ,  Round Of Data Collection ,  Task Allocation ,  Training Episodes ,  Ant Colony Optimization "
Machine Learning based Vehicle-to-Infrastructure Communication in VANETs,https://ieeexplore.ieee.org/document/9691730/,2,Conference Paper,IEEE,2021,"Vehicular network plays a major role in understanding the detail study of vehicle communications. Multiple vehicles in local communication range need to exchange the safety and infotainment information via common roadside infrastructure in Vehicular Ad hoc Networks (VANETs). Vehicle-to-Infrastructure (V2I) communication model help to improve the efficiency of intelligent transport system by providing safety warnings and reducing vehicle collisions. Machine learning is an artificial intelligence component that gives the machine an ability to automatically learn without being expressly trained to improve from experience. Since VANET is imprecise and uncertain in nature, Machine Learning (ML) and Software Agents (SAs) combining approaches resolve the issues of V2I communication challenges in VANETs. This paper proposes ML based V2I Communication in VANETs using software agent approach. The proposed agent-based model is made up of both static and mobile agents. Proposed model executes decision tree algorithm and Q-Learning algorithm to identify the event as non critical or critical and the destination vehicle respectively to improve bandwidth utilization, packet delivery ratio and end-to-end delay.","Machine Learning ,  Vehicular Ad Hoc Networks ,  Infrastructure ,  Decision Tree ,  Multi-agent ,  Intelligent Transportation Systems ,  Decision Tree Algorithm ,  Ad Hoc Networks ,  Vehicular Networks ,  Mobile Agents ,  Bandwidth Utilization ,  Packet Delivery Ratio ,  Software Agents ,  V2I Communication ,  Knowledge Base ,  Performance Metrics ,  Global Positioning System ,  Critical Information ,  Information Gain ,  Traffic Congestion ,  Roadside Units ,  Cognitive Agents ,  Sensor Output ,  Deep Reinforcement Learning ,  Dedicated Short Range Communication ,  Greedy Policy ,  Gini Coefficient ,  Mobile Information ,  Action-value Function ,  Network Environment "
Adversarial RL-Based IDS for Evolving Data Environment in 6LoWPAN,https://ieeexplore.ieee.org/document/9916285/,6,Journal Article,IEEE,2022,"Low-power and Lossy Networks (LLNs) comprise nodes characterised by constrained computational power, memory, and energy resources. The LLN nodes empower ubiquitous connections amongst numerous devices (e.g. temperature, humidity, and turbidity sensors, together with motors, valves and other actuators) to sense, control and store properties of their environments. They are often deployed in hostile, unattended, and unfavourable conditions. Securing them often becomes very challenging. The extent of interconnected LLN devices poses a series of routing threats (e.g. wormhole, grayhole, DIO suppression, and increase rank attacks). Consequently, an efficient and effective intrusion detection system (IDS) is of utmost importance in identifying anomalous activities in the IPv6 over Low-powered Wireless Personal Area Networks (6LoWPAN). This article proposes a robust Adversarial Reinforcement Learning (ARL) framework to generate efficient IDSs for evolving data environments. The integration of ARL and incremental machine-learning facilitates the generation of resource-efficient and robust IDS detectors. We demonstrate in particular how such an approach, leveraging notions of ‘concept drift’ detection and adaptation, can handle inevitable changes in the environment, giving the IDS best chances of detecting attacks in the current profile. The range of routing attacks considered is the most comprehensive to date. For the first time, Black-box and Grey-box ML-based adversaries aiming to destabilise the 6LoWPAN are distinguished and addressed.","Intrusion Detection System ,  Intrusion ,  Generative Adversarial Networks ,  Humidity Sensor ,  Intrusion Detection ,  Wormhole ,  Concept Drift ,  Major Classes ,  Data Streams ,  Linear Time ,  Black Hole ,  Imbalanced Data ,  Initiation Phase ,  Types Of Attacks ,  Minority Class ,  Adversarial Attacks ,  Literature Articles ,  Positive Reward ,  Legitimate Actors ,  Deep Q-network ,  Control Packets ,  Double Deep Q-network ,  Sinkhole ,  Malicious Nodes ,  Non-stationary Environments ,  Levels Of Drift ,  Catastrophic Forgetting ,  Imbalanced Datasets ,  Malicious Activities ,  Large Amount Of Data "
Decentralized Task Assignment for Mobile Crowdsensing With Multi-Agent Deep Reinforcement Learning,https://ieeexplore.ieee.org/document/10122773/,5,Journal Article,IEEE,2023,"Task assignment is a fundamental research problem in mobile crowdsensing (MCS) since it directly determines an MCS system’s practicality and economic value. Due to the complex dynamics of tasks and workers, task assignment problems are usually NP-hard, and approximation-based methods are preferred to impractical optimal methods. In the literature, a graph neural network-based deep reinforcement learning (GDRL) method is proposed in Xu and Song (2022) to solve routing problems in MCS and shows high performance and time efficiency. However, GDRL, as a centralized method, has to cope with the limitation in scalability and the challenge of privacy protection. In this article, we propose a multi-agent deep reinforcement learning-based method named communication-QMIX-based multi-agent DRL (CQDRL) to solve a task assignment problem in a decentralized fashion. The CQDRL method not only inherits the merits of GDRL over handcrafted heuristic and metaheuristic methods but also exploits computation potentials in mobile devices and protects workers’ privacy with a decentralized decision-making scheme. Our extensive experiments show that the CQDRL method can achieve significantly better performance than other traditional methods and performs fairly close to the centralized GDRL method.","Deep Reinforcement Learning ,  Multi-agent Deep Reinforcement Learning ,  Mobile Crowdsensing ,  Privacy ,  Heuristic Method ,  Central Method ,  Routing Problem ,  Deep Reinforcement Learning Method ,  Neural Network ,  Computational Resources ,  Number Of Workers ,  Network Parameters ,  Travel Time ,  State Value ,  Joint Action ,  Weight Training ,  Local Observations ,  Coverage Ratio ,  Total Profit ,  Task Allocation ,  Vector Of Node ,  Network Of Agents ,  Worker Nodes ,  Profit Ratio ,  Graph Attention Network ,  Mixed Network ,  Learning Layer ,  Reinforcement Learning Task ,  Problem Instances ,  NP-hard Problem "
Security threats in military cognitive radio networks,https://ieeexplore.ieee.org/document/7158714/,5,Conference Paper,IEEE,2015,"The emergence of new wireless services and the growing demand for wireless communications are creating a spectrum shortage problem. Moreover, the current technique of static frequency allocation leads to inefficiency utilization of the available spectrum. Cognitive radio (CR) and dynamic spectrum management (DSM) concepts, aim to solve this imbalance between scarcity and under utilization of the spectrum by dynamically using the free frequency bands. However, this technology introduces new vulnerabilities and opportunities for malicious users compared to traditional wireless networks due to its intrinsic characteristics. In this paper, we present a comprehensive review of common CR attacks and their potential countermeasures with projection on military radio networks. We classify the attacks based on the four main functions of the cognitive radio, not according to the layers of the OSI model as usually done. Through this classification, we tried to provide directions for related researches to discern which cognitive functionality has to be insured against each threat.","Wireless Networks ,  Cognitive Networks ,  Cognitive Radio ,  Frequency Band ,  Unlicensed Spectrum ,  Wireless Services ,  Dynamic Spectrum ,  Malicious Users ,  Common Attacks ,  Learning Algorithms ,  Military Service ,  Spectral Bands ,  Game Theory ,  Commons ,  Set Of Frequencies ,  Control Channel ,  Signal-to-interference-plus-noise Ratio ,  Legitimate Users ,  Routing Information ,  Control Messages ,  Jamming Attacks ,  Spectrum Access ,  Malicious Nodes ,  Frequency Hopping ,  Military Communications ,  Spread Spectrum ,  Spectrum Channel ,  Multi-agent Reinforcement Learning ,  Cluster Head ,  Hash Function "
Improving Energy Efficiency and QoS of LPWANs for IoT Using Q-Learning Based Data Routing,https://ieeexplore.ieee.org/document/9542930/,16,Journal Article,IEEE,2022,"Recent proliferation of Internet of Things (IoT) demands large scale connectivity among smart IoT devices over a vast geographical area. However, limited radio range and lack of scalability of conventional wireless sensor networks do not allow a wide area connectivity among IoT devices. To address these challenges, Low-Power Wide-Area Networks (LPWANs) are emerging to provide long-range communication capability with low-power consumption of the end devices. Nevertheless, given the demand in delivering an increasingly large volume of data generated by IoT devices, the direct data transmission model is not suitable due to its poor network lifetime. Therefore, in this work, a multi-hop data routing method is proposed for LPWANs. Since multi-hop data transmission faces several challenges such as increased data latency, higher interference, and reduced data throughput (i.e., poor bandwidth utilization), we propose a reinforcement learning method to address those challenges. The proposed method updates the Q-matrix of the network at varying discrete time instants and selects relay devices in such a way that maximizes the cumulative reward value between selected device-gateway pairs. The applicability and effectiveness of the proposed method are illustrated over both simulated LPWAN testbed and real field data sets. The obtained results clearly demonstrate the improved network performance in terms of energy efficiency and QoS of the proposed method as compared to various existing methods.","Service Quality ,  Energy Efficiency ,  Internet Of Things ,  Improve Energy Efficiency ,  Low Power Wide Area Networks ,  Data Transmission ,  Wide Area ,  Direct Transmission ,  Internet Of Things Devices ,  Cumulative Values ,  Real Field ,  Reinforcement Learning Methods ,  End Devices ,  Data Throughput ,  Improve Network Performance ,  Network Lifetime ,  Bandwidth Utilization ,  Energy Consumption ,  Measurement Model ,  Shortest Path ,  Data Packets ,  Throughput Performance ,  Optimal Path ,  Residual Energy ,  Data Transfer ,  State Of The Device ,  Received Signal Strength Indicator ,  Queue Size ,  Network Energy ,  Transmission Method "
Multi-Agent Reinforcement Learning for Urban Crowd Sensing with For-Hire Vehicles,https://ieeexplore.ieee.org/document/9488713/,13,Conference Paper,IEEE,2021,"Recently, vehicular crowd sensing (VCS) that leverages sensor-equipped urban vehicles to collect city-scale sensory data has emerged as a promising paradigm for urban sensing. Nowadays, a wide spectrum of VCS tasks are carried out by for-hire vehicles (FHVs) due to various hardware and software constraints that are difficult for private vehicles to satisfy. However, such FHV-enabled VCS systems face a fundamental yet unsolved problem of striking a balance between the order-serving and sensing outcomes. To address this problem, we propose a novel graph convolutional cooperative multi-agent reinforcement learning (GCC-MARL) framework, which helps FHVs make distributed routing decisions that cooperatively optimize the system-wide global objective. Specifically, GCC-MARL meticulously assigns credits to agents in the training process to effectively stimulate cooperation, represents agents’ actions by a carefully chosen statistics to cope with the variable agent scales, and integrates graph convolution to capture useful spatial features from complex large-scale urban road networks. We conduct extensive experiments with a real-world dataset collected in Shenzhen, China, containing around 1 million trajectories and 50 thousand orders of 553 taxis per-day from June 1st to 30th, 2017. Our experiment results show that GCC-MARL outperforms state-of-the-art baseline methods in order-serving revenue, as well as sensing coverage and quality.","Multi-agent Reinforcement Learning ,  Spatial Features ,  Sensor Data ,  Road Network ,  Baseline Methods ,  Graph Convolution ,  Global Objective ,  Routing Decisions ,  State Space ,  Multilayer Perceptron ,  Time Slot ,  Joint Action ,  Training Algorithm ,  Number Of Agents ,  Graph Convolutional Network ,  Local Observations ,  Node Features ,  System Utility ,  Road Segments ,  Policy Gradient ,  Credit Assignment ,  State St ,  Intrinsic Rewards ,  Route Choice ,  Graph Attention Network ,  Road Characteristics ,  Breadth-first Search ,  Replay Buffer ,  Training Center ,  Set Of Segments "
Large-Scale Mixed Traffic Control Using Dynamic Vehicle Routing and Privacy-Preserving Crowdsourcing,https://ieeexplore.ieee.org/document/10324334/,0,Journal Article,IEEE,2024,"Controlling and coordinating urban traffic flow through robot vehicles (RVs) is emerging as a novel transportation paradigm for the future. While this approach garners growing attention from researchers and practitioners, effectively managing and coordinating large-scale mixed traffic remains a challenge. We introduce an effective framework for large-scale mixed traffic control via privacy-preserving crowdsourcing and dynamic vehicle routing. Our framework consists of three modules: 1) a privacy-protecting crowdsensing method; 2) a graph propagation-based traffic forecasting method; and 3) a privacy-preserving route selection mechanism. We evaluate our framework using a real-world road network. The results show that our framework accurately forecasts traffic flow, efficiently mitigates network-wide RV shortage issue, and coordinates large-scale mixed traffic. Compared to other baseline methods, our framework not only reduces the RV shortage issue up to 69.4% but also reduces the average waiting time of all vehicles in the network up to 27%.","Traffic Control ,  Vehicle Routing ,  Dynamic Vehicle Routing ,  Road Network ,  Autonomous Vehicles ,  Traffic Flow ,  Baseline Methods ,  Real-world Networks ,  Route Selection ,  Vehicle Network ,  Traffic Forecasting ,  Mean Absolute Error ,  Intersectional ,  Entire Network ,  Light Signal ,  Coordinating Center ,  Directed Graph ,  Traffic Light ,  Traffic Conditions ,  Mean Absolute Percentage Error ,  Road Segments ,  Internet Of Vehicles ,  Traffic Information ,  Traffic Efficiency ,  Route Planning ,  Rate Of Segments ,  Routing Algorithm ,  Privacy Preservation ,  Rush Hour ,  Traffic Data "
"Model, Data and Reward Repair: Trusted Machine Learning for Markov Decision Processes",https://ieeexplore.ieee.org/document/8416249/,3,Conference Paper,IEEE,2018,"When machine learning (ML) models are used in safety-critical or mission-critical applications (e.g., self driving cars, cyber security, surgical robotics), it is important to ensure that they provide some high-level guarantees (e.g., safety, liveness). We introduce a paradigm called Trusted Machine Learning (TML) for making ML models more trustworthy. We use Markov Decision Processes (MDPs) as the underlying dynamical model and outline three TML approaches: (1) Model Repair, wherein we modify the learned model directly; (2) Data Repair, wherein we modify the data so that re-learning from the modified data results in a trusted model; and (3) Reward Repair, wherein we modify the reward function of the MDP to satisfy the specified logical constraint. We show how these repairs can be done efficiently for probabilistic models (e.g., MDP) when the desired properties are expressed in some appropriate fragment of logic such as temporal logic (for example PCTL, i.e., Probabilistic Computation Tree Logic), first order logic or propositional logic. We illustrate our approaches on case studies from multiple domains, e.g., car controller for obstacle avoidance, and a query routing controller in a wireless sensor network.","Machine Learning ,  Markov Decision Process ,  Health-related Quality Of Life ,  Learning Models ,  Machine Learning Models ,  Probabilistic Model ,  Reward Function ,  Wireless Sensor Networks ,  Obstacle Avoidance ,  First-order Logic ,  Temporal Logic ,  Propositional Logic ,  Logical Constraints ,  Order Logic ,  Mission-critical Applications ,  Optimization Problem ,  Learning Algorithms ,  Transition Probabilities ,  Markov Decision Process Model ,  Inverse Reinforcement Learning ,  Self-driving ,  Optimal Policy ,  Safety Properties ,  S2 State ,  Safety Constraints ,  Weight Vector ,  Corrupted Data ,  Temporal Constraints "
