title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
RPSO Optimization with machine learning in WSN,https://ieeexplore.ieee.org/document/9315774/,2,Conference Paper,IEEE,2020,"This work emphasizes to increase the network lifetime by using an appropriate data collection scheme and machine learning technique. The routing mechanism is one of the best approaches to decrease energy consumption and increase the lifetime of the network as well. We have used PSO with an updated scheme where we are selecting the random values to find best fitness value then the final route will be calculated. Genetic methods like mutation and crossover are implemented over the final routes to get alternate routes and then performance will be calculated. We have compared the lifetime and stability of network with existing protocols like Low Energy Adaptive Clustering Hierarchy (LEACH), Power-Efficient Gathering in Sensor Information Systems (PEGASIS), and Ant Colony Routing (ACR). In this work, we have added active-sleep feature with our network to enhance the network lifetime and the machine learning technique is used to predict the data of the network in sleep state. MATLAB is used to validate our mathematical framework; we have performed analytical simulations by choosing the network area, the number of nodes in each cluster. The lifetime and stability period is analyzed and compared with other optimization methods.","Machine Learning ,  Machine Learning Techniques ,  Genetic Methods ,  Stable Network ,  Ant Colony ,  Cluster Nodes ,  Network Lifetime ,  Routing Mechanism ,  Learning Algorithms ,  Supervised Learning ,  Power Consumption ,  Regression Method ,  Unsupervised Learning ,  Sensor Data ,  Wireless Networks ,  Life Time ,  Base Station ,  Particle Swarm Optimization ,  Sensor Networks ,  Node Status ,  Wireless Sensor Networks ,  Intelligence Methods ,  Artificial Intelligence Methods ,  Number Of Sensor Nodes ,  Artificial Intelligence Techniques ,  Network Time ,  Direct Transmission ,  Data Packets ,  Data Transmission ,  Neural Network "
Optimal Wireless Charging Inclusive of Intellectual Routing Based on SARSA Learning in Renewable Wireless Sensor Networks,https://ieeexplore.ieee.org/document/8721665/,55,Journal Article,IEEE,2019,"The next generation’s sensor nodes will be more intelligent, energy conservative, and perpetual lifetime in the set-up of wireless sensor networks (WSNs). These sensors nodes are facing the overwhelming challenge of energy consumption which gradually decreases the lifetime of overall network. The wireless power transfer (WPT) is one of the most emerging technologies of energy harvesting that deploys at the heart of sensor nodes for efficient lifetime solution. A wireless portable charging device (WPCD) is drifting inside the WSN to recharge all the nodes which are questing for the eternal life. In this paper, we aspire to optimize a multi-objective function for charging trail of WPCD, and self-learning algorithm for data routing jointly. We formulated that the objective functions can optimize the fair energy consumption as well as maximize the routing efficiency of WPCD. The fundamental challenge of the problem is, to integrate the novel path for WPCD by applying the Nodal A* algorithm. We proposed a novel method of sensor node’s training for intellectual data transmission by using of clustering and reinforcement learning (SARSA) defined as clustering SARSA (C-SARSA) along with an optimal solution of objective functions. The whole mechanism outperforms in terms of trade-off between energy consumption and stability (fair energy consumption among all nodes) of the WSN; moreover, it prolongs the lifetime of the WSN. The simulated results demonstrate that our proposed method did better than compared literature in terms of energy consumption, stability, and lifetime of the WSN.","Sensor Networks ,  Wireless Sensor Networks ,  Wireless Charging ,  SARSA Learning ,  Intelligence ,  Energy Consumption ,  Objective Function ,  Energy Conservation ,  Data Transmission ,  Energy Harvesting ,  Power Transfer ,  Wireless Power Transfer ,  Network Lifetime ,  Time Step ,  Network Performance ,  Base Station ,  Node Status ,  Reduce Energy Consumption ,  Optimal Path ,  Charge Discharge Cycles ,  Energy Of Nodes ,  Residual Energy ,  Node Distance ,  Node Deployment ,  Routing Scheme ,  Vacation Time ,  Reinforcement Learning Agent ,  Heuristic Value ,  Destination Node ,  Rate Of Nodes "
A Comprehensive Study on Routing Protocol for IoT-enabled WSNs using Deep Reinforcement Learning Strategy,https://ieeexplore.ieee.org/document/10058657/,1,Conference Paper,IEEE,2022,"Internet of Things enabled Wireless Sensor Networks (IoT-enabled WSNs) rely heavily on routing protocols because of the importance of various system performance parameters, such as end-to-end delay, system capacity, data delivery rate, and energy efficiency. As a result of this, sensor nodes may have a detrimental effect on the routing protocol's reliability and power tolerance when compared to other nodes in the network. As a result, the IoT-enabled WSNs' wide-field applications necessitate a self-driven energy intelligent routing protocol. Reinforcement Learning (RL) strategy has recently been used to support the development of an intelligent routing protocol that has a high potential for energy conservation while also increasing system performance above the typically achieved target. Deep Reinforcement Learning (DRL) routing protocols for IoT-enabled WSNs have been studied in this paper, and the current state-of-the-art algorithms have been compared. It is the purpose of this study to evaluate the operational characteristics and key features of the current DRL algorithms. In addition, the practical difficulties of routing protocol design and implementation were discussed.","Deep Reinforcement Learning ,  Reinforcement Learning Scheme ,  Deep Reinforcement Learning Strategy ,  Energy Efficiency ,  Energy Conservation ,  Internet Of Things ,  Capacity Of System ,  Wireless Sensor Networks ,  Learning Rate ,  Data Transmission ,  Traffic Congestion ,  Neighboring Nodes ,  Reward Function ,  Data Packets ,  Transmission Delay ,  Source Node ,  Node Information ,  Residual Energy ,  Quality Of Service Requirements ,  Loyalty Programs ,  Mobile Agents ,  Sink Node ,  Routing Table ,  Packet Delivery Ratio ,  Reward Of Agent ,  Network Lifetime ,  State-value Function ,  Policy Rule ,  Traffic Conditions ,  Node Failure "
Energy-Efficient Intelligent Routing Scheme for IoT-Enabled WSNs,https://ieeexplore.ieee.org/document/9324772/,70,Journal Article,IEEE,2021,"Recently, the Internet of Things (IoT) has attracted much interest in its wide applications, such as smart healthcare, home automation, transportation, and smart city. In these IoT-based systems, wireless sensor networks (WSNs) are highly used to gather information needed by smart environments. However, due to huge heterogeneous data coming from different sensing devices, IoT-enabled WSNs face different challenges, such as high communication delay, low throughput, and poor network lifetime. In this article, a deep-reinforcement-learning (DRL)-based intelligent routing scheme is proposed for IoT-enabled WSNs that significantly reduce delay and increase network lifetime. The proposed algorithm divides the whole network into different unequal clusters depending on the current data load present in the sensor node that significantly prevents immature death of the network. An extensive experiment on the proposed algorithm is performed using ns3. The experimental results are compared with the state-of-the-art algorithms to demonstrate the efficiency of the proposed scheme in terms of the number of alive nodes, packet delivery, energy efficiency, and communication delay in the network.","Wireless Sensor Networks ,  Routing Scheme ,  Intelligent Routing ,  IoT-enabled Wireless Sensor Networks ,  High Throughput ,  Internet Of Things ,  Smart City ,  Communication Delay ,  Number Of Deliveries ,  Network Delay ,  Home Automation ,  Packet Delivery ,  Network Lifetime ,  Energy Consumption ,  Simulation Results ,  Total Energy ,  Service Quality ,  Convolutional Layers ,  Cluster Formation ,  Multi-objective Optimization ,  State-action Value Function ,  Cluster Radius ,  Hop Count ,  Optimal Path ,  Residual Energy ,  Markov Decision Process ,  Load Balancing ,  Routing Algorithm ,  Cluster Nodes ,  Response Message "
A Modified Multi-Agent Reinforcement Learning Protocol Based on Prediction for UAANETs,https://ieeexplore.ieee.org/document/9348732/,2,Conference Paper,IEEE,2020,"In Unmanned Aeronautical Ad hoc Networks (UAANETs), it is challenging for routing protocols such as ad hoc on-demand distance vector (AODV) routing and improved protocols to provide reliable communications due to limited wireless resources and high mobility. This paper proposes a modified AODV protocol applying multi-agent Q-learning(Modified-QLAODV) based on mobility prediction and load sensing. This protocol is a distributed multi-agent reinforcement routing strategy, which employs reinforcement learning algorithm. It introduces mobility prediction and node relative load to infer link state on the purpose of enhancing robustness of UAANETs. In the learning strategy, mobility prediction based on Kalman filter algorithm combined with Gaussian filter algorithm, and load sensing will have impacts on Q-values. The destination obtains routes with different Q-values and returns the one with the maximum average Q-value to the source, which realizes to select the optimal route from a global view. The simulation results demonstrate that Modified-QLAODV can outperform the Q-learning routing protocol(QLAODV) and AODV on network performance in UAANETs.","Multi-agent Reinforcement Learning ,  Network Performance ,  Kalman Filter ,  Gaussian Filter ,  Global View ,  Pathfinding ,  Filtering Algorithm ,  Ad Hoc Networks ,  Kalman Filter Algorithm ,  Mobility Prediction ,  Learning Rate ,  Low Speed ,  Increase In Speed ,  Unmanned Aerial Vehicles ,  Sensor Networks ,  Model-based Methods ,  Multi-agent Systems ,  Reward Function ,  Markov Decision Process ,  Load Balancing ,  Model-free Methods ,  Update Strategy ,  Routing Table ,  Q-learning Algorithm ,  Node Update ,  Packet Loss ,  Dynamic Topology ,  Route Selection ,  Improve Network Performance ,  Neighboring Agents "
A Comprehensive Study Based on Routing Protocols and Data Transmission in M-WSN Environment,https://ieeexplore.ieee.org/document/10425050/,0,Conference Paper,IEEE,2023,"With the advancements in technology, various kinds of physical actions may now be digitally operated with the click of a button. This has given rise to the concept of IoT to strengthen the MANET-WSN (M-WSN) in a creative perspective. To find the appropriate path, several routing methods transmit control packets and transmitting unwanted network information consume the battery and raise the issue of packet overhead which reduces then network lifespan. Among various issues, high latency, energy consumption, packet drop, network lifetime and insecure data delivery were to name a few. Moreover, a highly reliable, and adaptive routing is lacking that could provide efficient data transmission in mobile node environment. Therefore, in this research, important protocols for routing supported by M-WSN and game theory methodology, with various route discovery algorithms and secure data transmission from source to destination are discussed. This systematic review considers the last 15 years' studies which were found from highly credible sources. This paper presents a comprehensive study of routing algorithms in mobile and static WSN architectures with an emphasis on using game theory as a decision-making tool. The paper begins with a summary of the modern facilities in routing algorithms and then delves into the many game theory-based strategies that have been put forth for this field. The paper concludes with a discussion of the advantages and challenges of using game theory in the context of routing algorithms, and provides recommendations for future research directions. The idea is expanded to include the performance metrics, security measures, and privacy considerations that surround the secure transmission of data packets between different nodes. The comprehensive analysis provides potential solutions proposed by different researchers that can help for future studies aimed at enhancing network information sharing. A number of routing designs were studied from an analytica...","Data Transmission ,  Energy Consumption ,  Performance Metrics ,  Data Security ,  Game Theory ,  Decision-making Tool ,  Security Measures ,  Routing Algorithm ,  Network Lifetime ,  Packet Drop ,  Secure Data Transmission ,  Network Topology ,  Sensor Networks ,  Mobile Network ,  Neighboring Nodes ,  Deep Reinforcement Learning ,  Nash Equilibrium ,  Efficient Route ,  Group Of Nodes ,  Ant Colony Optimization ,  Ad Hoc Networks ,  Static Phase ,  Swarm Intelligence ,  Routing Decisions ,  Packet Delivery Ratio ,  Non-cooperative Game ,  Coalition Formation ,  Network Congestion ,  Packet Delivery ,  Cooperative Game "
LRLRP: A Layer and Reinforcement Learning based Routing Protocol for Underwater Acoustic Networks,https://ieeexplore.ieee.org/document/10426339/,0,Conference Paper,IEEE,2023,"Aiming at the problems of underwater acoustic networks (UANs), such as low bandwidth, long propagation delay, high bit error rate, restricted energy, ""void area"" and the limitations of traditional routing protocols that focus solely on the current state of sensor nodes, lacking the flexibility for comprehensive network control, a Layer and Reinforcement Learning based Routing Protocol for underwater sensor networks(LRLRP) is proposed. The LRLRP protocol uses packet header information to learn or update the layer and the information of its neighbors. Subsequently, using information from the neighbor table regarding the layer, remaining energy, density, and Q-value of neighboring nodes, the reinforcement learning system is employed to determine the next-hop forwarding node. Extensive experiments were conducted by the NS3 network simulator to evaluate the performance of the LRLRP protocol. The simulation results demonstrate that the RLHRP routing protocol not only effectively mitigates the ""void area"" issue, but also exhibits commendable performance in terms of energy consumption, end-to-end delay, and packet delivery rate.","Underwater Acoustic Networks ,  Energy Consumption ,  Delivery Rate ,  Neighboring Nodes ,  Bit Error Rate ,  Bit Error ,  Most Significant Bit ,  Packet Delivery ,  Void Area ,  Packet Header ,  State Space ,  Behavioral Strategies ,  Intelligence Agencies ,  Iterative Scheme ,  Reward Function ,  Total Energy Consumption ,  Data Packets ,  Source Node ,  Residual Energy ,  Learning Agent ,  Sink Node ,  Energy Of Nodes ,  Current Node ,  Node Density ,  Receiver Node ,  Packet Forwarding ,  Routing Algorithm ,  Decision-making Strategies ,  Packet Transmission ,  Ground Base Stations "
RRP: A Reliable Reinforcement Learning Based Routing Protocol for Wireless Medical Sensor Networks,https://ieeexplore.ieee.org/document/10060225/,1,Conference Paper,IEEE,2023,"Wireless medical sensor networks (WMSNs) offer innovative healthcare applications that improve patients' quality of life, provide timely monitoring tools for physicians, and support national healthcare systems. However, despite these benefits, widespread adoption of WMSN advancements is still hampered by security concerns and limitations of routing protocols. Routing in WMSNs is a challenging task due to the fact that some WMSN requirements are overlooked by existing routing proposals. To overcome these challenges, this paper proposes a reliable multi-agent reinforcement learning based routing protocol (RRP). RRP is a lightweight attacks-resistant routing protocol designed to meet the unique requirements of WMSN. It uses a novel Q-learning model to reduce resource consumption combined with an effective trust management system to defend against various packet-dropping attacks. Experimental results prove the lightweightness of RRP and its robustness against blackhole, selective forwarding, sinkhole and complicated on-off attacks.","Sensor Networks ,  Resource Consumption ,  Sinkhole ,  Multi-agent Reinforcement Learning ,  Trust Management ,  Unit Time ,  Shortest Path ,  Network Operators ,  Wireless Sensor ,  Optimal Path ,  Wireless Sensor Networks ,  Adjacent Nodes ,  Learning Agent ,  Reinforcement Learning Model ,  Greedy Strategy ,  Trust Value ,  End Of Unit ,  Traffic Rate ,  Literature Protocol ,  Reliable Delivery ,  Number Of Sensor Nodes ,  Delivery Ratio ,  Malicious Nodes ,  Hop Count ,  Field Hospital ,  Reliable Protocol ,  Reward Function ,  Design Requirements ,  Network Topology ,  Misinformation "
Revolutionizing Data Transmission - A Comprehensive Review of Deep Learning-Based Routing Mechanism for 5G Wireless Sensor Networks,https://ieeexplore.ieee.org/document/10544339/,0,Conference Paper,IEEE,2024,"The convergence of 5G technology and Wireless Sensor Networks (WSNs) has lead in a transformative era in wireless communication, demanding intelligent and adaptive routing protocols. This review explores into the monarchy of deep learning-based routing protocols, dissecting their potential applications, challenges, and impact on the efficiency of 5G-enabled WSNs. Lack of understanding and variance, two crucial factors in the details of deep learning-based routing. The review scrutinizes the complexity of routing decisions and explores how deep learning algorithms introduce a layer of adaptability significant of human perception. As we examine the landscape of 5G WSNs, the benefits and challenges of incorporating deep learning into routing practices come to light. Adaptive decision-making, energy efficiency, resilience to dynamic environments, and enhanced data accuracy emerge as promising outcomes. However, the review also sheds light on the computational complexities and potential biases in training data that necessitate careful consideration. This review serves as a compass, navigating through the terrain of deep learning-based routing protocols for 5G WSNs. By sorting out the hints of incomprehension and variance within this context, we aim to provide a comprehensive understanding of the evolving landscape of intelligent routing. As 5G technology continues to redefine connectivity standards, this review contributes to the foundation of knowledge guiding the development and implementation of effective and adaptive routing protocols in the era of wireless sensor networks.","Data Transmission ,  Wireless Sensor ,  Wireless Sensor Networks ,  Routing Mechanism ,  Training Data ,  Deep Learning ,  Energy Efficiency ,  Wireless Networks ,  Data Bias ,  Communication Protocol ,  5G Technology ,  Routing Decisions ,  Neural Network ,  Convolutional Neural Network ,  Long Short-term Memory ,  Recurrent Neural Network ,  Network Performance ,  Deep Learning Approaches ,  Pathfinding ,  Smart City ,  Conventional Protocol ,  5G Networks ,  Long Short-term Memory Network ,  Graph Neural Networks ,  Federated Learning ,  Deep Learning-based Algorithms ,  Deep Reinforcement Learning ,  Wireless Communication Networks ,  Route Choice ,  Complex Patterns In Data "
A Balanced Routing Protocol Based on Machine Learning for Underwater Sensor Networks,https://ieeexplore.ieee.org/document/9605638/,12,Journal Article,IEEE,2021,"An underwater sensor network (UWSN) is a wireless network that is deployed in oceans, seas, and rivers for real-time exploration of environmental conditions. The network is used to measure temperature, pressure, water pollution, oxygen level, volcanic activity, floods, and water streams. Although radio frequency (RF) is widely utilized in wireless networks, it is incompatible with the UWSN environment; therefore, other communication mechanisms have been employed to manage the underwater wireless communication among sensors, such as acoustic channels, optical waves, or magnetic induction (MI). Unlike terrestrial wireless sensor networks, UWSNs are dynamic, and sensors move according to water activity. Therefore, the network topology changes rapidly. One of the most critical challenges in UWSNs is how to collect and route the sensed data from the distributed sensors to the sink node. Unfortunately, the direct application of efficient and well-established terrestrial routing protocols is not possible in UWSNs. In this work, a balanced routing protocol based on machine learning for underwater sensor networks (BRP-ML) is proposed that considers the UWSN environmental characteristics, such as power limitations and latency, while considering the void area issue. It is based on reinforcement learning (Q-learning), which aims to reduce the network latency and energy consumption of UWSNs. The communication technique in the proposed protocol is based on the MI technique, which has many advantages, such as steady and predictable channel response and low signal propagation delay. The simulation findings validated that BRP-ML reduced latency by 18% and increased energy efficiency by 16% compared to QELAR.","Machine Learning ,  Sensor Networks ,  Underwater Sensor ,  Underwater Sensor Networks ,  Energy Consumption ,  Energy Efficiency ,  Sensor Data ,  Wireless Networks ,  Acoustic Waves ,  Volcanic Activity ,  Wireless Sensor Networks ,  Sink Node ,  Void Area ,  Underwater Communication ,  Learning Algorithms ,  Delivery Rate ,  Clustering Process ,  Reward Function ,  Markov Decision Process ,  Data Packets ,  Cluster Head ,  Residual Energy ,  Edge Nodes ,  Autonomous Underwater Vehicles ,  Network Lifetime ,  Normal Nodes ,  Source Node ,  Edge Clustering ,  Delay Cost ,  All-to-all Communication "
