title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
ADAPTER: A DRL-Based Approach to Tune Routing in WSNs,https://ieeexplore.ieee.org/document/10225792/,1,Conference Paper,IEEE,2023,"As an essential part of the Internet of Things, Wireless Sensor Networks (WSNs) require high energy efficiency and Quality of Service (QoS). Most routing algorithms used in WSNs suffer from two significant limitations: the inability to accommodate multiple optimization objectives and to quickly adjust to dynamically changing environments. In order to address these limitations, we propose an adaptive selection approach of routing algorithm based on Deep Reinforcement Learning, called ADAPTER. This approach allows the system to intelligently select among various routing algorithms in response to changes in the system state, resulting in improved dual optimization of energy efficiency and QoS metrics. Our experiments demonstrate that ADAPTER outperforms a single routing algorithm in terms of network lifetime, average end-to-end delay, and packet loss rate.","Wireless Sensor Networks ,  System State ,  Service Quality ,  Energy Efficiency ,  Internet Of Things ,  Multi-objective Optimization ,  Multiple Objects ,  Deep Reinforcement Learning ,  Adaptive Selection ,  Single Algorithm ,  Routing Algorithm ,  Efficiency Metrics ,  Network Lifetime ,  Single Route ,  Packet Loss Rate ,  Response Algorithm ,  Environmental Changes ,  Energy Consumption ,  Performance Metrics ,  Network Operators ,  Deep Reinforcement Learning Agent ,  Energy Of Nodes ,  Sink Node ,  Residual Energy ,  Critic Network ,  Proximal Policy Optimization ,  Markov Decision Process ,  Relay Nodes ,  Reward Function ,  Data Packets "
ELISE: A Reinforcement Learning Framework to Optimize the Slotframe Size of the TSCH Protocol in IoT Networks,https://ieeexplore.ieee.org/document/10473707/,0,Journal Article,IEEE,2024,"The Internet of Things is shaping the next generation of cyber–physical systems to improve the future industry for smart cities. It has created novel and essential applications that require specific network performance to enhance the quality of services. Since network performance requirements are application-oriented, it is of paramount importance to provide tailored solutions that seamlessly manage the network resources and orchestrate the network to satisfy user requirements. In this article, we propose ELISE, a reinforcement learning (RL) framework to optimize the slotframe size of the time slotted channel hopping protocol in IIoT networks while considering the user requirements. We primarily address the problem of designing a framework that self-adapts to the optimal slotframe length that best suits the user's requirements. The framework takes care of all functionalities involved in the correct functioning of the network, while the RL agent instructs the framework with a set of actions to determine the optimal slotframe size each time the user requirements change. We evaluate the performance of ELISE through extensive analysis based on simulations and experimental evaluations on a testbed to demonstrate the efficiency of the proposed approach in adapting network resources at runtime to satisfy user requirements.","Reinforcement Learning Framework ,  IoT Networks ,  Time Slotted Channel Hopping ,  Internet Of Things ,  Network Performance ,  Experimental Evaluation ,  Time Slot ,  Network Resources ,  User Requirements ,  Reinforcement Learning Agent ,  Performance Metrics ,  Power Consumption ,  Power Network ,  Dependability ,  Reward Function ,  Markov Decision Process ,  Wireless Sensor Networks ,  Average Delay ,  Changes In Requirements ,  Network Reliability ,  Control Plane ,  Average Power Consumption ,  Proximal Policy Optimization ,  Received Signal Strength Indicator ,  Network Delay ,  Deep Q-network ,  Control Packets ,  Average Reliability ,  Packet Header ,  Routing Algorithm "
PEARL: Power and Delay-Aware Learning-based Routing Policy for IoT Applications,https://ieeexplore.ieee.org/document/9849862/,0,Conference Paper,IEEE,2022,"Routing between the IoT nodes has been considered an important challenge, due to its impact on different link/node metrics, including power consumption, reliability, and latency. Due to the low-power and lossy nature of IoT environments, the amount of consumed power, and the ratio of delivered packets plays an important role in the overall performance of the system. Meanwhile, in some IoT applications, e.g., remote health-care monitoring systems, other factors such as End-to-End (E2E) latency is significantly crucial. The standardized routing mechanism for IoT networks (RPL) tries to optimize these parameters via specified routing policies in its Objective Function (OF). The original version of this protocol, and many of its existing extensions are not well-suited for dynamic IoT networks. In the past few years, reinforcement learning methods have significantly involved in dynamic systems, where agents have no acknowledgment about their surrounding environment. These techniques provide a predictive model based on the interaction between an agent and its environment to reach a semi-optimized solution; For instance, the matter of packet transmission, and their delivery in unstable IoT networks. Accordingly, this paper introduces PEARL; a machine-learning based routing policy for IoT networks, which is both, delay-aware, and power-efficient. PEARL employs a novel routing policy based on the q-learning algorithm, which uses the one-hop E2E delay as its main path selection metric to determine the rewards of the algorithm, and to improve the E2E delay, and consumed power simultaneously in terms of Power-Delay-Product (PDP). According to an extensive set of experiments conducted in the Cooja simulator, in addition to improving reliability in the network in terms of Packet Delivery Ratio (PDR), PEARL has improved the amount of E2E delay, and PDP metrics in the network by up to 61% and 72%, against the state-of-the-art, respectively.","Internet Of Things ,  Internet Of Things Applications ,  Routing Policy ,  Objective Function ,  Power Consumption ,  Internet Of Things Networks ,  Q-learning Algorithm ,  Internet Of Things Nodes ,  Amount Of Delay ,  Packet Delivery Ratio ,  Routing Mechanism ,  Dense Network ,  Root Node ,  Neighboring Nodes ,  Optimal Path ,  Markov Decision Process ,  Wireless Sensor Networks ,  Data Packets ,  Reinforcement Learning Algorithm ,  Increase In Transmission ,  Candidate Parents ,  Received Signal Strength Indicator ,  Maximum Reward ,  Receiver Node ,  Static Network ,  Control Packets ,  Mobile Nodes ,  Path Delay ,  Data Packet Transmission ,  Control Messages "
Multi-agent reinforcement learning for intelligent resource allocation in IIoT networks,https://ieeexplore.ieee.org/document/9692913/,4,Conference Paper,IEEE,2021,"In the industrial Internet of Things (IIoT), a high number of devices with limited resources, like computational power, memory, bandwidth and, in case of wireless sensor networks, also energy, communicate. At the same time, the amount of data as well as the demand for data processing in the edge is rapidly increasing. To enable Industry 4.0 (I4.0) and the IIoT, an intelligent resource allocation is required to make optimal use of the available resources. For this purpose, a multi-agent system (MAS) based on deep reinforcement learning (DRL) is proposed. Multi-agent reinforcement learning (MARL) is already taken into account in different communication networks, e.g. for intelligent routing. Despite its great potential, little attention is paid to these methods in industry so far. In this work, DRL is applied for resource allocation and load balancing for industrial edge computing. An optimal usage of the available resources of the IIoT devices should be achieved. Due to the structure of IIoT systems as well as for security reasons, a MAS is preferred for decentralized decision making. In subsequent steps, it is planned to add and remove devices during runtime, to change the number of tasks to be executed as well as evaluations on single- and multi-policy-approaches. The following aspects will be considered for evaluation: (1) improvement of the resource usage of the devices and (2) overhead due to the MAS.","Intelligence ,  Resource Allocation ,  Industrial Internet Of Things ,  Multi-agent Reinforcement Learning ,  Limited Resources ,  Communication Network ,  Internet Of Things ,  Multi-agent Systems ,  Deep Reinforcement Learning ,  Edge Computing ,  Wireless Sensor Networks ,  Load Balancing ,  Industrial Methods ,  Optimal Use Of Resources ,  Resources Of Devices ,  Local Environment ,  State Space ,  Resource Consumption ,  Data Streams ,  Edge Devices ,  Data Processing Algorithms ,  Task Offloading ,  Decentralized System ,  Communication Load "
Reinforcement learning-based algorithm for efficient and adaptive forwarding in named data networking,https://ieeexplore.ieee.org/document/8330354/,11,Conference Paper,IEEE,2017,"In order to solve the severe issues of current TCP/IP Internet architecture, Named Data Networking(NDN) recently attracts lots of researchers, deemed to be one of the most futuristic Internet paradigms among numerous Information-Centric Networking(ICN) proposals. Although the forwarding strategy is the key feature of NDN, it is still at a preliminary stage. Current forwarding strategies either base on the flooding strategy trying to reduce the side effect of Interest flooding or base on the route-driven strategy paying attention to decrease the extra cost in maintaining the routing information. They are both deficient because of the storm issues or too much extra overhead. In this paper, we present the feasibility of using reinforcement learning algorithm such as Q-Learning in NDN. By modifying Q-Learning algorithm to solve the inherent issues, we design and implement IQ-Learning(Interest Q-Learning) strategy and DQ-Learning(Data Q-Learning) strategy, which learn from the past experience and make the best forwarding choice. The simulation results on NDNSim show that our forwarding strategies achieve higher Interest satisfaction ratio, shorter Interest satisfaction delay and are more sensitive to the changes of network than Flooding strategy and the state-of-the-art BestRoute strategy.","Named Data Networking ,  Simulation Results ,  Network Changes ,  Reinforcement Learning Algorithm ,  Forward Scheme ,  Routing Information ,  Extra Overhead ,  Q-learning Algorithm ,  Network Topology ,  Central Node ,  Sensor Networks ,  Updated Information ,  Neighboring Nodes ,  Markov Decision Process ,  High Adaptability ,  Wireless Sensor Networks ,  Data Packets ,  Node Information ,  Forward Process ,  Low Delay ,  Packet Forwarding ,  Reinforcement Learning Techniques "
An Intelligent Fault Tolerant Data Routing Scheme for Wireless Sensor Network-Assisted Industrial Internet of Things,https://ieeexplore.ieee.org/document/9878177/,10,Journal Article,IEEE,2023,"Safety is a major concern for Industrial 4.0 where different physical parameters are monitored for avoiding uncertain events in the industry. In industries, natural calamities like fire and leakage of harmful gases can cause huge damage to life and property. An Industrial Internet of Things (IIoT) is used to monitor such natural calamities and take timely prompt actions. However, sensors in the IIoT are vulnerable to failures due to energy depletion and hardware malfunctioning. It significantly reduces the reliability of the network. This article proposes an intelligent fault-tolerant scheme where different faults within the wireless sensor network-assisted IIoT such as node fault and link fault are detected and tolerated in a timely manner. It significantly improves the reliability of the network. Extensive simulations show the out-performance of the proposed scheme in terms of average packet delivery, energy consumption, throughput, network lifetime, communication delay, and recovery speed.","Internet Of Things ,  Fault-tolerant ,  Wireless Sensor ,  Industrial Internet Of Things ,  Intelligent Data ,  Energy Consumption ,  Average Energy ,  Average Lifetime ,  Average Delay ,  Communication Delay ,  Average Recovery ,  Network Reliability ,  Average Network ,  Average Energy Consumption ,  Network Packets ,  Network Lifetime ,  Delivery Speed ,  Consumption Speed ,  Average Delivery ,  Link Failure ,  Reinforcement Learning Algorithm ,  Node Failure ,  Sink Node ,  Wireless Sensor Networks ,  Residual Energy ,  Gas Sensors ,  Cluster Head ,  Temperature Sensor "
Reinforcement Learning and Vector-based Clustering Method to Achieve Energy Balanced in Underwater Acoustic Sensor Networks,https://ieeexplore.ieee.org/document/10608266/,0,Conference Paper,IEEE,2024,"Underwater acoustic sensor networks (UASNs) have a wide range of applications, such as water quality monitoring, ocean data collection and underwater resource exploration. In UASN applications, the management of energy is very important. Sensor nodes in UASNs are usually powered by batteries, which are very difficult to replace and replenish. Extending the life cycle by reducing the energy consumption of UASNs can reduce the network operation cost. Therefore, the energy management problem has become a popular research topic in UASNs. The efficiency of cluster routing in reducing the communication overhead between nodes in the network has been verified by dividing nodes into clusters and having the cluster header (CH) responsible for communicating with the base station and other nodes. However, if the cluster headers and paths are not properly chosen, the energy consumption of the nodes will be unbalanced, thus leading to premature death of the nodes. In this paper, a reinforcement learning and vector-based clustering (RVC) method is proposed to achieve energy balancing in UASNs. We use reinforcement learning and vector forwarding methods to select appropriate CHs and relay nodes to balance the node energy consumption based on the residual energy of the nodes, the transmission distance and the node density in the direction of the routing vector. The simulation results show that the method can effectively reduce the energy consumption of UASN nodes, achieve energy balancing, and extend the network survival cycle.","Clustering Method ,  Reinforcement Learning Methods ,  Acoustic Networks ,  Energy Consumption ,  Wide Range Of Applications ,  Unit Vector ,  Base Station ,  Transmission Distance ,  Residual Energy ,  Relay Nodes ,  Cluster Head ,  Energy Of Nodes ,  Density In Direction ,  Learning Algorithms ,  Local Information ,  Data Transmission ,  Network Performance ,  Transmission Routes ,  Average Energy ,  Acoustic Waves ,  Sink Node ,  Direct Transmission ,  Cluster Nodes ,  Node Depth ,  Reward Function ,  Energy Consumption Model ,  Target Node ,  Energy Utilization Efficiency ,  Node Failure ,  Connecting Lines "
CAPL: Criticality-Aware Adaptive Path Learning for Industrial Wireless Sensor–Actuator Networks,https://ieeexplore.ieee.org/document/9968202/,2,Journal Article,IEEE,2023,"Wireless technologies, such as WirelessHART, are being adopted in industrial wireless sensor–actuator networks (IWSAN), which are required to provide reliable quality of control (QoC). This article focuses on adaptively selecting the best network path for reliable QoC in the IWSAN. The main challenge is estimating the time-varying packet delivery ratio (PDR) of each path. The IWSAN path selection problem in a multi-armed bandit (MAB) framework is formulated. A novel algorithm criticality-aware adaptive path learning (CAPL) is proposed, which determines the criticality of each packet according to the degree of QoC degradation if it is lost. The key novelty of CAPL is that it simultaneously considers the fundamental exploration–exploitation trade-off in MAB and QoC in the IWSAN. CAPL uses low-criticality packets for exploration to measure the PDR so that it can minimize the impact of exploration on QoC degradation. CAPL with extensive simulation and empirical studies for DC motor position control is validated.","Wireless Networks ,  Industrial Networks ,  Industrial Wireless ,  Quality Control ,  DC Motor ,  Path Selection ,  Multi-armed Bandit ,  Packet Delivery Ratio ,  Control System ,  Actuator ,  Actual Values ,  Control Design ,  Sensor Data ,  Physical System ,  Control Performance ,  Time Slot ,  Settling Time ,  Optimal Path ,  Wireless Sensor Networks ,  Packet Loss ,  Control Packets ,  Upper Confidence Bound ,  Routing Path ,  Critical Concept ,  Bandit Problem ,  Medium Access Control ,  Wireless Environment ,  Number Of Rewards ,  Queue Size ,  Efficient Learning "
Reinforcement Learning Based Stochastic Shortest Path Finding in Wireless Sensor Networks,https://ieeexplore.ieee.org/document/8886484/,30,Journal Article,IEEE,2019,sion Critical Sensors and Sensor Networks (MC-SSN),"Shortest Path ,  Sensor Networks ,  Wireless Sensor Networks ,  Stochastic Path ,  Stochastic Shortest Path ,  Random Variables ,  Edge Length ,  Markov Decision Process ,  Reinforcement Learning Algorithm ,  Stochastic Problem ,  Practical Algorithm ,  Network Load ,  Average Reward ,  Competitive Algorithm ,  Shortest Path Problem ,  Value Function ,  Convergence Rate ,  Faster Convergence ,  Path Planning ,  Correct Path ,  Optimal Path ,  Greedy Policy ,  Q-function ,  Reward Function ,  State-action Pair ,  Total Path ,  Proof Of Convergence ,  Reinforcement Learning Agent ,  State-value Function "
Reinforcement learning-based best path to best gateway scheme for wireless mesh networks,https://ieeexplore.ieee.org/document/6085373/,12,Conference Paper,IEEE,2011,"This paper addresses the problem of optimal routing in backbone wireless mesh networks (WMNs) where each mesh router (MR) is equipped with multiple radio interfaces and a subset of nodes serve as gateways to the Internet. Most routing schemes have been designed to reduce routing costs by optimizing one metric, e.g., hop count, load at routers and interference. However, when considering these metrics together, the complexity of the routing problem increases drastically. Thus, an efficient and adaptive routing scheme that takes into account several metrics simultaneously is needed. In this paper, we propose an efficient new routing scheme, called RLBPR (Reinforcement Learning-based Best Path Routing), that adaptively learns an optimal routing policy, depending on multiple optimization metrics such as loss ratio, interference ratio and load at the gateways. Simulation results show that RLBPR can significantly improve the overall network performance compared to schemes using either Metric of interference and channel switching (MIC), Best Path to Best Gateway (BP2BG), Expected Transmission count (ETX), nearest gateway (i.e., shortest path to gateway) or load at gateways as a metric for path selection.","Wireless Networks ,  Mesh Network ,  Wireless Mesh ,  Wireless Mesh Networks ,  Shortest Path ,  Optimal Policy ,  Pathfinding ,  Loss Ratio ,  Routing Scheme ,  Routing Path ,  Interference Ratio ,  Optimal Metrics ,  Hop Count ,  Signal-to-noise ,  Throughput ,  Data Rate ,  Learning Rate ,  Types Of Networks ,  Quality Metrics ,  Bit Error Rate ,  Source Node ,  Packet Loss Rate ,  Packet Loss ,  Delivery Ratio ,  Congestion Level ,  Wireless Sensor Networks ,  Different Types Of Networks ,  Co-channel Interference ,  Ad Hoc Networks ,  Signal-to-interference-plus-noise Ratio "
