title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Evaluating Deep Reinforcement Learning Methods to Develop an Intelligent Traffic Controller,https://ieeexplore.ieee.org/document/9970176/,1,Conference Paper,IEEE,2022,"In this study, deep reinforcement learning-based algorithms - Deep Q-Learning (DQN), Covariance Matrix Adaptation Evolution Strategy (CMA-ES), and Advantage Actor- Critic (A2C) - are tested to control vehicle traffic in Webots World Simulation. This work also uses a microscopic traffic simulator called Simulation of Urban Mobility (SUMO) to run traffic simulations. Ray, an open-source distributed computing platform, was used to accelerate the model's training, which uses a single dynamic execution engine to allow task-parallel and actor- based computations. The algorithms were evaluated and tested against fixed-time traffic control configurations and were proven more efficient. The results also show that A2C had the best performance among the learning-based approaches, while CMA- ES had the least in terms of total vehicle wait time.","Deep Learning ,  Deep Reinforcement Learning ,  Traffic Control ,  Intelligent Control ,  Reinforcement Learning Methods ,  Deep Reinforcement Learning Method ,  Covariance Matrix ,  Waiting Time ,  Distributed Computing ,  Traffic Simulation ,  Deep Q-learning ,  Single Execution ,  Control System ,  Deep Neural Network ,  PyTorch ,  Light Signal ,  Traffic Congestion ,  State Representation ,  Traffic Light ,  Real-world Environments ,  Abstract Representations ,  Road Intersections ,  Reinforcement Learning Algorithm ,  Traffic System ,  Experience Replay ,  Vehicle Routing ,  Deep Reinforcement Learning Algorithm ,  Traffic Management ,  Reinforcement Learning Agent ,  Traffic Control System "
Routing based on layered stochastic games for multi-hop cognitive radio networks,https://ieeexplore.ieee.org/document/6951923/,1,Conference Paper,IEEE,2014,"This paper proposes a distributed routing mechanism for the multi-hop Cognitive Radio Networks (CRNs) over multiple primary channels. The Secondary Users (SUs) attempts to utilize the channels and minimize their delay along the route while avoiding causing interference to the Primary Users (PUs). In order to address the problem of time-varying channel condition due to the PU dynamics, the route-selection process is modeled as a global Markov Decision Process (MDP). We show that such a global routing MDP can be decomposed into the layered MDPs, in which the interactions between neighbor SUs with their local next-hop selection are modeled as the local stochastic games. By applying reinforcement learning with utility based fictitious play, the best response of each SU can be learned from the local game with the only need for the information exchange from next-hop SUs. The proposed algorithm is evaluated through simulations and is shown to be effective in reducing the delays for multiple flows in the CRN.","Cognitive Networks ,  Multi-hop Networks ,  Stochastic Game ,  Channel State ,  Best Response ,  Markov Decision Process ,  Multiple Flow ,  Primary Channel ,  Secondary Users ,  Application Of Reinforcement Learning ,  Transition State ,  Local Information ,  Inner Layer ,  Time Slot ,  Local Strategies ,  Spectrum Information ,  Dijkstra’s Algorithm ,  State Transition Probability ,  Unlicensed Spectrum ,  Routing Algorithm ,  Relay Selection ,  Action-value Function ,  Routing Scheme ,  Cluster Head ,  Stage Of The Game ,  Topological Clusters ,  Cost Path ,  Static Algorithm ,  State-value Function ,  Sum Of Delay "
Secure-Energy Efficient Bio-Inspired Clustering and Deep Learning-Based Routing Using Blockchain for Edge Assisted WSN Environment,https://ieeexplore.ieee.org/document/10366278/,0,Journal Article,IEEE,2023,"In recent days, the usage of data transmission has increased in Wireless Sensor Network (WSN) environments due to its dynamic nature. However, WSNs face many issues during data transmission, such as less energy efficiency, less security, and less network lifetime. Here, in this research it presents secure and energy-efficient clustering and routing techniques for an edge-assisted WSN environment to address these problems. The proposed work includes four major processes: Quad tree-based network construction, energy-efficient clustering, RL-based duty cycling, and secure multipath routing. This work constructs the network based on a quad-tree structure to increase network management performance and reduce complexity. After network construction, authentication of sensors is performed by considering ID and location using the Lightweight Encryption Algorithm (LEA), which provides high security by eliminating illegitimate sensor nodes. Then, this research model performs clustering using Tasmanian Devil Optimization (TDO), which selects optimal CH and performs clustering. In contrast, the CH selection and clustering are performed dynamically by considering time and event metrics, which increases communication efficiency and reduces energy depletion. To reduce energy consumption, This research model performs duty cycling using the Improved Twin Delayed Deep Deterministic Policy Gradient (ITD3) algorithm, increasing the network lifetime. Finally, A secure multipath routing is performed using a game theory-based Generative Adversarial Network (GTGAN). During routing, GTGAN ranks the selected multipath based on their hop counts. The highest-ranked paths are chosen for transmitting an emergency message, and medium-ranked paths are selected for non-emergency message transmission, which reduces data loss due to energy depletion. Here, all the transactions are stored on the blockchain for increased security. The NS-3.26 network simulator conducts the simulation of this research, a...","Wireless Sensor Networks ,  Efficient Route ,  Efficient Clustering ,  Wireless Sensor Networks Environment ,  Energy Consumption ,  Energy Efficiency ,  Performance Metrics ,  Data Transmission ,  Authentication ,  Duty Cycle ,  Data Loss ,  Reduce Energy Consumption ,  Efficient Communication ,  Simulated Networks ,  Network Management ,  High Security ,  Energy Depletion ,  Network Lifetime ,  Tasmanian Devil ,  Packet Delivery Ratio ,  Edge Server ,  Pathfinding ,  Target Network ,  Packet Loss Rate ,  Shortest Path ,  Cluster Head ,  Optimal Path ,  Optimization Algorithm ,  Trust Value "
An Intelligent Path Planning Mechanism for Firefighting in Wireless Sensor and Actor Networks,https://ieeexplore.ieee.org/document/10014987/,4,Journal Article,IEEE,2023,"Forests have an important role in environmental preservation and maintenance. The primary threat is forest fires, which have disastrous repercussions. As a result, it is critical to identify and extinguish a fire before it spreads and destroys resources. To that end, we propose a forest fire detection and fighting mechanism using wireless sensor and actor networks (WSANs). Temperature sensors are utilized to detect fires, and actors (robots) are employed to extinguish them. Sensors and robots are distributed at random throughout the forest, forming clusters. Clustering, sleep/active scheduling for the sensors, and energy harvesting (EH)/moving modes for the robots, are used to extend and maximize the sensors/robots lifetime in the WSAN. In such a network, robots should move to the fire site as quickly as possible. To do this, we further propose a robot routing mechanism that focuses on determining the shortest path for each firefighting robot. In particular, each firefighting robot equipped with on-board processing uses a fuzzy 
 $Q$ 
-learning (FQL)-based trajectory mechanism to learn the shortest path to the fire zone in the least amount of time. Simulations are conducted to demonstrate the benefits of employing the proposed framework for rapid and effective fire response. When compared to the traditional 
 $Q$ 
-learning, the total approaching rate (a measure of how quickly the firefighting robots can reach the fire) to the fire spot is greater when utilizing the proposed FQL-based strategy.","Sensor Networks ,  Path Planning ,  Actor Network ,  Wireless Sensor ,  Wireless Sensor Networks ,  Shortest Path ,  Wildfire ,  Temperature Sensor ,  Energy Harvesting ,  Fire Detection ,  Local Actors ,  Internet Of Things ,  Thermal Energy ,  Shortest Distance ,  Detection Probability ,  Fuzzy Set ,  Firefighters ,  Fuzzy System ,  Active Sensors ,  Optimal Path ,  Fire Extinguishing ,  Fire Occurrence ,  Trajectory Design ,  Learning Agent ,  Sleep Mode ,  Dangerous Areas ,  Humanoid Robot ,  Straight Path ,  Scheduling Scheme ,  Ultrasonic Sensors "
Mobility-Aware Routing and Caching in Small Cell Networks Using Federated Learning,https://ieeexplore.ieee.org/document/10292924/,1,Journal Article,IEEE,2024,"We consider a service cost minimization problem for resource-constrained small-cell networks with caching, where the challenge mainly stems from (i) the insufficient backhaul capacity and limited network bandwidth and (ii) the limited storing capacity of small-cell base stations (SBSs). Besides, the optimization problem is NP-hard since both the users’ mobility patterns and content preferences are unknown. In this paper, we develop a novel mobility-aware joint routing and caching strategy to address the challenges. The designed framework divides the entire geographical area into small sections containing one SBS and several mobile users (MUs). Based on the concept of one-stop-shop (OSS), we propose a federated routing and popularity learning (FRPL) approach in which the SBSs cooperatively learn the routing and preference of their respective MUs and make a caching decision. The FRPL method completes multiple tasks in one shot, thus reducing the average processing time per global aggregation of learning. By exploiting the outcomes of FRPL together with the estimated service edge of SBSs, the proposed cache placement solution greedily approximates the minimizer of the challenging service cost optimization problem. Theoretical and numerical analyses show the effectiveness of our proposed approaches.","Federated Learning ,  Small Cell Networks ,  Optimization Problem ,  Mobility Patterns ,  Mobile Users ,  Routing Scheme ,  Caching Scheme ,  Global Model ,  Dynamic Network ,  Internet Of Things ,  Time Slot ,  Quality Of Experience ,  Deep Reinforcement Learning ,  File Size ,  Cumulative Density ,  Network Cost ,  Greedy Approach ,  Integer Programming Problem ,  Content Popularity ,  Content Caching ,  Federated Learning Model ,  Cache Size ,  Cache Hit ,  Federated Learning Framework ,  Mean Opinion Score ,  Network Coding ,  Cache Misses ,  Lowest Cost ,  Least Square Error ,  Cluster Centroids "
Software-Defined Networking for Flying Ad-hoc Network Security: A Survey,https://ieeexplore.ieee.org/document/9842415/,1,Conference Paper,IEEE,2022,"Despite the immense use of single Unmanned Aerial Vehicle (UAV) systems in various applications, it is not yet able to cover large areas with optimized energy consumption. Accordingly, Flying Ad-hoc Network (FANET), as a collaborative groups of UAV s, is tremendously employed in recent research works allowing larger coverage and efficient monitoring. To ensure a secure FANET control, Software-Defined Networking (SDN) based solutions are frequently considered. This work presents and compares the recent SDN-based solutions proposed to reinforce FANET security and reduce its attacks. In addition, open research issues are highlighted with respect to SDN-FANET challenges.","Flying Ad Hoc Networks ,  Energy Consumption ,  Unmanned Aerial Vehicles ,  Efficient Monitoring ,  Recent Research Work ,  Learning Algorithms ,  Center For Control ,  Encryption ,  Data Transmission ,  Pathfinding ,  Security Measures ,  Wireless Technologies ,  Wireless Sensor Networks ,  Reinforcement Learning Algorithm ,  Attack Detection ,  Ground Station ,  Low Earth Orbit ,  Minimum Energy Consumption ,  Control Plane ,  Jamming Attacks ,  Dynamic Topology ,  Network Attacks ,  Blockchain ,  Control Station ,  Secure Data Transmission ,  Throughput ,  High Altitude ,  Routing Path ,  Routing Scheme "
Leveraging Deep Reinforcement Learning for Traffic Engineering: A Survey,https://ieeexplore.ieee.org/document/9507541/,50,Journal Article,IEEE,2021,"After decades of unprecedented development, modern networks have evolved far beyond expectations in terms of scale and complexity. In many cases, traditional traffic engineering (TE) approaches fail to address the quality of service (QoS) requirements of modern networks. In recent years, deep reinforcement learning (DRL) has proved to be a feasible and effective solution for autonomously controlling and managing complex systems. Massive growth in the use of DRL applications in various domains is beginning to benefit the communications industry. In this paper, we firstly provide a comprehensive overview of DRL-based TE. Then, we present a detailed literature review on applications of DRL for TE including three fundamental issues: routing optimization, congestion control, and resource management. Finally, we discuss our insights into the challenges and future research perspectives of DRL-based TE.","Deep Learning ,  Deep Reinforcement Learning ,  Traffic Engineering ,  Complex Systems ,  Service Quality ,  Resource Management ,  Optimal Management ,  Applicability Domain ,  Pathfinding ,  Quality Of Service Requirements ,  Detailed Literature Review ,  Number Of Researchers ,  Optimal Policy ,  Reinforcement Learning Algorithm ,  Critic Network ,  Policy Gradient ,  Mobile Edge Computing ,  Trust Region ,  Round-trip Time ,  Deep Reinforcement Learning Algorithm ,  Deep Q-network ,  Multi-agent Reinforcement Learning ,  Deep Reinforcement Learning Model ,  Deep Reinforcement Learning Agent ,  Continuous Action Space ,  Proximal Policy Optimization ,  Policy Gradient Algorithm ,  Network Slicing ,  Experience Replay ,  Reinforcement Learning Problem "
Reinforcement Learning based Scheduling for Cooperative EV-to-EV Dynamic Wireless Charging,https://ieeexplore.ieee.org/document/9356077/,5,Conference Paper,IEEE,2020,"Previous Electric Vehicle (EV) charging scheduling methods and EV route planning methods require EVs to spend extra waiting time and driving burden for a recharge. With the advancement of dynamic wireless charging for EVs, Mobile Energy Disseminator (MED), which can charge an EV in motion, becomes available. However, existing wireless charging scheduling methods for wireless sensors, which are the most related works to the deployment of MEDs, are not directly applicable for the scheduling of MEDs on city-scale road networks. We present MobiCharger: a Mobile wireless Charger guidance system that determines the number of serving MEDs, and the optimal routes of the MEDs periodically (e.g., every 30 minutes). Through analyzing a metropolitan-scale vehicle mobility dataset, we found that most vehicles have routines, and the temporal change of the number of driving vehicles changes during different time slots, which means the number of MEDs should adaptively change as well. Then, we propose a Reinforcement Learning based method to determine the number and the driving route of serving MEDs. Our experiments driven by the dataset demonstrate that MobiCharger increases the medium state-of-charge and the number of charges of all EVs by 50% and 100%, respectively.","Wireless Charging ,  Dynamic Wireless Charging ,  Electric Vehicles ,  Road Network ,  Time Slot ,  Pathfinding ,  Wireless Sensor ,  Number Of Charges ,  Route Planning ,  Guidance System ,  Travel Time ,  Current Position ,  Wireless Sensor Networks ,  Autoregressive Integrated Moving Average ,  Battery Capacity ,  Historical Trajectory ,  Road Segments ,  Charging Time ,  Time Trajectories ,  Multiple Constraints ,  Reinforcement Learning Model ,  Electric Vehicles Charging ,  Taxicab ,  Average Flow Rate ,  Vehicle Density ,  State St ,  Current Trajectory ,  Routing Method ,  Charging Demand ,  Dijkstra’s Algorithm "
Intelligent Fault-Tolerance Data Routing Scheme for IoT-Enabled WSNs,https://ieeexplore.ieee.org/document/9714263/,30,Journal Article,IEEE,2022,"Wireless sensor networks (WSNs) have become one of the essential components of the Internet of Things (IoT). In any IoT application, different sensor-based devices gather data from physical objects and transmit the sensed information to the base station (BS). The BS analyzes this information depending on the sensor location. A high-performance intelligent WSNs is essential for any IoT-based application. In this article, high-performance intelligent WSNs are referred to as IoT-enabled WSNs. In IoT-enabled WSNs, fault occurrence probability is much more than traditional networks. Faulty nodes and broken links affect the reliability of the IoT-enabled WSNs. Various fault-tolerance algorithms enhance the network’s reliability using multipath transmission, relay node placement, and backup node selection. However, these algorithms suffer from huge data transmission delays, packet overhead, and less detection accuracy. In this work, a multiobjective-deep reinforcement-learning (DRL)-based algorithm is proposed for fault tolerance in IoT-enabled WSNs. The main objective of this work is to detect the faulty nodes with high accuracy and less overhead. Furthermore, this work focuses on reliable data transmission after fault detection. Finally, a mobile sink (MS) is used for energy-efficient data gathering that significantly improves the network lifetime. Extensive simulations and theoretical analysis prove that the proposed algorithm outperformed as compared to the state-of-the-art algorithms in terms of fault detection accuracy (FDA), false alarm rate (FAR), false-positive rate (FPR), network lifetime, and throughput.","Fault-tolerant ,  Wireless Sensor Networks ,  IoT-enabled Wireless Sensor Networks ,  False Positive Rate ,  Internet Of Things ,  Physical Body ,  Data Transmission ,  Base Station ,  Extensive Simulations ,  False Alarm Rate ,  Deep Reinforcement Learning ,  Transmission Delay ,  Internet Of Things Applications ,  Relay Nodes ,  Network Lifetime ,  Deep Learning ,  Deep Neural Network ,  Shortest Path ,  Feed-forward Network ,  Multi-objective Optimization ,  Pareto Optimal Set ,  Optimal Path ,  Network Throughput ,  Residual Energy ,  Adaptive Moment Estimation Optimizer ,  Network Reliability ,  Pareto Optimal ,  Double Deep Q-network ,  Markov Decision Process ,  Types Of Defects "
Adaptive congestion avoidance scheme based on reinforcement learning for wireless sensor network,https://ieeexplore.ieee.org/document/6192860/,3,Conference Paper,IEEE,2011,"Energy efficiency and QoS-aware are the key issues of wireless sensor network (WSN). In this paper, we proposed a congestion avoidance scheme devoting to efficient use of energy and adaptive maintain well QoS quality by self-adapt routing. Because it is difficult to obtain the state of network energy and QoS in a practical condition, we are motivated to utilize reinforcement learning to obtain the routing strategy in multi-path communication of WSN. We extend the R-learning algorithm to solve the difficulty of the nodes obtaining the network's status information. We compare the proposed scheme to other congestion avoidance protocols, such as CR. The simulation results show that the performance of our schemes is prior to existing ones.","ordsReinforcement learning ,  adaptive congestion avoidance ,  wireless sensor network ,  QoS "
